sample_support_code,x,y,grts_address_original,grts_address_masked
watersurface,216146.35,180726.86,7513830,107513830
watersurface,223463.09,190647.81,9297618,9297618
watersurface,223444.33,190638.89,9297618,109297618
watersurface,175041.01,224842.01,10560670,10560670
watersurface,175039.95,224838.94,10560670,110560670
watersurface,175047.97,224856.05,10560670,210560670
watersurface,175026.29,224845.15,10560670,310560670
watersurface,216190.01,180784.49,11708134,11708134
watersurface,216185.73,180794.98,11708134,111708134
watersurface,216180.83,180774.11,11708134,211708134
watersurface,216192.34,180775.06,11708134,311708134
watersurface,61423.59,204556.57,12664577,12664577
watersurface,61452.26,204546.59,12664577,112664577
watersurface,215939.87,180768.17,12691174,12691174
watersurface,215927.26,180769.43,12691174,112691174
watersurface,215928.79,180779.95,12691174,212691174
watersurface,215944.6,180785.89,12691174,312691174
watersurface,216054.74,180773.88,13739750,13739750
watersurface,216069.94,180783.12,13739750,113739750
watersurface,216070.38,180769.04,13739750,213739750
watersurface,216050.89,180791.69,13739750,313739750
watersurface,216097.17,180698.2,14706406,14706406
watersurface,216093.25,180678.81,14706406,114706406
watersurface,216105.94,180680.77,14706406,214706406
watersurface,216095.03,180818.06,15902438,15902438
watersurface,216080.89,180803.05,15902438,115902438
watersurface,206137.54,217660.24,16402550,16402550
watersurface,206135.12,217631.8,16402550,116402550
watersurface,187439.46,191509.45,16646454,16646454
watersurface,187458.45,191493.08,16646454,116646454
watersurface,54196.26,216180.92,17639537,17639537
watersurface,54215.62,216170.48,17639537,117639537
watersurface,216002.56,180769.1,17934054,17934054
watersurface,216005.69,180782.08,17934054,117934054
watersurface,216153.12,180841.61,17999590,17999590
watersurface,216146.05,180830.17,17999590,117999590
watersurface,161370.73,180830.15,18234566,18234566
watersurface,161359.91,180840.97,18234566,118234566
watersurface,78573.13,228532.66,18382133,18382133
watersurface,78566.56,228528.8,18382133,118382133
watersurface,216214.96,180799.3,19048166,19048166
watersurface,216223.67,180820.07,19048166,119048166
watersurface,216210.19,180821.86,19048166,219048166
watersurface,216030.96,180690.64,19752678,19752678
watersurface,216015.27,180696.18,19752678,119752678
watersurface,179814.15,184786.44,21880966,21880966
watersurface,179795.94,184789.37,21880966,121880966
watersurface,225244.56,179894.99,22449458,22449458
watersurface,225229.68,179881.65,22449458,122449458
watersurface,225243.8,179880.12,22449458,222449458
watersurface,23183.72,198202.54,22910129,22910129
watersurface,23210.4,198189.68,22910129,122910129
watersurface,28715.39,200382.57,23197873,23197873
watersurface,28706.64,200408.88,23197873,123197873
watersurface,189266.17,228158.71,23221550,23221550
watersurface,189288.11,228171.37,23221550,123221550
watersurface,163901.64,227205.91,25947614,25947614
watersurface,163891.25,227216.49,25947614,125947614
watersurface,216016.97,180710.16,26322662,26322662
watersurface,216020.48,180732.55,26322662,126322662
watersurface,216029.99,180723.36,26322662,226322662
watersurface,216033.65,180702.58,26322662,326322662
watersurface,153206.94,233746.88,26936030,26936030
watersurface,153228.37,233742.52,26936030,126936030
watersurface,215907.21,180778.69,29468390,29468390
watersurface,215896.29,180779.78,29468390,129468390
watersurface,215898.92,180770.57,29468390,229468390
watersurface,216026.35,180802.54,30516966,30516966
watersurface,216036.03,180805.9,30516966,130516966
watersurface,216130.58,180832.41,30582502,30582502
watersurface,216130.18,180848.91,30582502,130582502
watersurface,216110.53,180849.12,30582502,230582502
watersurface,25477.17,196762.61,30695601,30695601
watersurface,25484.72,196744.82,30695601,130695601
watersurface,69419.23,220198.25,31579829,31579829
watersurface,69395.32,220200.56,31579829,131579829
watersurface,216124.24,180789.02,32679654,32679654
watersurface,216115.58,180787.48,32679654,132679654
watersurface,216114.39,180775.63,32679654,232679654
watersurface,216056.41,180652.37,36529894,36529894
watersurface,216068.65,180662.71,36529894,136529894
watersurface,174981.96,224819.78,38872222,38872222
watersurface,174959.72,224808.3,38872222,138872222
watersurface,216006.79,180716.65,38905574,38905574
watersurface,215994.19,180708.12,38905574,138905574
watersurface,22575.79,199143.32,40293553,40293553
watersurface,22582.52,199145.63,40293553,140293553
watersurface,77478.16,228070.2,40434997,40434997
watersurface,77482.39,228091.1,40434997,140434997
watersurface,191474.64,198843.05,40512310,40512310
watersurface,191497.68,198829.27,40512310,140512310
watersurface,216177.68,180733.22,41068262,41068262
watersurface,216174.15,180718.9,41068262,141068262
watersurface,216059.91,180759.71,43099878,43099878
watersurface,216049.96,180739.69,43099878,143099878
watersurface,216070.81,180756.15,43099878,243099878
watersurface,175020.03,224857.77,44115102,44115102
watersurface,175013.29,224834.86,44115102,144115102
watersurface,202671.02,224158.7,44505838,44505838
watersurface,202697.89,224162.7,44505838,144505838
watersurface,73090.6,205584.33,45951937,45951937
watersurface,73074.6,205578.55,45951937,145951937
watersurface,216220.46,180837.93,46311142,46311142
watersurface,216214.19,180844.22,46311142,146311142
watersurface,77416.19,227593.21,47004981,47004981
watersurface,77416.85,227613.94,47004981,147004981
watersurface,216037.57,180766.31,47294182,47294182
watersurface,216035.32,180792.67,47294182,147294182
watersurface,216016.9,180781.38,47294182,247294182
watersurface,216035.86,180775.73,47294182,347294182
watersurface,56561.49,212130.98,49454081,49454081
watersurface,56576.56,212134.92,49454081,149454081
watersurface,216101.23,180782.16,49456870,49456870
watersurface,216101.63,180796.01,49456870,149456870
watersurface,216104.84,180771.89,49456870,249456870
watersurface,153238.69,233792.52,50004702,50004702
watersurface,153242.65,233817.55,50004702,150004702
watersurface,198943.25,186487.35,50134070,50134070
watersurface,198955.97,186472.53,50134070,150134070
watersurface,215873.65,180746.81,50439910,50439910
watersurface,215877.55,180761.88,50439910,150439910
watersurface,202632.52,224142.56,50797294,50797294
watersurface,202619.41,224138.23,50797294,150797294
watersurface,216162.87,180872.83,51554022,51554022
watersurface,216143.99,180877.54,51554022,151554022
watersurface,189969.09,209685.51,52161270,52161270
watersurface,189992.02,209685.46,52161270,152161270
watersurface,187599.88,191421.66,53215542,53215542
watersurface,187625.07,191395.58,53215542,153215542
watersurface,216050.55,180685.28,53307110,53307110
watersurface,216057.5,180695.88,53307110,153307110
watersurface,216049.17,180672.59,53307110,253307110
watersurface,216066.38,180687.24,53307110,353307110
watersurface,176945.69,180305.06,53444486,53444486
watersurface,176967.75,180290.13,53444486,153444486
watersurface,216104.26,180710.88,53651174,53651174
watersurface,216105.36,180723.63,53651174,153651174
watersurface,206751.33,218118.35,55571574,55571574
watersurface,206736.48,218115.51,55571574,155571574
watersurface,57186.2,212733.61,56638465,56638465
watersurface,57166.61,212719.08,56638465,156638465
watersurface,216169.43,180761.27,57845478,57845478
watersurface,216156.93,180755.35,57845478,157845478
watersurface,216022.28,180764.2,59877094,59877094
watersurface,216039.25,180749.38,59877094,159877094
watersurface,216030.28,180739.54,59877094,259877094
watersurface,69627.6,221360.22,61685429,61685429
watersurface,69642.64,221360.53,61685429,161685429
watersurface,69615.1,221351.96,61685429,261685429
watersurface,216146.69,180795.24,62039782,62039782
watersurface,216163.98,180773.44,62039782,162039782
watersurface,216153.91,180780.48,62039782,262039782
watersurface,175041.22,224869.54,62989470,62989470
watersurface,175031.89,224876.16,62989470,162989470
watersurface,215887,180818.47,63022822,63022822
watersurface,215890.54,180803.93,63022822,163022822
watersurface,215895.13,180799.54,63022822,263022822
watersurface,216065.83,180804.25,64071398,64071398
watersurface,216052.49,180801.91,64071398,164071398
watersurface,216050.55,180810.04,64071398,264071398
watersurface,216060.48,180806.82,64071398,364071398
watersurface,216076.08,180817.32,64071398,464071398
watersurface,216134.53,180869.76,64136934,64136934
watersurface,216118.02,180886.43,64136934,164136934
watersurface,216111.02,180873.63,64136934,264136934
watersurface,69384.4,221373.61,65617589,65617589
watersurface,69369.99,221358.77,65617589,165617589
watersurface,216109.89,180814.66,66234086,66234086
watersurface,216134.36,180800.58,66234086,166234086
watersurface,216116.48,180798.66,66234086,266234086
watersurface,216124.72,180821.61,66234086,366234086
