sample_support_code	unit_id	grts_address
6	ANTSOT0219	28311774
6	ANTTUR0065	27194670
6	ANTTUR0075	18571566
6	ANTTUR0082	3667246
6	ANTTUR0142	2248694
6	ANTTUR0296	22107438
6	ANTTUR0304	9883950
6	ANTTUR0348	218158
6	ANTWIL0020	15752425
6	ANTWUU0141	10923486
6	ANTWUU0153	59364830
6	ANTZAN0122	55121110
6	ANTZAN0175	28382422
6	LIMBIL0097	22046514
6	LIMBIL0336	2840370
6	LIMBOC0019	12420626
6	LIMBOC0026	2393618
6	LIMBOC0077	2393618
6	LIMBOC0078	3966482
6	LIMBOC0204	8160786
6	LIMBRE0073	602258
6	LIMBRE0185	925842
6	LIMBRE0283	20607122
6	LIMBRE0285	28389522
6	LIMBRE0288	18772114
6	LIMBRE0297	6631570
6	LIMBRG0104	1126582
6	LIMDPB0057	23681330
6	LIMDPB0311	8984882
6	LIMDPB0315	1382706
6	LIMDST0108	1675858
6	LIMDST0187	3851858
6	LIMGNK0025	1534258
6	LIMGNK0062	1239346
6	LIMGNK0064	377138
6	LIMGNK0066	10991922
6	LIMGNK0119	452914
6	LIMGNK0177	13351218
6	LIMGNK0182	7006514
6	LIMGNK0372	1227058
6	LIMGNK0397	6476082
6	LIMHAS0103	4302566
6	LIMHAS0165	1999154
6	LIMHAS0462	687846
6	LIMHAS0514	3882726
6	LIMHAS0544	3358438
6	LIMHAS0619	22707942
6	LIMHAS0629	60269286
6	LIMHAS0663	3964646
6	LIMHAS0849	14454502
6	LIMHHE0001	1823954
6	LIMHHE0002	47109330
6	LIMHHE0008	17552594
6	LIMHHE0112	11222738
6	LIMHHE0114	18423506
6	LIMHHE0285	24763090
6	LIMHHE0286	1012434
6	LIMHHE0375	2814902
6	LIMHVL0463	2510518
6	LIMKIN0216	19542418
6	LIMKIN0231	842210
6	LIMKIN0239	65182178
6	LIMLNK0018	50222322
6	LIMLNK0086	18488306
6	LIMLNK0118	728050
6	LIMLNK0237	3234802
6	LIMLOM0067	18680182
6	LIMLOM0234	5334290
6	LIMLOM0566	15534454
6	LIMLUM0210	3764918
6	LIMMGR0262	4205522
6	LIMMGR0376	4205522
6	LIMMSK0007	29026130
6	LIMMSK0031	2623314
6	LIMMSK0134	8578898
6	LIMMSK0221	3499090
6	LIMMSK0353	44201810
6	LIMMSK0444	529234
6	LIMMSK0456	7856546
6	LIMMSM0026	22619730
6	LIMMSM0197	2715218
6	LIMMSM0198	11035634
6	LIMMSM0245	17810418
6	LIMNEE0011	3901714
6	LIMNEE0027	14649618
6	LIMNEE0211	2197778
6	LIMOPG0041	6934482
6	LIMOPG0096	2669138
6	LIMTON0188	2177138
6	LIMZNH0012	30252726
6	LIMZNH0043	2150070
6	LIMZNH0105	6229734
6	LIMZNH0140	2793142
6	LIMZNH0150	3514038
6	LIMZNH0152	13999798
6	LIMZNH0163	28876470
6	LIMZNH0338	14026450
6	LIMZNH0432	5033702
6	LIMZNH0516	10211046
6	LIMZNH0548	39100086
6	LIMZNH0563	2492114
6	LIMZNH0576	23924454
6	LIMZUT0080	6033970
6	OVLALT0344	14303177
6	OVLBLE0018	28157609
6	OVLBLE0077	11880105
6	OVLBLE0182	58820265
6	OVLBLE0195	2762409
6	OVLBLE0248	30865065
6	OVLBLE0280	1386153
6	OVLBVN0064	9833513
6	OVLBVN0185	18678825
6	OVLBVN0202	22049833
6	OVLBVN0235	24343593
6	OVLBVN0306	27395113
6	OVLBVN0427	34872361
6	OVLBVN0430	39906345
6	OVLBVN0449	37850557
6	OVLBVN0464	902185
6	OVLBVN0469	6343721
6	OVLBVN0470	9489449
6	OVLDEI0194	63956342
6	OVLGNT0211	6849993
6	OVLKRU0197	57662761
6	OVLLOK0348	17481641
6	OVLMOE0016	255241
6	OVLNEV0328	21472201
6	OVLSTK0268	2397801
6	OVLTEM0066	9980649
6	VBRSZI0277	2581814
6	VBRSZI0542	3619126
6	VBRTWI0211	1216422
6	WVLBLA0206	55598
6	WVLBRD0077	19043
6	WVLBRD0089	60897
6	WVLBRN0413	5772353
6	WVLBRU0368	221035
6	WVLBRU0369	438699
6	WVLBRU0374	117316
6	WVLBRU1212	1053121
6	WVLDEH0012	38792
6	WVLDEH0220	2323
6	WVLDEP0061	38407
6	WVLDEP0070	64541
6	WVLDEP0075	35339
6	WVLDEP0097	62299
6	WVLDIK0110	3538417
6	WVLDIK0947	4586993
6	WVLHAR0329	9321121
6	WVLHOU0552	989137
6	WVLJAB0436	48897
6	WVLKNO0019	44189
6	WVLKNO0058	25842
6	WVLKNO0061	37569
6	WVLKNO0126	398366
6	WVLKNO0205	36817
6	WVLKNO0265	25035
6	WVLKNO0283	44678
6	WVLKNO0388	3410
6	WVLKOK0010	66283
6	WVLKOK0021	66851
6	WVLKOK0172	252845
6	WVLMID0089	49647
6	WVLMID0135	40575
6	WVLNWP0026	26522
6	WVLNWP0032	32268
6	WVLZED0215	605953
