"gemeente";"provincie";"loc_code";"habfield";"x_check";"y_check";"geometry"
"Herselt";"Antwerpen";"AN_LAN_007";"3130_aom";"185106,669071402";"191190,594734149";c(185089.640625, 191197.65625)
"Herselt";"Antwerpen";"AN_LAN_008";"gh";"184949,378109154";"190493,319924998";c(184962.40625, 190491.890625)
"Herselt";"Antwerpen";"AN_LAN_009";"3130_aom;3140";"185056,571668773";"190590,897633527";c(185044.671875, 190570.5625)
"Heusden-Zolder";"Limburg";"LI_LBV_003";"3130_na;3150;3160";"213614,756273316";"187905,210669035";c(213543.421875, 187686.28125)
"Heusden-Zolder";"Limburg";"LI_MLV_001";"3130_na;3150";"216343,504359066";"186508,219596898";c(216501.34375, 186347.34375)
"Holsbeek";"Vlaams Brabant";"VB_KBL_001";"3150";"177103,904363138";"180429,091717936";c(177105.5625, 180428.484375)
"Holsbeek";"Vlaams Brabant";"VB_KBL_002";"3130_aom";"176982,379966784";"180276,334853073";c(176976.15625, 180280.984375)
"Hoogstraten";"Antwerpen";"AN_ELS_001";"3130_aom";"180284,073373832";"242274,209541993";c(180292.25, 242267.15625)
"Hoogstraten";"Antwerpen";"AN_ELS_002";"3130_aom";"180684,646935984";"242944,585294681";c(180686.859375, 242951.796875)
"Hoogstraten";"Antwerpen";"AN_VVM_001";"3130_na;3160";"181852,449678848";"233613,026718388";c(181868.171875, 233596.6875)
"Hoogstraten";"Antwerpen";"AN_VVM_002";"3160";"182606,128205823";"233869,325061275";c(182609.9375, 233919.078125)
"Hoogstraten";"Antwerpen";"AN_VVM_003";"3130_aom";"176569,242851419";"240569,865108465";c(176572.65625, 240570.921875)
"Hoogstraten";"Antwerpen";"AN_VVM_004";"3130_aom;3160";"176507,623228713";"240821,872423863";c(176535.640625, 240775.359375)
"Hoogstraten";"Antwerpen";"AN_VVM_006";"3130_aom";"182546,423152401";"233669,717393664";c(182533.40625, 233672.296875)
"Houthalen-Helchteren";"Limburg";"LI_KEL_001";"3130_aom;3160";"225722,495621466";"192160,973543811";c(225718.4375, 192127.15625)
"Houthalen-Helchteren";"Limburg";"LI_LBV_001";"3130_aom;3130_na;3140";"219102,792846841";"190390,828291738";c(219036.3125, 190368.375)
"Houthalen-Helchteren";"Limburg";"LI_LBV_004";"3150";"218898,701654295";"189882,19761954";c(218907.9375, 190171.453125)
"Houthalen-Helchteren";"Limburg";"LI_RDP_001";"3130_aom;3130_na";"223896,13651661";"191931,14524502";c(224142.703125, 191755.546875)
"Houthalen-Helchteren";"Limburg";"LI_THD_002";"3130_aom;3160";"224373,830124541";"190848,768795564";c(224304.765625, 190838.46875)
"Houthalen-Helchteren";"Limburg";"LI_THD_003";"3130_aom";"223505,667029567";"190332,568469716";c(223533.234375, 190341.046875)
"Houthalen-Helchteren";"Limburg";"LI_THD_004";"3130_aom";"224202,774844296";"190949,823700697";c(224181.203125, 190939.609375)
"Houthalen-Helchteren";"Limburg";"LI_VZB_001";"3160";"218259,630241504";"198232,700122824";c(218262.796875, 198242.46875)
"Houthalen-Helchteren";"Limburg";"LI_VZB_002";"3160";"220028,364247239";"197540,988839718";c(220053.09375, 197532.90625)
"Houthalen-Helchteren";"Limburg";"LI_VZB_003";"3130_aom;3160";"220390,502115054";"197949,827111275";c(220475.6875, 197932.859375)
"Houthalen-Helchteren";"Limburg";"LI_VZB_003";"3130_aom;3160";"220390,504327369";"197949,821963496";c(220475.6875, 197932.859375)
"Houthalen-Helchteren";"Limburg";"LI_VZB_005";"3130_aom;3160";"219970,095384362";"197379,602191771";c(219975.21875, 197342.703125)
"Houthalen-Helchteren";"Limburg";"LI_VZB_007";"3160";"219705,317525731";"197912,671252246";c(219629.671875, 197874.109375)
"Houthulst";"West-Vlaanderen";"WV_MDH_002";"3130_aom;3140";"51135,4358687118";"183604,973871327";c(51232.34375, 183677.796875)
"Houthulst";"West-Vlaanderen";"WV_MDH_003";"3130_aom";"50456,667616918";"184560,528121968";c(50460.52734375, 184563.296875)
"Houthulst";"West-Vlaanderen";"WV_MDH_004";"3130_aom";"51309,0376572148";"185173,0881747";c(51306.00390625, 185174.078125)
"Hulshout";"Antwerpen";"AN_HGA_001";"3130_aom";"184792,507499095";"194936,525186937";c(184797.171875, 194947.34375)
"Hulshout";"Antwerpen";"AN_HGA_002";"gh";"184676,236526986";"194818,095059537";c(184657.84375, 194822.9375)
"Hulshout";"Antwerpen";"AN_HGA_003";"gh";"184001,744477156";"194590,334121859";c(184005.8125, 194581.390625)
"Hulshout";"Antwerpen";"AN_HGA_005";"3130_aom";"183901,536350795";"194604,557685125";c(183911.203125, 194600.296875)
"Hulshout";"Antwerpen";"AN_WES_002";"-";"184024,53251323";"195054,906169798";c(184026.953125, 195060.328125)
"Jabbeke";"West-Vlaanderen";"WV_VLO_001";"3130_aom";"60976,7297412795";"205732,916244384";c(60954.16015625, 205734.296875)
"Jabbeke";"West-Vlaanderen";"WV_VLO_002";"3130_aom";"61447,2673311027";"205186,884324237";c(61406.33203125, 205189.25)
"Jabbeke";"West-Vlaanderen";"WV_VLO_003";"3130_aom";"61543,0270871391";"205062,916488162";c(61525.1328125, 205060.953125)
"Kalmthout";"Antwerpen";"AN_KAL_002";"3160";"154972,798141149";"232531,481402031";c(154894.109375, 232616.03125)
"Kalmthout";"Antwerpen";"AN_KAL_003";"3160";"154223,298234227";"233070,768271571";c(154357.859375, 233252.046875)
"Kalmthout";"Antwerpen";"AN_KAL_004";"3130_aom";"155161,346914748";"231369,198996745";c(155202.0625, 231376.875)
"Kalmthout";"Antwerpen";"AN_KAL_006";"3160";"155132,55176314";"233254,308219149";c(154958.140625, 232731.921875)
"Kalmthout";"Antwerpen";"AN_KAL_007";"3160";"153593,398815044";"233660,719308708";c(153546.328125, 233789.578125)
"Kalmthout";"Antwerpen";"AN_KSV_001";"3160";"159014,934897597";"227850,99759221";c(158995.453125, 227879.21875)
"Kalmthout";"Antwerpen";"AN_KSV_002";"gh";"158515,271751914";"228108,794647351";c(158501.859375, 228140.359375)
"Kalmthout";"Antwerpen";"AN_KSV_004";"3160";"158702,832740165";"227917,998882773";c(158685.15625, 227926.3125)
"Kalmthout";"Antwerpen";"AN_KSV_005";"3160";"158617,451088224";"227367,46957853";c(158578.078125, 227370.421875)
"Kalmthout";"Antwerpen";"AN_NOL_003";"3160";"154355,054841606";"234252,20065576";c(154351.375, 234226.8125)
"Kampenhout";"Vlaams Brabant";"VB_LAB_001";"gh";"161341,425413289";"180858,111776606";c(161334.15625, 180868.296875)
"Kampenhout";"Vlaams Brabant";"VB_TOR_001";"3140";"162905,642595754";"179976,01351972";c(162817.96875, 179933.484375)
"Kampenhout";"Vlaams Brabant";"VB_TOR_003";"3140";"162249,354644269";"179617,477110594";c(162258.96875, 179646.171875)
"Kapellen";"Antwerpen";"AN_ATG_002";"-";"153989,670698021";"226434,174429192";c(153967.203125, 226332.203125)
"Kasterlee";"Antwerpen";"AN_KAS_001";"3130_aom";"195110,135078361";"216422,153832176";c(195111.109375, 216434.390625)
"Kasterlee";"Antwerpen";"AN_KAS_002";"3130_aom";"190770,52575191";"214933,972687232";c(190766.625, 214944.546875)
"Kasterlee";"Antwerpen";"AN_KAS_003";"3160";"195839,184316459";"216379,114444016";c(195837.5, 216377.21875)
"Kasterlee";"Antwerpen";"AN_SNE_001";"3160";"185568,031444803";"210058,556400835";c(185553.640625, 210055.796875)
"Kasterlee";"Antwerpen";"AN_SNE_002";"gh";"185449,581629227";"210217,018654079";c(185332.484375, 210224.75)
"Kasterlee";"Antwerpen";"AN_SNE_003";"3130_aom;3160";"185661,162293343";"209892,055498289";c(185651.765625, 209855.03125)
"Kasterlee";"Antwerpen";"AN_SNE_004";"3130_aom;3160";"185758,731063718";"209984,866666174";c(185748.234375, 209981.59375)
"Kasterlee";"Antwerpen";"AN_SNE_006";"3130_aom";"186041,641172062";"210144,521731636";c(185869.75, 210130.984375)
"Kasterlee";"Antwerpen";"AN_SNE_007";"3160";"186119,599732136";"210364,977788978";c(186110.734375, 210354.484375)
"Kasterlee";"Antwerpen";"AN_SNE_008";"3130_aom";"185420,344843129";"211284,326406898";c(185267.609375, 211178)
"Kasterlee";"Antwerpen";"AN_TIE_002";"3130_aom;3160";"187910,506841924";"217390,114476605";c(187864.375, 217436.09375)
"Kasterlee";"Antwerpen";"AN_TIE_003";"3130_aom;3160";"187981,01255511";"216971,908543137";c(187909.21875, 216935.625)
"Kasterlee";"Antwerpen";"AN_TIE_004";"3150";"188692,212481256";"216844,492434105";c(188692.015625, 216845.25)
"Kasterlee";"Antwerpen";"AN_TIE_005";"3130_na;3150";"188912,285141316";"217031,366564255";c(188947.40625, 217006.171875)
"Kasterlee";"Antwerpen";"AN_TIE_006";"3130_aom";"188366,319387956";"217594,189749022";c(188364.328125, 217601.96875)
"Kasterlee";"Antwerpen";"AN_TIE_007";"3130_aom";"188152,126196772";"217417,341523241";c(188151.3125, 217474.984375)
"Kasterlee";"Antwerpen";"AN_TIK_002";"3130_aom";"193968,444475966";"218775,565741354";c(193958.25, 218775.796875)
"Kasterlee";"Antwerpen";"AN_TIK_003";"3130_na";"193960,470474936";"218865,355168468";c(193970.953125, 218824.703125)
"Kasterlee";"Antwerpen";"AN_TIK_004";"3130_aom";"193842,31205897";"218913,124071314";c(193833.125, 218911.9375)
"Kinrooi";"Limburg";"LI_BAT_001";"3130_aom";"244901,260922508";"203108,334265505";c(244847.765625, 203086.875)
"Kinrooi";"Limburg";"LI_KBR_003";"3130_aom;3130_na";"240448,767936524";"208770,434518184";c(240332.421875, 208803.875)
"Kinrooi";"Limburg";"LI_KBR_004";"3130_na";"240828,425082626";"208463,141514144";c(240799.40625, 208496.3125)
"Kinrooi";"Limburg";"LI_KES_001";"3150";"253337,654481284";"205034,493200178";c(252961.015625, 205092.78125)
"Kinrooi";"Limburg";"LI_MOB_001";"3130_na;3150";"245768,688363196";"206713,529480755";c(245784.25, 206792.953125)
"Kinrooi";"Limburg";"LI_VBR_001";"3150";"251584,32838091";"206541,315454154";c(251586.1875, 206537.5)
"Knokke-Heist";"West-Vlaanderen";"WV_DIE_001";"RbbAh";"80496,9308165572";"227058,365932372";c(80606.0234375, 227183.03125)
"Knokke-Heist";"West-Vlaanderen";"WV_DIE_001_zuid";"RbbAh";"80496,9308165572";"227058,365932372";c(80606.0234375, 227183.03125)
"Knokke-Heist";"West-Vlaanderen";"WV_DIE_gracht";"-";"80468,0839745507";"227259,855750815";c(80468.0859375, 227259.859375)
"Knokke-Heist";"West-Vlaanderen";"WV_DIE_inlaatpolder";"-";"80332,7499177981";"226576,100928772";c(80332.75, 226576.09375)
"Knokke-Heist";"West-Vlaanderen";"WV_DIE_polder";"-";"80453,5768283672";"226369,55145859";c(80427.1640625, 226462.09375)
"Knokke-Heist";"West-Vlaanderen";"WV_HEI_002";"-";"70608,9836403667";"225399,183541774";c(70609.296875, 225397.484375)
"Knokke-Heist";"West-Vlaanderen";"WV_SKO_001";"-";"51098,0987263002";"214064,199626934";c(51098.09765625, 214064.203125)
"Knokke-Heist";"West-Vlaanderen";"WV_ZWI_006";"2190_a";"78217,4528187143";"228239,550228424";c(78216.5234375, 228238.546875)
"Knokke-Heist";"West-Vlaanderen";"WV_ZWI_008";"2190_a";"78254,51090391";"228152,272661721";c(78264.859375, 228107.046875)
"Knokke-Heist";"West-Vlaanderen";"WV_ZWI_011";"2190_a";"77460,5762701199";"228291,978748773";c(77460.4453125, 228294.234375)
"Knokke-Heist";"West-Vlaanderen";"WV_ZWI_012";"2190_a";"77506,0776416021";"227735,156822321";c(77507.0625, 227732.671875)
"Knokke-Heist";"West-Vlaanderen";"WV_ZWI_013";"2190_a";"78536,4363909501";"228422,783511121";c(78536.609375, 228424.375)
"Knokke-Heist";"West-Vlaanderen";"WV_ZWI_028";"-";"77910,2544179644";"228414,798774439";c(77910.2578125, 228414.796875)
"Knokke-Heist";"West-Vlaanderen";"WV_ZWI_040";"2190_a";"77259,8673105312";"228112,31510209";c(77259.2578125, 228112.703125)
"Knokke-Heist";"West-Vlaanderen";"WV_ZWI_042";"2190_a";"77985,4574266332";"228523,626121589";c(77983.7890625, 228521.921875)
"Knokke-Heist";"West-Vlaanderen";"WV_ZWI_043";"2190_a";"77684,5245914206";"228252,489717767";c(77688.28125, 228252.8125)
"Knokke-Heist";"West-Vlaanderen";"WV_ZWI_045";"2190_a";"78095,4252367648";"228496,616374973";c(78093.9453125, 228497.015625)
"Knokke-Heist";"West-Vlaanderen";"WV_ZWI_047";"-";"77745,2728702094";"227755,419492189";c(77745.2734375, 227755.421875)
"Knokke-Heist";"West-Vlaanderen";"WV_ZWI_060";"2190_a";"76961,791041561";"226440,115449963";c(76961.734375, 226441.359375)
"Knokke-Heist";"West-Vlaanderen";"WV_ZWI_071";"-";"79374,9119000583";"228328,578859728";c(79374.9140625, 228328.578125)
"Knokke-Heist";"West-Vlaanderen";"WV_ZWI_107";"-";"78157,0276905529";"228092,682482902";c(78157.03125, 228092.6875)
"Knokke-Heist";"West-Vlaanderen";"WV_ZWI_116";"RbbAh";"79604,0710762981";"228246,53940066";c(79604.0703125, 228246.546875)
"Knokke-Heist";"West-Vlaanderen";"WV_ZWI_117";"-";"79677,9852769494";"228254,403128446";c(79677.984375, 228254.40625)
"Knokke-Heist";"West-Vlaanderen";"WV_ZWI_118";"-";"79724,443760706";"228211,489716495";c(79724.4453125, 228211.484375)
"Knokke-Heist";"West-Vlaanderen";"WV_ZWI_119";"RbbAh";"79825,5737234084";"228215,986357558";c(79823.3125, 228217.53125)
"Knokke-Heist";"West-Vlaanderen";"WV_ZWI_120";"2190_a";"78573,3315697355";"228533,449016262";c(78573.328125, 228533.453125)
"Knokke-Heist";"West-Vlaanderen";"WV_ZWI_122";"-";"77656,1033916087";"227808,491920691";c(77656.1015625, 227808.484375)
"Knokke-Heist";"West-Vlaanderen";"WV_ZWI_124";"2190_a";"77326,2576813558";"227671,525702906";c(77324.7578125, 227672.78125)
"Knokke-Heist";"West-Vlaanderen";"WV_ZWI_129";"2190_a";"79490,5912927907";"228893,669825218";c(79489.2578125, 228891.6875)
"Knokke-Heist";"West-Vlaanderen";"WV_ZWI_133";"2190_a";"78651,7643142783";"227750,480250085";c(78652.0859375, 227751.390625)
"Knokke-Heist";"West-Vlaanderen";"WV_ZWI_149";"2190_a";"79263,3512096409";"227986,564032978";c(79257.71875, 227985.859375)
"Knokke-Heist";"West-Vlaanderen";"WV_ZWI_157";"2190_a";"78290,3374037941";"228026,643600137";c(78274.7890625, 228034.78125)
"Knokke-Heist";"West-Vlaanderen";"WV_ZWI_158";"2190_a";"77670,6016478746";"227846,107455635";c(77670.9453125, 227844.125)
"Knokke-Heist";"West-Vlaanderen";"WV_ZWI_162";"2190_a";"77376,4593830902";"227749,4055251";c(77376.6015625, 227748.3125)
"Knokke-Heist";"West-Vlaanderen";"WV_ZWI_165";"2190_a";"77308,7598842257";"227719,322104496";c(77308.7578125, 227719.328125)
"Knokke-Heist";"West-Vlaanderen";"WV_ZWI_179";"-";"78855,773097441";"228085,769052458";c(78848.7265625, 228080.03125)
"Knokke-Heist";"West-Vlaanderen";"WV_ZWI_GEULNZ";"-";"79476,3302018621";"228577,904475354";c(79455.671875, 228548.359375)
"Knokke-Heist";"West-Vlaanderen";"WV_ZWI_GEULOW";"-";"79856,3507808056";"228475,430924212";c(79808.3984375, 228473.40625)
"Koksijde";"West-Vlaanderen";"WV_NOD_010";"2190_a";"28476,5650826903";"200236,571999627";c(28494.677734375, 200246.90625)
"Koksijde";"West-Vlaanderen";"WV_NOD_013";"2190_a";"28641,0020209817";"200303,397257471";c(28633.318359375, 200296.921875)
"Koksijde";"West-Vlaanderen";"WV_NOD_016";"2190_a";"28715,6058937551";"200382,307127913";c(28715.5, 200382.140625)
"Koksijde";"West-Vlaanderen";"WV_TYD_007";"2190_a";"33337,1331896856";"203865,675942625";c(33336.35546875, 203866.859375)
"Koksijde";"West-Vlaanderen";"WV_TYD_009";"2190_a";"32507,586311954";"203688,494772495";c(32512.6484375, 203691.53125)
"Koksijde";"West-Vlaanderen";"WV_TYD_017";"2190_a";"33019,2341923759";"202448,305007725";c(33019.046875, 202448.78125)
"Kontich";"Antwerpen";"AN_VUI_001";"gh";"154247,258681921";"203608,501414427";c(154246.125, 203602.71875)
"Kortenberg";"Vlaams Brabant";"VB_KOR_001";"3150";"162755,958442425";"174941,700873103";c(162843.9375, 174953.875)
"Laakdal";"Antwerpen";"AN_ABH_007";"3130_aom";"192233,503791906";"192720,638143319";c(192154.25, 192768.578125)
"Lanaken";"Limburg";"LI_ASB_001";"3130_aom";"238772,881683334";"179813,328369852";c(238784.859375, 179870.234375)
"Lanaken";"Limburg";"LI_ASP_001";"3130_aom;3130_na";"240870,272697547";"181364,572797595";c(240870.265625, 181364.578125)
"Lanaken";"Limburg";"LI_ASP_002";"3130_aom";"240782,034828465";"181101,491740006";c(240792.8125, 181131.703125)
"Lanaken";"Limburg";"LI_JUF_001";"3130_aom";"240278,516511139";"180867,295985266";c(240347.484375, 180912.96875)
"Lanaken";"Limburg";"LI_MAA_002";"3150";"243159,209902384";"177332,352358658";c(243189.15625, 177611.375)
"Lanaken";"Limburg";"LI_MAA_003";"3150";"243240,738585748";"177806,904328942";c(243248.578125, 177841.796875)
"Lanaken";"Limburg";"LI_SLU_001";"3130_aom;3160";"240078,549292201";"180931,928091914";c(240088.671875, 180956.3125)
"Lanaken";"Limburg";"LI_ZPB_001";"3130_na;3160";"240338,668833991";"180393,047099276";c(240330.28125, 180375.640625)
"Lille";"Antwerpen";"AN_GIE_001";"3130_aom;3130_na";"186059,67804796";"219670,311492515";c(186024.125, 219497.65625)
"Lille";"Antwerpen";"AN_KDN_001";"3130_aom";"179866,359168492";"215290,903743439";c(179854.03125, 215286.078125)
"Lille";"Antwerpen";"AN_KDN_002";"3130_aom;3140";"179538,952216818";"214979,245758262";c(179506.109375, 215010.375)
"Lille";"Antwerpen";"AN_KDN_003";"3140";"180000,861338151";"215290,292441884";c(179992.9375, 215269.140625)
"Lille";"Antwerpen";"AN_KDN_005";"3130_aom;3140";"179680,673894563";"214163,752282037";c(179682.09375, 214160.484375)
"Lille";"Antwerpen";"AN_LIL_001";"3130_aom";"181702,935683524";"218135,403290529";c(181694.328125, 218141.734375)
"Lille";"Antwerpen";"AN_LIL_002";"3130_aom";"180617,264525451";"216902,494386098";c(180601.21875, 216867.609375)
"Lille";"Antwerpen";"AN_LIL_003";"3130_aom;3140";"180359,994063575";"219635,362933401";c(180379.984375, 219663.375)
"Lissewege";"West-Vlaanderen";"WV_LIS_001";"-";"68869,1696259945";"220698,426373595";c(68872.9453125, 220694.125)
"Lokeren";"Oost-Vlaanderen";"OV_LIN_001";"3150";"122457,480121053";"205679,835907333";c(122454.9296875, 205645.578125)
"Lokeren";"Oost-Vlaanderen";"OV_MOL_001";"3150";"125328,913358385";"199468,738345122";c(125664.7265625, 199427.46875)
"Lokeren";"Oost-Vlaanderen";"OV_MOL_002";"3150";"125634,086567333";"199336,79476159";c(125650.84375, 199335.875)
"Lommel";"Limburg";"LI_HAG_002";"3130_aom";"222967,650660484";"217475,169403646";c(222966.40625, 217474.875)
"Lommel";"Limburg";"LI_HAG_004";"3130_aom;3130_na";"222584,075929322";"217045,588227647";c(222588.234375, 217098.4375)
"Lommel";"Limburg";"LI_KAT_001";"3130_aom;3160";"215247,213794876";"210145,067256323";c(215240.484375, 210132.90625)
"Lommel";"Limburg";"LI_LOM_001";"3130_aom";"210761,308512624";"212441,855503228";c(210705.15625, 212424.140625)
"Lommel";"Limburg";"LI_SAH_001";"3130_na";"214233,325322433";"215837,134869447";c(214218.203125, 215946.984375)
"Lommel";"Limburg";"LI_VOS_001";"3130_aom;3130_na";"216616,616054608";"216984,60546375";c(216645.09375, 216729.0625)
"Lummen";"Limburg";"LI_GDL_001";"3140?;3150";"211734,450459702";"185663,363890873";c(211661.171875, 185818.0625)
"Lummen";"Limburg";"LI_GRD_001";"3130_aom;3150";"204263,733199987";"186007,667833608";c(204482.59375, 185817.21875)
"Lummen";"Limburg";"LI_VIJ_001";"gh";"206384,759254291";"185171,139067148";c(206383.90625, 185240.421875)
"Maaseik";"Limburg";"LI_BBV_002";"3130_aom;3130_na";"236952,857851327";"192642,405490524";c(236997.1875, 192673.609375)
"Maaseik";"Limburg";"LI_BER_001";"3130_aom;3130_na";"242751,59755965";"196328,01221254";c(242761.546875, 196188.78125)
"Maaseik";"Limburg";"LI_BER_002";"3130_aom;3130_na";"242805,553426379";"195692,844881832";c(243101.53125, 195509.5)
"Maaseik";"Limburg";"LI_BER_003";"3130_na;3140";"243095,164619865";"196157,685013634";c(243087.3125, 196088.9375)
"Maaseik";"Limburg";"LI_BER_004";"3130_aom";"242965,713694397";"196587,478773563";c(242940.40625, 196582.65625)
"Maaseik";"Limburg";"LI_DBR_001";"3150";"243288,425987797";"202517,568093279";c(243286.40625, 202514.421875)
"Maaseik";"Limburg";"LI_DBR_002";"3130_aom";"243197,749155145";"202334,596470046";c(243199.796875, 202308.84375)
"Maaseik";"Limburg";"LI_DBR_003";"3130_aom";"243722,834614544";"202415,317773715";c(243734.109375, 202424.546875)
"Maaseik";"Limburg";"LI_HER_001";"3150";"251509,892175582";"199797,775897967";c(251550.390625, 200404.359375)
"Maaseik";"Limburg";"LI_SCH_001";"3130_na";"246161,677446974";"198996,143742848";c(246202.203125, 199016.328125)
"Maasmechelen";"Limburg";"LI_MEC_001";"3160";"237167,844558711";"185960,67593246";c(237155.140625, 185963.453125)
"Maasmechelen";"Limburg";"LI_MEC_002";"3160";"237236,429210438";"185751,98502649";c(237185.296875, 185799.9375)
"Maasmechelen";"Limburg";"LI_VOB_001";"3130_aom;3160";"241068,963620143";"185364,260244219";c(241047.890625, 185436.46875)
"Maasmechelen";"Limburg";"LI_VOB_002";"3130_aom;3160";"241095,236607112";"185267,622113884";c(241097.34375, 185272.421875)
"Malle";"Antwerpen";"AN_DVH_010";"3130_na";"174548,820187091";"223779,075834127";c(174681.9375, 223646.15625)
"Malle";"Antwerpen";"AN_WZA_001";"3130_aom";"177088,945769457";"215588,935671726";c(177160.078125, 215633.65625)
"Mechelen";"Antwerpen";"AN_GVM_001";"3140";"154971,629464195";"194841,669513284";c(155371.96875, 194454.71875)
"Mechelen";"Antwerpen";"AN_MEC_001";"3130_na;3140";"160139,908214459";"190214,897759635";c(160281.28125, 190267.203125)
"Mechelen";"Antwerpen";"AN_MEC_002";"3150";"159858,281962176";"189615,839625994";c(159857.703125, 189617.53125)
"Mechelen";"Antwerpen";"AN_WKV_001";"3140";"155644,496243301";"194999,270132412";c(155538.234375, 194993.296875)
"Meerhout";"Antwerpen";"AN_SPB_001";"3130_aom";"195353,321040308";"203717,101268515";c(195349.96875, 203717.34375)
"Meerhout";"Antwerpen";"AN_SPB_002";"3130_aom";"195638,801018311";"203714,262015143";c(195632.703125, 203718.34375)
"Middelkerke";"West-Vlaanderen";"WV_MID_001";"2190_a";"42921,7548250132";"210665,421240194";c(42950.16796875, 210669.578125)
"Middelkerke";"West-Vlaanderen";"WV_SBE_001";"2190_a";"38164,7695141377";"205498,163158037";c(38143.59375, 205489.640625)
"Middelkerke";"West-Vlaanderen";"WV_SBE_002";"2190_a";"38591,7417470154";"205496,336673157";c(38591.99609375, 205495.734375)
"Middelkerke";"West-Vlaanderen";"WV_SBE_004";"2190_a";"38626,7997137112";"205275,233439958";c(38630.29296875, 205275.609375)
"Middelkerke";"West-Vlaanderen";"WV_WAD_002";"2190_a";"39971,6788531812";"208757,719319576";c(39971.7578125, 208759.921875)
"Middelkerke";"West-Vlaanderen";"WV_WAD_004";"2190_a";"39929,6804750947";"208579,49121473";c(39929.9140625, 208582.921875)
"Moerbeke";"Oost-Vlaanderen";"OV_TUM_001";"3150";"119138,331575307";"205897,415207035";c(119142.296875, 205926.03125)
"Mol";"Antwerpen";"AN_BGO_001";"3130_aom;3130_na;3150";"205431,861773781";"211779,902548434";c(205407.515625, 211741.671875)
"Mol";"Antwerpen";"AN_BGO_002";"3130_aom;3130_na;3140";"206598,898064538";"212216,759912012";c(206598.890625, 212216.765625)
"Mol";"Antwerpen";"AN_DES_004";"3130_aom;3160";"205631,58814689";"217445,470527514";c(205615.1875, 217485.078125)
"Mol";"Antwerpen";"AN_DIE_001";"3130_aom;3130_na;3140";"207925,636729379";"215165,882976874";c(208059.3125, 215181.84375)
"Mol";"Antwerpen";"AN_DIE_002";"3130_aom;3130_na;3140;3150";"207638,332499671";"215026,960837357";c(207802.015625, 214971.765625)
"Mol";"Antwerpen";"AN_MOL_001";"3130_na;3140;3150";"208039,798806577";"213163,979960632";c(207932.875, 212965.953125)
"Mol";"Antwerpen";"AN_MOL_002";"3150";"206184,594196616";"213749,454622213";c(206216.78125, 213576.984375)
"Mol";"Antwerpen";"AN_MOL_003";"3130_aom;3140;3160";"207748,549876579";"214126,869275303";c(207743.09375, 214068.78125)
"Mol";"Antwerpen";"AN_MOL_004";"3140";"206581,564179656";"213204,156260548";c(206365.078125, 213583.859375)
"Mol";"Antwerpen";"AN_MUI_003";"3140";"205604,81741248";"219013,11687274";c(205654.8125, 219027.34375)
"Mol";"Antwerpen";"AN_RPT_001";"3130_aom";"205486,187103178";"220084,109991168";c(205404.9375, 220199.015625)
"Mol";"Antwerpen";"AN_RPT_002";"3130_aom;3130_na";"205184,804939354";"219960,351376129";c(204866.515625, 219958.25)
"Mol";"Antwerpen";"AN_RPT_003";"3130_aom;3130_na";"204508,738651689";"220455,112060389";c(204634.71875, 220535.078125)
"Mol";"Antwerpen";"AN_RPT_004";"3130_na";"203862,303334052";"220604,840072422";c(203896.390625, 220622.234375)
"Mol";"Antwerpen";"AN_RPT_005";"3140;3150";"204255,679285966";"221296,27680408";c(204255.671875, 221296.28125)
"Mol";"Antwerpen";"AN_VOL_001";"3130_aom";"199662,108394608";"205680,255376104";c(199638.671875, 205665.5)
"Mol";"Antwerpen";"AN_VOL_002";"3130_aom;3130_na";"199658,201365177";"206052,983439119";c(199653.125, 206037.234375)
"Nazareth";"Oost-Vlaanderen";"OV_PAP_001";"gh";"92332,92204917";"182736,188277273";c(92336.4453125, 182444.046875)
"Nazareth";"Oost-Vlaanderen";"OV_PAP_001";"gh";"92335,5171976034";"182735,407499757";c(92336.4453125, 182444.046875)
"Nieuwpoort";"West-Vlaanderen";"WV_IJZ_002";"2190_a";"35556,5951542814";"205966,368627456";c(35554.109375, 205965.453125)
"Nieuwpoort";"West-Vlaanderen";"WV_LEP_003";"2190_a";"34743,8627496339";"204465,9302081";c(34738.79296875, 204460.8125)
"Nieuwpoort";"West-Vlaanderen";"WV_LEP_007";"2190_a";"34783,2738739896";"204588,65732681";c(34773.82421875, 204578.921875)
"Nijlen";"Antwerpen";"AN_STB_001";"3150";"166545,900717076";"205003,777452807";c(166546.0625, 205004.484375)
"Olen";"Antwerpen";"AN_OLB_002";"3130_aom";"185391,394767062";"208940,867148695";c(185390.484375, 208939.421875)
"Olen";"Antwerpen";"AN_OLB_003";"3130_aom";"185401,285101736";"208988,15573081";c(185396.3125, 208982.015625)
"Oostkamp";"West-Vlaanderen";"WV_BBV_003";"3130_aom";"74259,1941859601";"200464,287267365";c(74260.6015625, 200465.359375)
"Oostkamp";"West-Vlaanderen";"WV_KPV_001";"3150";"71200,1955428608";"201523,883657315";c(71202.4921875, 201518.609375)
"Oostkamp";"West-Vlaanderen";"WV_LEI_001";"3150";"72877,0398586199";"205751,712625544";c(72808.359375, 205803.96875)
"Oostkamp";"West-Vlaanderen";"WV_LEI_003";"3150";"73042,6052496923";"205621,343248855";c(73042.921875, 205622.390625)
"Oostkamp";"West-Vlaanderen";"WV_ZGV_001";"3130_aom";"70234,4395247995";"197845,282120858";c(70234.84375, 197822.828125)
