rank,x,y,date,nh4,no3,po4,po4f,period_min,period_max,source
33385,183472,213552,2007-06-08,0,2.59,0,NA,2007-01-01,2007-12-31,H3260_v1_2
111580,184931,233174,2007-06-11,0.893,2.07,0.229,NA,2007-01-01,2007-12-31,H3260_v1_2
123530,183551,208274,2007-06-14,0,1.6,0,NA,2007-01-01,2007-12-31,H3260_v1_2
111580,184931,233174,2006-05-10,0.493,2.1,0.084,NA,2000-01-01,2006-12-31,H3260_v1_0
123717,198919,214642,2006-05-11,0,0.66,0.09,NA,2000-01-01,2006-12-31,H3260_v1_0
123530,183551,208274,2006-05-11,0.287,0.888,0,NA,2000-01-01,2006-12-31,H3260_v1_0
45938,206821,205572,2006-05-15,0.203,0.416,0,NA,2000-01-01,2006-12-31,H3260_v1_0
241552,230674,203278,2010-08-04,1.3,5.3,0.03,NA,2010-01-01,2011-12-31,H3260_v1_4
114568,228223,179702,2010-08-05,0.23,0.67,0,NA,2010-01-01,2011-12-31,H3260_v1_4
228080,215500,183020,2010-08-10,0.29,3.6,0.24,NA,2010-01-01,2011-12-31,H3260_v1_4
124176,204796,204545,2010-08-05,0,0.36,0,NA,2010-01-01,2011-12-31,H3260_v1_4
255415,228750,210246,2011-12-05,0.26,3.7,0,NA,2010-01-01,2011-12-31,H3260_v1_4
144658,222498,199266,2011-12-05,NA,18,0,NA,2010-01-01,2011-12-31,H3260_v1_4
206652,203131,209305,2010-05-10,0.11,1.3,0.047,NA,2010-01-01,2011-12-31,H3260_v1_4
224975,210560,206194,2010-05-11,0,2.3,0.028,NA,2010-01-01,2011-12-31,H3260_v1_4
123574,187346,210000,2010-06-16,0,0.68,0.037,NA,2010-01-01,2011-12-31,H3260_v1_4
213836,241452,197091,2010-06-28,0.11,3.1,0.06,NA,2010-01-01,2011-12-31,H3260_v1_4
174514,97584,197275,2010-06-15,0,0.43,0.27,NA,2010-01-01,2011-12-31,H3260_v1_4
5572,154668,226184,2010-06-30,0,0,0,NA,2010-01-01,2011-12-31,H3260_v1_4
238759,225609,198258,2010-07-06,NA,6.9,0,NA,2010-01-01,2011-12-31,H3260_v1_4
238515,223950,218080,2010-07-06,0.17,4.1,0.24,NA,2010-01-01,2011-12-31,H3260_v1_4
106589,173326,239626,2010-07-06,0.45,1,0.059,NA,2010-01-01,2011-12-31,H3260_v1_4
123478,178983,208404,2010-05-17,0,1,0.047,NA,2010-01-01,2011-12-31,H3260_v1_4
221004,245672,183550,2010-05-19,0.89,2.7,0.39,NA,2010-01-01,2011-12-31,H3260_v1_4
123559,185896,209550,2010-08-12,0.11,0.58,0,NA,2010-01-01,2011-12-31,H3260_v1_4
73328,188436,209764,2010-08-12,0,0.29,0.13,NA,2010-01-01,2011-12-31,H3260_v1_4
124070,193214,226862,2010-08-16,2,1.5,0.51,NA,2010-01-01,2011-12-31,H3260_v1_4
123886,185176,214902,2010-08-16,1.5,0.85,0.18,NA,2010-01-01,2011-12-31,H3260_v1_4
38402,197860,216731,2010-08-16,0.44,0.73,0.039,NA,2010-01-01,2011-12-31,H3260_v1_4
204986,244766,184401,2010-08-18,0.81,0.48,0.33,NA,2010-01-01,2011-12-31,H3260_v1_4
213836,241452,197091,2010-07-08,0,2.5,0.071,NA,2010-01-01,2011-12-31,H3260_v1_4
123574,187346,210000,2010-07-15,0.15,0.7,0.059,NA,2010-01-01,2011-12-31,H3260_v1_4
174514,97584,197275,2010-07-08,0,0,0.84,NA,2010-01-01,2011-12-31,H3260_v1_4
5572,154668,226184,2010-07-29,0,0,0,NA,2010-01-01,2011-12-31,H3260_v1_4
213836,241452,197091,2010-08-03,1.1,2.7,0.12,NA,2010-01-01,2011-12-31,H3260_v1_4
106589,173326,239626,2010-08-04,0.48,0.31,0,NA,2010-01-01,2011-12-31,H3260_v1_4
123574,187346,210000,2010-08-12,0.11,0.49,0.028,NA,2010-01-01,2011-12-31,H3260_v1_4
114575,228740,179160,2010-06-02,0.23,0.31,0,NA,2010-01-01,2011-12-31,H3260_v1_4
218803,250356,161314,2010-06-07,0.17,8.2,0.11,NA,2010-01-01,2011-12-31,H3260_v1_4
218390,232321,177163,2010-06-08,0.24,1.5,0.054,NA,2010-01-01,2011-12-31,H3260_v1_4
221004,245672,183550,2010-06-10,5.1,0.31,0.26,NA,2010-01-01,2011-12-31,H3260_v1_4
224975,210560,206194,2010-06-09,0,0.24,0.041,NA,2010-01-01,2011-12-31,H3260_v1_4
206652,203131,209305,2010-06-10,0.16,1.1,0.034,NA,2010-01-01,2011-12-31,H3260_v1_4
5572,154668,226184,2010-08-25,0,0,0,NA,2010-01-01,2011-12-31,H3260_v1_4
238759,225609,198258,2010-08-17,NA,4.8,0,NA,2010-01-01,2011-12-31,H3260_v1_4
238515,223950,218080,2010-08-17,0,1.7,0.11,NA,2010-01-01,2011-12-31,H3260_v1_4
174514,97584,197275,2010-08-17,0.47,1.5,0.74,NA,2010-01-01,2011-12-31,H3260_v1_4
174514,97584,197275,2010-09-15,0.45,0.74,0.27,NA,2010-01-01,2011-12-31,H3260_v1_4
106589,173326,239626,2010-09-08,0.31,2.1,0.11,NA,2010-01-01,2011-12-31,H3260_v1_4
255415,228750,210246,2010-06-15,0,9.2,0,NA,2010-01-01,2011-12-31,H3260_v1_4
144658,222498,199266,2010-06-16,NA,18,0,NA,2010-01-01,2011-12-31,H3260_v1_4
123478,178983,208404,2010-06-16,0,1.1,0.033,NA,2010-01-01,2011-12-31,H3260_v1_4
114575,228740,179160,2010-06-30,0.19,0.66,0,NA,2010-01-01,2011-12-31,H3260_v1_4
218803,250356,161314,2010-07-05,0.1,8.4,0.14,NA,2010-01-01,2011-12-31,H3260_v1_4
144658,222498,199266,2010-07-06,NA,19,0,NA,2010-01-01,2011-12-31,H3260_v1_4
224975,210560,206194,2010-07-07,0,0.67,0.047,NA,2010-01-01,2011-12-31,H3260_v1_4
206652,203131,209305,2010-07-08,0,1.4,0.047,NA,2010-01-01,2011-12-31,H3260_v1_4
228080,215500,183020,2010-09-07,2.2,3.3,0.24,NA,2010-01-01,2011-12-31,H3260_v1_4
114568,228223,179702,2010-09-07,0.15,0.42,0,NA,2010-01-01,2011-12-31,H3260_v1_4
204986,244766,184401,2010-09-13,1.4,0.36,0.23,NA,2010-01-01,2011-12-31,H3260_v1_4
212371,244877,161556,2010-09-14,0,4.4,0.35,NA,2010-01-01,2011-12-31,H3260_v1_4
103391,189477,197117,2010-09-16,0,0.65,0.12,NA,2010-01-01,2011-12-31,H3260_v1_4
123559,185896,209550,2010-09-15,0.28,0.98,0.072,NA,2010-01-01,2011-12-31,H3260_v1_4
123574,187346,210000,2010-09-15,0,0.98,0.076,NA,2010-01-01,2011-12-31,H3260_v1_4
213836,241452,197091,2010-09-21,0.2,4.4,0.068,NA,2010-01-01,2011-12-31,H3260_v1_4
238759,225609,198258,2010-09-29,NA,2.9,0,NA,2010-01-01,2011-12-31,H3260_v1_4
238515,223950,218080,2010-09-29,0,2.8,0.08,NA,2010-01-01,2011-12-31,H3260_v1_4
5572,154668,226184,2010-09-29,0,0,0,NA,2010-01-01,2011-12-31,H3260_v1_4
106589,173326,239626,2010-10-06,0.3,2,0.12,NA,2010-01-01,2011-12-31,H3260_v1_4
255415,228750,210246,2010-07-08,0.46,11,0.039,NA,2010-01-01,2011-12-31,H3260_v1_4
218390,232321,177163,2010-07-12,0.18,1.7,0.08,NA,2010-01-01,2011-12-31,H3260_v1_4
221004,245672,183550,2010-07-28,0.56,0.79,0.52,NA,2010-01-01,2011-12-31,H3260_v1_4
123729,199875,214338,2010-06-29,0,0.32,0,NA,2010-01-01,2011-12-31,H3260_v1_4
123478,178983,208404,2010-07-15,0.11,0.81,0.052,NA,2010-01-01,2011-12-31,H3260_v1_4
73328,188436,209764,2010-09-15,0.2,0.46,0.31,NA,2010-01-01,2011-12-31,H3260_v1_4
241552,230674,203278,2010-09-20,0.75,5.9,0.058,NA,2010-01-01,2011-12-31,H3260_v1_4
38402,197860,216731,2010-09-20,0,0.26,0.078,NA,2010-01-01,2011-12-31,H3260_v1_4
124176,204796,204545,2010-09-20,0,0.29,0.037,NA,2010-01-01,2011-12-31,H3260_v1_4
124070,193214,226862,2010-09-20,0.3,2.9,0.13,NA,2010-01-01,2011-12-31,H3260_v1_4
123886,185176,214902,2010-09-20,0.18,1.3,0.053,NA,2010-01-01,2011-12-31,H3260_v1_4
238759,225609,198258,2010-10-20,NA,2.4,0,NA,2010-01-01,2011-12-31,H3260_v1_4
238515,223950,218080,2010-10-20,1.7,2.9,0.13,NA,2010-01-01,2011-12-31,H3260_v1_4
213836,241452,197091,2010-10-21,0.2,3.3,0.069,NA,2010-01-01,2011-12-31,H3260_v1_4
123574,187346,210000,2010-10-18,0.16,1.1,0.049,NA,2010-01-01,2011-12-31,H3260_v1_4
174514,97584,197275,2010-10-19,1.2,1.1,0.07,NA,2010-01-01,2011-12-31,H3260_v1_4
5572,154668,226184,2010-10-28,0.29,0.32,0,NA,2010-01-01,2011-12-31,H3260_v1_4
218803,250356,161314,2010-08-02,0.16,7.3,0.081,NA,2010-01-01,2011-12-31,H3260_v1_4
255415,228750,210246,2010-08-03,0,3.2,0,NA,2010-01-01,2011-12-31,H3260_v1_4
114575,228740,179160,2010-08-05,0.32,0.82,0,NA,2010-01-01,2011-12-31,H3260_v1_4
212371,244877,161556,2010-10-05,0,4.6,0.37,NA,2010-01-01,2011-12-31,H3260_v1_4
114568,228223,179702,2010-10-06,0.23,0.59,0,NA,2010-01-01,2011-12-31,H3260_v1_4
228080,215500,183020,2010-10-12,0.28,5.4,0.19,NA,2010-01-01,2011-12-31,H3260_v1_4
103391,189477,197117,2010-10-07,0,0.53,0.18,NA,2010-01-01,2011-12-31,H3260_v1_4
124176,204796,204545,2010-10-13,0.12,0.37,0.13,NA,2010-01-01,2011-12-31,H3260_v1_4
218390,232321,177163,2010-08-09,0.13,1.7,0,NA,2010-01-01,2011-12-31,H3260_v1_4
206652,203131,209305,2010-08-05,0,1.3,0,NA,2010-01-01,2011-12-31,H3260_v1_4
224975,210560,206194,2010-08-11,0,0.72,0.068,NA,2010-01-01,2011-12-31,H3260_v1_4
123478,178983,208404,2010-08-12,0,0.64,0,NA,2010-01-01,2011-12-31,H3260_v1_4
204986,244766,184401,2010-10-18,2.1,0.4,0.3,NA,2010-01-01,2011-12-31,H3260_v1_4
241552,230674,203278,2010-10-21,0.54,5.1,0.076,NA,2010-01-01,2011-12-31,H3260_v1_4
123559,185896,209550,2010-10-18,0.19,1.2,0.05,NA,2010-01-01,2011-12-31,H3260_v1_4
73328,188436,209764,2010-10-18,0.49,0.59,0.37,NA,2010-01-01,2011-12-31,H3260_v1_4
124070,193214,226862,2010-10-19,0.8,1.9,0.17,NA,2010-01-01,2011-12-31,H3260_v1_4
123574,187346,210000,2012-01-24,0.61,2.4,0.037,NA,2012-01-01,2015-12-31,H3260_v1_5
238759,225609,198258,2012-02-20,NA,4,0.12,NA,2012-01-01,2015-12-31,H3260_v1_5
123886,185176,214902,2010-10-19,0.57,1.7,0.065,NA,2010-01-01,2011-12-31,H3260_v1_4
38402,197860,216731,2010-10-19,0.13,0.45,0.068,NA,2010-01-01,2011-12-31,H3260_v1_4
169151,161052,157603,2012-01-19,0.36,5,0.1,NA,2012-01-01,2015-12-31,H3260_v1_5
212371,244877,161556,2012-01-23,0.17,8.1,0.14,NA,2012-01-01,2015-12-31,H3260_v1_5
238759,225609,198258,2012-01-31,NA,16,0,NA,2012-01-01,2015-12-31,H3260_v1_5
5572,154668,226184,2012-01-31,0.33,2.9,0.045,NA,2012-01-01,2015-12-31,H3260_v1_5
144658,222498,199266,2010-08-17,NA,16,0,NA,2010-01-01,2011-12-31,H3260_v1_4
221004,245672,183550,2010-08-18,0.68,1.4,0.26,NA,2010-01-01,2011-12-31,H3260_v1_4
218390,232321,177163,2010-09-06,0.14,1.9,0,NA,2010-01-01,2011-12-31,H3260_v1_4
114575,228740,179160,2010-09-07,0.13,0.32,0,NA,2010-01-01,2011-12-31,H3260_v1_4
221004,245672,183550,2010-09-13,2.1,0.91,0.4,NA,2010-01-01,2011-12-31,H3260_v1_4
218803,250356,161314,2010-09-14,0.17,7.3,0.14,NA,2010-01-01,2011-12-31,H3260_v1_4
255345,228587,215507,2012-01-26,0.3,4.6,0.028,NA,2012-01-01,2015-12-31,H3260_v1_5
203454,200579,184451,2012-01-31,0.38,2,0,NA,2012-01-01,2015-12-31,H3260_v1_5
38402,197860,216731,2012-01-24,0.41,1.7,0,NA,2012-01-01,2015-12-31,H3260_v1_5
123559,185896,209550,2012-01-24,0.67,2.3,0.041,NA,2012-01-01,2015-12-31,H3260_v1_5
123574,187346,210000,2012-02-20,0.6,1.9,0.21,NA,2012-01-01,2015-12-31,H3260_v1_5
5572,154668,226184,2012-02-29,0.23,0.2,0,NA,2012-01-01,2015-12-31,H3260_v1_5
238759,225609,198258,2012-03-20,NA,13,0,NA,2012-01-01,2015-12-31,H3260_v1_5
224975,210560,206194,2010-09-16,0.1,0.59,0.075,NA,2010-01-01,2011-12-31,H3260_v1_4
123478,178983,208404,2010-09-15,0,1.4,0.062,NA,2010-01-01,2011-12-31,H3260_v1_4
255415,228750,210246,2010-09-22,0,6.3,0,NA,2010-01-01,2011-12-31,H3260_v1_4
144658,222498,199266,2010-09-29,NA,19,0,NA,2010-01-01,2011-12-31,H3260_v1_4
206652,203131,209305,2010-09-20,0.18,1,0,NA,2010-01-01,2011-12-31,H3260_v1_4
218803,250356,161314,2010-10-05,0.15,7.3,0.13,NA,2010-01-01,2011-12-31,H3260_v1_4
114575,228740,179160,2010-10-06,0.21,0.23,0.025,NA,2010-01-01,2011-12-31,H3260_v1_4
218390,232321,177163,2010-10-11,0,1.8,0,NA,2010-01-01,2011-12-31,H3260_v1_4
212371,244877,161556,2012-02-14,NA,5.8,0.19,NA,2012-01-01,2015-12-31,H3260_v1_5
255345,228587,215507,2012-02-28,0.26,3.8,0.044,NA,2012-01-01,2015-12-31,H3260_v1_5
123574,187346,210000,2012-03-19,0.48,1.2,0.037,NA,2012-01-01,2015-12-31,H3260_v1_5
5572,154668,226184,2012-03-28,0,0.1,0,NA,2012-01-01,2015-12-31,H3260_v1_5
203454,200579,184451,2012-02-21,0.38,2.1,0.047,NA,2012-01-01,2015-12-31,H3260_v1_5
169151,161052,157603,2012-02-09,0.28,6.2,0.049,NA,2012-01-01,2015-12-31,H3260_v1_5
169151,161052,157603,2012-03-01,0.19,5.6,0.05,NA,2012-01-01,2015-12-31,H3260_v1_5
38402,197860,216731,2012-02-20,0.49,1.7,0.084,NA,2012-01-01,2015-12-31,H3260_v1_5
123559,185896,209550,2012-02-20,0.7,2,0.085,NA,2012-01-01,2015-12-31,H3260_v1_5
224975,210560,206194,2010-10-07,0,0.53,0.091,NA,2010-01-01,2011-12-31,H3260_v1_4
206652,203131,209305,2010-10-13,0.18,1.2,0.059,NA,2010-01-01,2011-12-31,H3260_v1_4
221004,245672,183550,2010-10-18,0.81,1.4,0.43,NA,2010-01-01,2011-12-31,H3260_v1_4
144658,222498,199266,2010-10-20,NA,17,0,NA,2010-01-01,2011-12-31,H3260_v1_4
123574,187346,210000,2012-04-18,0.31,1,0.025,NA,2012-01-01,2015-12-31,H3260_v1_5
238759,225609,198258,2012-04-17,NA,12,0,NA,2012-01-01,2015-12-31,H3260_v1_5
5572,154668,226184,2012-04-25,0,0,0,NA,2012-01-01,2015-12-31,H3260_v1_5
255415,228750,210246,2010-10-19,0,3.9,0,NA,2010-01-01,2011-12-31,H3260_v1_4
123478,178983,208404,2010-10-18,0.22,1.4,0.055,NA,2010-01-01,2011-12-31,H3260_v1_4
218390,232321,177163,2012-01-18,0.15,2.3,0.031,NA,2012-01-01,2015-12-31,H3260_v1_5
38434,200014,218405,2012-01-12,NA,2.2,0.073,NA,2012-01-01,2015-12-31,H3260_v1_5
203454,200579,184451,2012-03-20,0.76,1.7,0.064,NA,2012-01-01,2015-12-31,H3260_v1_5
212371,244877,161556,2012-03-19,0,5.8,0.099,NA,2012-01-01,2015-12-31,H3260_v1_5
103391,189477,197117,2012-03-12,0.84,0.3,0.27,NA,2012-01-01,2015-12-31,H3260_v1_5
238759,225609,198258,2012-05-22,NA,8.2,0,NA,2012-01-01,2015-12-31,H3260_v1_5
123574,187346,210000,2012-05-21,1,1.4,0.094,NA,2012-01-01,2015-12-31,H3260_v1_5
221004,245672,183550,2012-01-24,0.75,2,0.24,NA,2012-01-01,2015-12-31,H3260_v1_5
255415,228750,210246,2012-01-26,0.34,8.3,0.031,NA,2012-01-01,2015-12-31,H3260_v1_5
255366,228571,213970,2012-01-26,0.32,5.3,0.038,NA,2012-01-01,2015-12-31,H3260_v1_5
124018,192159,223185,2012-01-23,0.34,3.6,0.068,NA,2012-01-01,2015-12-31,H3260_v1_5
111617,186904,232114,2012-01-17,NA,3.1,0.13,NA,2012-01-01,2015-12-31,H3260_v1_5
38402,197860,216731,2012-03-19,0.29,0.65,0.037,NA,2012-01-01,2015-12-31,H3260_v1_5
123559,185896,209550,2012-03-19,0.59,1.4,0.032,NA,2012-01-01,2015-12-31,H3260_v1_5
255345,228587,215507,2012-03-27,0.17,2.9,0.051,NA,2012-01-01,2015-12-31,H3260_v1_5
5572,154668,226184,2012-05-31,0,0,0,NA,2012-01-01,2015-12-31,H3260_v1_5
238759,225609,198258,2012-06-18,NA,7.4,0,NA,2012-01-01,2015-12-31,H3260_v1_5
123574,187346,210000,2012-06-18,0,1.2,0.05,NA,2012-01-01,2015-12-31,H3260_v1_5
84207,151545,223322,2012-01-17,NA,1.1,0.024,NA,2012-01-01,2015-12-31,H3260_v1_5
218390,232321,177163,2012-02-08,0.3,2.7,0,NA,2012-01-01,2015-12-31,H3260_v1_5
144658,222498,199266,2012-02-20,NA,13,0.038,NA,2012-01-01,2015-12-31,H3260_v1_5
221004,245672,183550,2012-02-13,1.5,4.2,0.61,NA,2012-01-01,2015-12-31,H3260_v1_5
144658,222498,199266,2012-01-31,NA,17,0,NA,2012-01-01,2015-12-31,H3260_v1_5
255415,228750,210246,2012-02-28,0.18,7.1,0,NA,2012-01-01,2015-12-31,H3260_v1_5
255366,228571,213970,2012-02-28,0.18,4.3,0.029,NA,2012-01-01,2015-12-31,H3260_v1_5
224975,210560,206194,2012-02-09,0.22,1.3,0.057,NA,2012-01-01,2015-12-31,H3260_v1_5
206652,203131,209305,2012-02-09,0.31,1.6,0.035,NA,2012-01-01,2015-12-31,H3260_v1_5
124018,192159,223185,2012-02-16,0.77,2.2,0.078,NA,2012-01-01,2015-12-31,H3260_v1_5
45938,206821,205572,2007-06-18,0.257,0.32,0,NA,2007-01-01,2007-12-31,H3260_v1_2
40649,206487,204467,2007-06-18,0,0.785,0,NA,2007-01-01,2007-12-31,H3260_v1_2
206717,208591,210830,2007-06-18,0,1.38,0,NA,2007-01-01,2007-12-31,H3260_v1_2
33385,183472,213552,2007-07-06,0.236,2.12,0.19,NA,2007-01-01,2007-12-31,H3260_v1_2
111580,184931,233174,2007-07-09,0,2.45,0.094,NA,2007-01-01,2007-12-31,H3260_v1_2
218390,232321,177163,2012-03-13,0.19,2.3,0.026,NA,2012-01-01,2015-12-31,H3260_v1_5
221004,245672,183550,2012-03-13,0.76,3.6,0.31,NA,2012-01-01,2015-12-31,H3260_v1_5
144658,222498,199266,2012-03-20,NA,16,0,NA,2012-01-01,2015-12-31,H3260_v1_5
224975,210560,206194,2012-03-12,0.21,1.1,0.091,NA,2012-01-01,2015-12-31,H3260_v1_5
123530,183551,208274,2007-07-13,0.212,1.26,0.075,NA,2007-01-01,2007-12-31,H3260_v1_2
123717,198919,214642,2007-07-13,0,1.31,0,NA,2007-01-01,2007-12-31,H3260_v1_2
45938,206821,205572,2007-07-16,0.218,0.326,0.071,NA,2007-01-01,2007-12-31,H3260_v1_2
206652,203131,209305,2012-03-12,0.28,1.4,0.057,NA,2012-01-01,2015-12-31,H3260_v1_5
124018,192159,223185,2012-03-14,0.23,2.3,0.06,NA,2012-01-01,2015-12-31,H3260_v1_5
255415,228750,210246,2012-03-27,0,6.3,0,NA,2012-01-01,2015-12-31,H3260_v1_5
255366,228571,213970,2012-03-27,0.12,3.4,0.039,NA,2012-01-01,2015-12-31,H3260_v1_5
111617,186904,232114,2012-03-12,NA,2.7,0.085,NA,2012-01-01,2015-12-31,H3260_v1_5
84207,151545,223322,2012-03-12,NA,1.1,0,NA,2012-01-01,2015-12-31,H3260_v1_5
38434,200014,218405,2012-03-15,NA,1.2,0.1,NA,2012-01-01,2015-12-31,H3260_v1_5
218390,232321,177163,2012-04-02,0.13,2.2,0.043,NA,2012-01-01,2015-12-31,H3260_v1_5
224975,210560,206194,2012-04-10,0.17,1,0.089,NA,2012-01-01,2015-12-31,H3260_v1_5
206652,203131,209305,2012-04-10,0.35,1.1,0.071,NA,2012-01-01,2015-12-31,H3260_v1_5
40649,206487,204467,2007-07-16,0,0.836,0,NA,2007-01-01,2007-12-31,H3260_v1_2
206717,208591,210830,2007-07-16,0,1.3,0,NA,2007-01-01,2007-12-31,H3260_v1_2
111580,184931,233174,2007-08-07,0,1.74,0,NA,2007-01-01,2007-12-31,H3260_v1_2
33385,183472,213552,2007-08-08,0.248,3.34,0,NA,2007-01-01,2007-12-31,H3260_v1_2
238570,223718,213525,2007-07-31,0.31,4.63,0.17,NA,2007-01-01,2007-12-31,H3260_v1_2
123717,198919,214642,2007-08-10,0.211,0.815,0,NA,2007-01-01,2007-12-31,H3260_v1_2
124018,192159,223185,2012-04-17,0.11,0.98,0.041,NA,2012-01-01,2015-12-31,H3260_v1_5
221004,245672,183550,2012-04-16,0.81,1.5,0.24,NA,2012-01-01,2015-12-31,H3260_v1_5
144658,222498,199266,2012-04-17,NA,16,0,NA,2012-01-01,2015-12-31,H3260_v1_5
255415,228750,210246,2012-04-24,0,5.4,0,NA,2012-01-01,2015-12-31,H3260_v1_5
255366,228571,213970,2012-04-24,0,3.2,0,NA,2012-01-01,2015-12-31,H3260_v1_5
218390,232321,177163,2012-05-02,0.18,1.1,0,NA,2012-01-01,2015-12-31,H3260_v1_5
221004,245672,183550,2012-05-15,1.1,1.4,0.5,NA,2012-01-01,2015-12-31,H3260_v1_5
144658,222498,199266,2012-05-22,NA,15,0,NA,2012-01-01,2015-12-31,H3260_v1_5
224975,210560,206194,2012-05-09,0.12,0.99,0.09,NA,2012-01-01,2015-12-31,H3260_v1_5
123530,183551,208274,2007-08-10,0.547,1.43,0.097,NA,2007-01-01,2007-12-31,H3260_v1_2
45938,206821,205572,2007-08-14,0.236,0.36,0.082,NA,2007-01-01,2007-12-31,H3260_v1_2
40649,206487,204467,2007-08-14,0,0.643,0,NA,2007-01-01,2007-12-31,H3260_v1_2
206717,208591,210830,2007-08-14,0,1.34,0,NA,2007-01-01,2007-12-31,H3260_v1_2
206652,203131,209305,2012-05-09,0.16,1.1,0.031,NA,2012-01-01,2015-12-31,H3260_v1_5
124018,192159,223185,2012-05-15,0.26,1.3,0.078,NA,2012-01-01,2015-12-31,H3260_v1_5
255415,228750,210246,2012-05-24,0.1,0,0,NA,2012-01-01,2015-12-31,H3260_v1_5
255366,228571,213970,2012-05-24,0.21,0,0,NA,2012-01-01,2015-12-31,H3260_v1_5
218390,232321,177163,2012-06-06,0.25,1.8,0.033,NA,2012-01-01,2015-12-31,H3260_v1_5
221004,245672,183550,2012-06-12,1.1,0.26,0.14,NA,2012-01-01,2015-12-31,H3260_v1_5
144658,222498,199266,2012-06-18,NA,13,0,NA,2012-01-01,2015-12-31,H3260_v1_5
111580,184931,233174,2007-09-10,0,1.93,0.104,NA,2007-01-01,2007-12-31,H3260_v1_2
123530,183551,208274,2007-09-10,0,0.995,0,NA,2007-01-01,2007-12-31,H3260_v1_2
123717,198919,214642,2007-09-10,0,1.1,0,NA,2007-01-01,2007-12-31,H3260_v1_2
33385,183472,213552,2007-09-11,0,3.28,0,NA,2007-01-01,2007-12-31,H3260_v1_2
238570,223718,213525,2007-09-10,0,7.14,0.141,NA,2007-01-01,2007-12-31,H3260_v1_2
224975,210560,206194,2012-06-11,0.25,0,0,NA,2012-01-01,2015-12-31,H3260_v1_5
124018,192159,223185,2012-06-13,0.61,2.1,0.13,NA,2012-01-01,2015-12-31,H3260_v1_5
255415,228750,210246,2012-06-26,0.14,1.8,0.031,NA,2012-01-01,2015-12-31,H3260_v1_5
255366,228571,213970,2012-06-26,0.3,2.8,0,NA,2012-01-01,2015-12-31,H3260_v1_5
218390,232321,177163,2012-07-05,0.25,1.7,0.052,NA,2012-01-01,2015-12-31,H3260_v1_5
144658,222498,199266,2012-07-17,NA,9.1,0.16,NA,2012-01-01,2015-12-31,H3260_v1_5
221004,245672,183550,2012-07-23,0.74,0.67,0.27,NA,2012-01-01,2015-12-31,H3260_v1_5
255415,228750,210246,2012-07-24,1.4,9.8,0,NA,2012-01-01,2015-12-31,H3260_v1_5
255366,228571,213970,2012-07-24,0.23,2.4,0.055,NA,2012-01-01,2015-12-31,H3260_v1_5
224975,210560,206194,2012-07-09,0,0.78,0.07,NA,2012-01-01,2015-12-31,H3260_v1_5
206652,203131,209305,2012-07-09,0,1.1,0.048,NA,2012-01-01,2015-12-31,H3260_v1_5
124018,192159,223185,2012-07-17,0.28,2.4,0.25,NA,2012-01-01,2015-12-31,H3260_v1_5
218390,232321,177163,2012-08-01,0.24,2.1,0.035,NA,2012-01-01,2015-12-31,H3260_v1_5
45938,206821,205572,2007-09-13,0,0.371,0.083,NA,2007-01-01,2007-12-31,H3260_v1_2
40649,206487,204467,2007-09-13,0,0.671,0,NA,2007-01-01,2007-12-31,H3260_v1_2
206717,208591,210830,2007-09-13,0,0.583,0.129,NA,2007-01-01,2007-12-31,H3260_v1_2
33385,183472,213552,2007-10-05,0,2.23,0,NA,2007-01-01,2007-12-31,H3260_v1_2
238570,223718,213525,2007-10-09,0,5.62,0.174,NA,2007-01-01,2007-12-31,H3260_v1_2
111580,184931,233174,2007-10-08,1.3,2.2,0.51,NA,2007-01-01,2007-12-31,H3260_v1_2
123530,183551,208274,2007-10-10,0,1.14,0.106,NA,2007-01-01,2007-12-31,H3260_v1_2
123717,198919,214642,2007-10-10,0,1.53,0.183,NA,2007-01-01,2007-12-31,H3260_v1_2
45938,206821,205572,2007-10-15,0.289,0.349,0.109,NA,2007-01-01,2007-12-31,H3260_v1_2
40649,206487,204467,2007-10-15,0.235,0.912,0,NA,2007-01-01,2007-12-31,H3260_v1_2
206717,208591,210830,2007-10-15,0,1.68,0.082,NA,2007-01-01,2007-12-31,H3260_v1_2
123530,183551,208274,2007-11-08,0.43,1.28,0,NA,2007-01-01,2007-12-31,H3260_v1_2
123717,198919,214642,2007-11-08,0,1.07,0,NA,2007-01-01,2007-12-31,H3260_v1_2
33385,183472,213552,2007-11-09,2.52,2.41,0,NA,2007-01-01,2007-12-31,H3260_v1_2
238570,223718,213525,2007-11-06,0.469,4.71,0.144,NA,2007-01-01,2007-12-31,H3260_v1_2
111580,184931,233174,2007-11-12,0.814,6.04,0.208,NA,2007-01-01,2007-12-31,H3260_v1_2
45938,206821,205572,2007-11-14,0.438,0.646,0,NA,2007-01-01,2007-12-31,H3260_v1_2
40649,206487,204467,2007-11-14,0.27,1.04,0,NA,2007-01-01,2007-12-31,H3260_v1_2
206717,208591,210830,2007-11-14,0.261,1.52,0,NA,2007-01-01,2007-12-31,H3260_v1_2
238570,223718,213525,2007-12-05,0.225,5.31,0.074,NA,2007-01-01,2007-12-31,H3260_v1_2
45938,206821,205572,2007-11-26,0.76,0.59,0.05,NA,2007-01-01,2007-12-31,H3260_v1_2
33385,183472,213552,2007-12-03,0.439,2.04,0,NA,2007-01-01,2007-12-31,H3260_v1_2
