rank,x,y,date,nh4,no3,po4,po4f,period_min,period_max,source
111580,184931,233174,2007-12-06,0.592,6.5,0.172,NA,2007-01-01,2007-12-31,H3260_v1_2
123530,183551,208274,2007-12-10,0.788,2.33,0.152,NA,2007-01-01,2007-12-31,H3260_v1_2
123717,198919,214642,2007-12-10,0.212,1.59,0,NA,2007-01-01,2007-12-31,H3260_v1_2
45938,206821,205572,2007-12-13,0.435,0.711,0.107,NA,2007-01-01,2007-12-31,H3260_v1_2
238570,223718,213525,2006-12-06,0.427,4.77,0.122,NA,2000-01-01,2006-12-31,H3260_v1_0
40028,185079,234004,2008-01-14,0.376,8.35,0,NA,2008-01-01,2009-12-31,H3260_v1_3
104298,175740,237017,2008-01-15,0.618,13.2,0.16,NA,2008-01-01,2009-12-31,H3260_v1_3
111580,184931,233174,2008-01-16,0.671,6.5,0.208,NA,2008-01-01,2009-12-31,H3260_v1_3
45938,206821,205572,2008-01-17,1.11,0.936,0.103,NA,2008-01-01,2009-12-31,H3260_v1_3
40649,206487,204467,2008-01-17,0.335,1.38,0,NA,2008-01-01,2009-12-31,H3260_v1_3
206717,208591,210830,2008-01-17,0.214,2.41,0,NA,2008-01-01,2009-12-31,H3260_v1_3
238570,223718,213525,2008-01-22,1,4.79,0.141,NA,2008-01-01,2009-12-31,H3260_v1_3
33385,183472,213552,2008-01-21,0.736,2.17,0.096,NA,2008-01-01,2009-12-31,H3260_v1_3
219284,87245,207610,2008-01-28,0.85,9.5,0.09,NA,2008-01-01,2009-12-31,H3260_v1_3
104298,175740,237017,2008-02-05,1.62,13.4,0.308,NA,2008-01-01,2009-12-31,H3260_v1_3
124176,204796,204545,2011-01-18,0,1.4,0.043,NA,2010-01-01,2011-12-31,H3260_v1_4
123886,185176,214902,2011-01-19,0.78,2.7,0.13,NA,2010-01-01,2011-12-31,H3260_v1_4
38402,197860,216731,2011-01-20,0.46,1.9,0.13,NA,2010-01-01,2011-12-31,H3260_v1_4
111617,186904,232114,2011-04-11,0.57,1.5,0,NA,2010-01-01,2011-12-31,H3260_v1_4
206652,203131,209305,2011-04-12,0.23,1.2,0,NA,2010-01-01,2011-12-31,H3260_v1_4
224975,210560,206194,2011-04-14,0.12,0.83,0,NA,2010-01-01,2011-12-31,H3260_v1_4
123729,199875,214338,2011-04-18,0,0.5,0,NA,2010-01-01,2011-12-31,H3260_v1_4
5572,154668,226184,2009-08-24,0,0,0,NA,2008-01-01,2009-12-31,H3260_v1_3
73328,188436,209764,2011-01-20,0.63,2,0.33,NA,2010-01-01,2011-12-31,H3260_v1_4
123559,185896,209550,2011-01-24,0.71,1.8,0.11,NA,2010-01-01,2011-12-31,H3260_v1_4
228080,215500,183020,2011-02-07,2.3,3.6,0.18,NA,2010-01-01,2011-12-31,H3260_v1_4
103391,189477,197117,2011-02-03,1,0.33,0.27,NA,2010-01-01,2011-12-31,H3260_v1_4
212371,244877,161556,2011-02-14,0.23,7.1,0.12,NA,2010-01-01,2011-12-31,H3260_v1_4
204986,244766,184401,2011-02-21,0.64,0.51,0.1,NA,2010-01-01,2011-12-31,H3260_v1_4
38434,200014,218405,2011-04-19,0,0.58,0,NA,2010-01-01,2011-12-31,H3260_v1_4
221004,245672,183550,2011-04-20,0.22,3,0.24,NA,2010-01-01,2011-12-31,H3260_v1_4
255415,228750,210246,2011-04-27,0,6.65,0,NA,2010-01-01,2011-12-31,H3260_v1_4
144658,222498,199266,2011-04-27,NA,14,0,NA,2010-01-01,2011-12-31,H3260_v1_4
47686,179707,243397,2011-05-04,0.18,3.2,0.05,NA,2010-01-01,2011-12-31,H3260_v1_4
238515,223950,218080,2009-09-14,0,3.4,0.07,NA,2008-01-01,2009-12-31,H3260_v1_3
238759,225609,198258,2009-09-14,NA,6.9,NA,NA,2008-01-01,2009-12-31,H3260_v1_3
213836,241452,197091,2009-09-15,1.9,2.3,0.15,NA,2008-01-01,2009-12-31,H3260_v1_3
106589,173326,239626,2010-11-03,1.1,5.8,0.058,NA,2010-01-01,2011-12-31,H3260_v1_4
213836,241452,197091,2010-11-18,0.19,3.5,0.041,NA,2010-01-01,2011-12-31,H3260_v1_4
238515,223950,218080,2010-11-23,0.72,3.6,0.05,NA,2010-01-01,2011-12-31,H3260_v1_4
238759,225609,198258,2010-11-23,NA,12,0,NA,2010-01-01,2011-12-31,H3260_v1_4
241552,230674,203278,2011-02-22,0.49,7.7,0.054,NA,2010-01-01,2011-12-31,H3260_v1_4
241434,238265,208445,2011-02-22,0.43,6.4,0.065,NA,2010-01-01,2011-12-31,H3260_v1_4
124176,204796,204545,2011-02-14,0.12,1.6,0.093,NA,2010-01-01,2011-12-31,H3260_v1_4
123886,185176,214902,2011-02-15,0.59,2.5,0.14,NA,2010-01-01,2011-12-31,H3260_v1_4
38402,197860,216731,2011-02-16,0.44,1.5,0.099,NA,2010-01-01,2011-12-31,H3260_v1_4
73328,188436,209764,2011-02-16,1.2,1.6,0.41,NA,2010-01-01,2011-12-31,H3260_v1_4
123559,185896,209550,2011-02-17,0.59,1.7,0.1,NA,2010-01-01,2011-12-31,H3260_v1_4
218390,232321,177163,2011-05-16,0.1,2.2,0,NA,2010-01-01,2011-12-31,H3260_v1_4
255366,228571,213970,2011-04-27,0,3.4,0,NA,2010-01-01,2011-12-31,H3260_v1_4
221004,245672,183550,2011-05-23,0.9,1.8,0.41,NA,2010-01-01,2011-12-31,H3260_v1_4
255415,228750,210246,2011-05-25,0.14,5.2,0,NA,2010-01-01,2011-12-31,H3260_v1_4
123574,187346,210000,2010-11-18,0.51,2.1,0.14,NA,2010-01-01,2011-12-31,H3260_v1_4
174514,97584,197275,2010-11-09,0.68,2.5,0.11,NA,2010-01-01,2011-12-31,H3260_v1_4
5572,154668,226184,2010-11-25,0.3,0,0,NA,2010-01-01,2011-12-31,H3260_v1_4
238759,225609,198258,2010-12-07,NA,12,0.046,NA,2010-01-01,2011-12-31,H3260_v1_4
238515,223950,218080,2010-12-07,0.34,3.5,0.05,NA,2010-01-01,2011-12-31,H3260_v1_4
106589,173326,239626,2010-12-06,0.91,6.7,0.23,NA,2010-01-01,2011-12-31,H3260_v1_4
103391,189477,197117,2011-03-03,0.79,0.26,0.34,NA,2010-01-01,2011-12-31,H3260_v1_4
228080,215500,183020,2011-03-15,2.1,2.7,0.18,NA,2010-01-01,2011-12-31,H3260_v1_4
144658,222498,199266,2011-05-25,NA,19,0,NA,2010-01-01,2011-12-31,H3260_v1_4
206652,203131,209305,2011-05-11,0.19,1.1,0.064,NA,2010-01-01,2011-12-31,H3260_v1_4
224975,210560,206194,2011-05-12,0.12,0.72,0.064,NA,2010-01-01,2011-12-31,H3260_v1_4
123729,199875,214338,2011-05-17,0.18,0.49,0,NA,2010-01-01,2011-12-31,H3260_v1_4
38434,200014,218405,2011-05-18,0,0.34,0.029,NA,2010-01-01,2011-12-31,H3260_v1_4
123574,187346,210000,2010-12-09,0.74,1.9,0.12,NA,2010-01-01,2011-12-31,H3260_v1_4
174514,97584,197275,2010-12-07,0.84,3.2,0.12,NA,2010-01-01,2011-12-31,H3260_v1_4
213836,241452,197091,2010-12-17,0.79,2.7,0.091,NA,2010-01-01,2011-12-31,H3260_v1_4
5572,154668,226184,2010-12-21,0.32,0,0,NA,2010-01-01,2011-12-31,H3260_v1_4
213836,241452,197091,2011-01-24,0.14,3.6,0.048,NA,2010-01-01,2011-12-31,H3260_v1_4
174514,97584,197275,2011-01-20,1.1,3.3,0.13,NA,2010-01-01,2011-12-31,H3260_v1_4
124176,204796,204545,2011-03-09,0.13,0.93,0.1,NA,2010-01-01,2011-12-31,H3260_v1_4
123886,185176,214902,2011-03-10,0.65,1.8,0.095,NA,2010-01-01,2011-12-31,H3260_v1_4
38402,197860,216731,2011-03-16,0.21,0,0.045,NA,2010-01-01,2011-12-31,H3260_v1_4
73328,188436,209764,2011-03-16,0.71,0,0.4,NA,2010-01-01,2011-12-31,H3260_v1_4
123559,185896,209550,2011-03-17,0.71,1.3,0.069,NA,2010-01-01,2011-12-31,H3260_v1_4
212371,244877,161556,2011-03-21,0,6,0.084,NA,2010-01-01,2011-12-31,H3260_v1_4
204986,244766,184401,2011-03-23,0.65,1.6,0.25,NA,2010-01-01,2011-12-31,H3260_v1_4
241552,230674,203278,2011-03-28,0.38,7.5,0.037,NA,2010-01-01,2011-12-31,H3260_v1_4
241434,238265,208445,2011-03-28,0.11,6.2,0.058,NA,2010-01-01,2011-12-31,H3260_v1_4
218390,232321,177163,2011-06-08,0.73,1.6,0.05,NA,2010-01-01,2011-12-31,H3260_v1_4
111617,186904,232114,2011-06-07,0.55,1.7,0.088,NA,2010-01-01,2011-12-31,H3260_v1_4
47686,179707,243397,2011-06-14,0,2.9,0.033,NA,2010-01-01,2011-12-31,H3260_v1_4
206652,203131,209305,2011-06-15,0,0.9,0.026,NA,2010-01-01,2011-12-31,H3260_v1_4
224975,210560,206194,2011-06-16,0,0.57,0.063,NA,2010-01-01,2011-12-31,H3260_v1_4
238515,223950,218080,2011-01-26,0.82,4.8,0.11,NA,2010-01-01,2011-12-31,H3260_v1_4
238759,225609,198258,2011-01-26,NA,14,0.046,NA,2010-01-01,2011-12-31,H3260_v1_4
123574,187346,210000,2011-01-24,0.65,1.9,0.11,NA,2010-01-01,2011-12-31,H3260_v1_4
174514,97584,197275,2011-02-03,1.5,3.2,0.08,NA,2010-01-01,2011-12-31,H3260_v1_4
106589,173326,239626,2011-02-10,1.3,5.9,0.13,NA,2010-01-01,2011-12-31,H3260_v1_4
213836,241452,197091,2011-02-21,0.11,4.1,0,NA,2010-01-01,2011-12-31,H3260_v1_4
238515,223950,218080,2011-02-23,0.84,3.8,0.068,NA,2010-01-01,2011-12-31,H3260_v1_4
255345,228587,215507,2011-03-23,0.21,4.4,0,NA,2010-01-01,2011-12-31,H3260_v1_4
228080,215500,183020,2011-04-04,2.3,2.9,0.034,NA,2010-01-01,2011-12-31,H3260_v1_4
124176,204796,204545,2011-04-12,0,0.66,0,NA,2010-01-01,2011-12-31,H3260_v1_4
123886,185176,214902,2011-04-13,0.58,1.6,0,NA,2010-01-01,2011-12-31,H3260_v1_4
221004,245672,183550,2012-10-09,2.4,1.2,0.29,NA,2012-01-01,2015-12-31,H3260_v1_5
144658,222498,199266,2012-10-15,NA,22,0,NA,2012-01-01,2015-12-31,H3260_v1_5
224975,210560,206194,2012-10-08,0.19,0.84,0.081,NA,2012-01-01,2015-12-31,H3260_v1_5
123574,187346,210000,2011-02-17,0.58,1.7,0.13,NA,2010-01-01,2011-12-31,H3260_v1_4
238759,225609,198258,2011-02-24,NA,14,0,NA,2010-01-01,2011-12-31,H3260_v1_4
174514,97584,197275,2011-03-09,1.8,2.6,0.16,NA,2010-01-01,2011-12-31,H3260_v1_4
123574,187346,210000,2011-03-17,0.55,1.3,0.071,NA,2010-01-01,2011-12-31,H3260_v1_4
213836,241452,197091,2011-03-23,0,3.5,0,NA,2010-01-01,2011-12-31,H3260_v1_4
103391,189477,197117,2011-04-14,0.64,0.31,0,NA,2010-01-01,2011-12-31,H3260_v1_4
123559,185896,209550,2011-04-18,0.17,0.77,0,NA,2010-01-01,2011-12-31,H3260_v1_4
38402,197860,216731,2011-04-19,0,1.6,0,NA,2010-01-01,2011-12-31,H3260_v1_4
73328,188436,209764,2011-04-19,0.26,0.38,0,NA,2010-01-01,2011-12-31,H3260_v1_4
204986,244766,184401,2011-04-20,2,2.8,0.69,NA,2010-01-01,2011-12-31,H3260_v1_4
212371,244877,161556,2011-04-20,0,4.9,0.26,NA,2010-01-01,2011-12-31,H3260_v1_4
206652,203131,209305,2012-10-08,0.29,0.96,0.053,NA,2012-01-01,2015-12-31,H3260_v1_5
124018,192159,223185,2012-10-10,0,0.92,0.13,NA,2012-01-01,2015-12-31,H3260_v1_5
255415,228750,210246,2012-10-30,0.4,3.3,0,NA,2012-01-01,2015-12-31,H3260_v1_5
255366,228571,213970,2012-10-30,0,2.6,0,NA,2012-01-01,2015-12-31,H3260_v1_5
218390,232321,177163,2012-10-22,0.43,2,0,NA,2012-01-01,2015-12-31,H3260_v1_5
241552,230674,203278,2011-04-26,0.64,6.2,0,NA,2010-01-01,2011-12-31,H3260_v1_4
241434,238265,208445,2011-04-26,0.1,5.1,0,NA,2010-01-01,2011-12-31,H3260_v1_4
212371,244877,161556,2011-05-03,0.26,5.4,0.45,NA,2010-01-01,2011-12-31,H3260_v1_4
228080,215500,183020,2011-05-10,3.9,3.4,0.23,NA,2010-01-01,2011-12-31,H3260_v1_4
255345,228587,215507,2011-04-27,0.1,3,0,NA,2010-01-01,2011-12-31,H3260_v1_4
238515,223950,218080,2011-03-29,0.53,3.9,0,NA,2010-01-01,2011-12-31,H3260_v1_4
238759,225609,198258,2011-03-29,NA,15,0,NA,2010-01-01,2011-12-31,H3260_v1_4
106589,173326,239626,2011-04-06,0.8,1.2,0,NA,2010-01-01,2011-12-31,H3260_v1_4
174514,97584,197275,2011-04-14,2.3,0.68,0.05,NA,2010-01-01,2011-12-31,H3260_v1_4
123574,187346,210000,2011-04-18,0,0.83,0,NA,2010-01-01,2011-12-31,H3260_v1_4
213836,241452,197091,2011-04-20,0,2.9,0,NA,2010-01-01,2011-12-31,H3260_v1_4
238515,223950,218080,2011-04-27,0.2,3.3,0.1,NA,2010-01-01,2011-12-31,H3260_v1_4
221004,245672,183550,2012-11-06,1.4,1.3,0.55,NA,2012-01-01,2015-12-31,H3260_v1_5
218390,232321,177163,2012-11-19,0.12,1.8,0,NA,2012-01-01,2015-12-31,H3260_v1_5
144658,222498,199266,2012-11-20,NA,22,0.039,NA,2012-01-01,2015-12-31,H3260_v1_5
255415,228750,210246,2012-11-27,0,4,0,NA,2012-01-01,2015-12-31,H3260_v1_5
204986,244766,184401,2011-05-23,3.4,0.51,0.63,NA,2010-01-01,2011-12-31,H3260_v1_4
241552,230674,203278,2011-05-24,1.1,6,0.068,NA,2010-01-01,2011-12-31,H3260_v1_4
241434,238265,208445,2011-05-24,0,4.8,0.069,NA,2010-01-01,2011-12-31,H3260_v1_4
124176,204796,204545,2011-05-11,0,0.83,0.075,NA,2010-01-01,2011-12-31,H3260_v1_4
238759,225609,198258,2011-04-27,NA,9.5,0,NA,2010-01-01,2011-12-31,H3260_v1_4
213836,241452,197091,2011-05-23,0.14,2.8,0.064,NA,2010-01-01,2011-12-31,H3260_v1_4
238515,223950,218080,2011-05-25,0.19,2.7,0.15,NA,2010-01-01,2011-12-31,H3260_v1_4
174514,97584,197275,2011-05-05,1.3,0,0.07,NA,2010-01-01,2011-12-31,H3260_v1_4
238759,225609,198258,2011-05-25,NA,7.7,0,NA,2010-01-01,2011-12-31,H3260_v1_4
123574,187346,210000,2011-05-17,0,0.75,0.046,NA,2010-01-01,2011-12-31,H3260_v1_4
255366,228571,213970,2012-11-27,0.18,2.3,0.033,NA,2012-01-01,2015-12-31,H3260_v1_5
224975,210560,206194,2012-11-19,0.12,0.66,0.1,NA,2012-01-01,2015-12-31,H3260_v1_5
206652,203131,209305,2012-11-19,0.19,1.3,0.12,NA,2012-01-01,2015-12-31,H3260_v1_5
124018,192159,223185,2012-11-21,0.16,0.86,0.049,NA,2012-01-01,2015-12-31,H3260_v1_5
221004,245672,183550,2012-12-03,1.8,1.8,0.36,NA,2012-01-01,2015-12-31,H3260_v1_5
103391,189477,197117,2011-05-12,0.67,1.3,0.23,NA,2010-01-01,2011-12-31,H3260_v1_4
123886,185176,214902,2011-05-16,0.89,1.8,0.092,NA,2010-01-01,2011-12-31,H3260_v1_4
123559,185896,209550,2011-05-17,0.2,0.73,0.04,NA,2010-01-01,2011-12-31,H3260_v1_4
38402,197860,216731,2011-05-18,0,0.3,0.029,NA,2010-01-01,2011-12-31,H3260_v1_4
73328,188436,209764,2011-05-18,0.21,0.39,0.23,NA,2010-01-01,2011-12-31,H3260_v1_4
228080,215500,183020,2011-06-07,2.8,0.77,0.18,NA,2010-01-01,2011-12-31,H3260_v1_4
212371,244877,161556,2011-06-08,0.43,2.9,0.3,NA,2010-01-01,2011-12-31,H3260_v1_4
124176,204796,204545,2011-06-15,0,0.63,0.049,NA,2010-01-01,2011-12-31,H3260_v1_4
103391,189477,197117,2011-06-16,0,1.1,0.07,NA,2010-01-01,2011-12-31,H3260_v1_4
169151,161052,157603,2012-10-08,0.62,4.1,0.2,NA,2012-01-01,2015-12-31,H3260_v1_5
203454,200579,184451,2012-10-16,0.22,0.5,0.039,NA,2012-01-01,2015-12-31,H3260_v1_5
212371,244877,161556,2012-10-08,0.12,4.4,0.27,NA,2012-01-01,2015-12-31,H3260_v1_5
144658,222498,199266,2012-12-04,NA,15,0.023,NA,2012-01-01,2015-12-31,H3260_v1_5
255415,228750,210246,2012-12-05,0.38,3.2,0.033,NA,2012-01-01,2015-12-31,H3260_v1_5
255366,228571,213970,2012-12-05,0.2,2.3,0.036,NA,2012-01-01,2015-12-31,H3260_v1_5
218390,232321,177163,2012-12-10,0.94,1.6,0.072,NA,2012-01-01,2015-12-31,H3260_v1_5
106589,173326,239626,2011-06-09,1.1,4.4,0.077,NA,2010-01-01,2011-12-31,H3260_v1_4
5572,154668,226184,2012-09-26,0,0,0.024,NA,2012-01-01,2015-12-31,H3260_v1_5
238759,225609,198258,2012-10-15,NA,6.8,0,NA,2012-01-01,2015-12-31,H3260_v1_5
103391,189477,197117,2012-10-08,0.86,0.56,0.19,NA,2012-01-01,2015-12-31,H3260_v1_5
255345,228587,215507,2012-10-30,0,2.6,0.039,NA,2012-01-01,2015-12-31,H3260_v1_5
123574,187346,210000,2012-10-15,0.34,1.2,0.07,NA,2012-01-01,2015-12-31,H3260_v1_5
5572,154668,226184,2012-10-25,0.24,0.11,0.036,NA,2012-01-01,2015-12-31,H3260_v1_5
111617,186904,232114,2012-11-29,NA,1.1,0.078,NA,2012-01-01,2015-12-31,H3260_v1_5
84207,151545,223322,2012-11-29,NA,0.57,0,NA,2012-01-01,2015-12-31,H3260_v1_5
224975,210560,206194,2012-12-05,0.2,1.1,0.075,NA,2012-01-01,2015-12-31,H3260_v1_5
206652,203131,209305,2012-12-05,0.27,1.2,0.051,NA,2012-01-01,2015-12-31,H3260_v1_5
124018,192159,223185,2012-12-06,0.34,2.4,0.14,NA,2012-01-01,2015-12-31,H3260_v1_5
38434,200014,218405,2012-12-04,NA,1.1,0.13,NA,2012-01-01,2015-12-31,H3260_v1_5
238759,225609,198258,2012-11-20,NA,7.4,0.031,NA,2012-01-01,2015-12-31,H3260_v1_5
123574,187346,210000,2012-11-22,0.42,1.1,0.049,NA,2012-01-01,2015-12-31,H3260_v1_5
238759,225609,198258,2012-12-04,NA,6.5,0.026,NA,2012-01-01,2015-12-31,H3260_v1_5
218390,232321,177163,2013-01-15,0.28,2.26,0.034,NA,2012-01-01,2015-12-31,H3260_v1_5
218803,250356,161314,2013-01-21,0.158,10.2,0.095,NA,2012-01-01,2015-12-31,H3260_v1_5
240902,247890,195261,2013-01-24,2.7,5.2,0.66,NA,2012-01-01,2015-12-31,H3260_v1_5
221004,245672,183550,2013-01-24,0.91,2.9,0.47,NA,2012-01-01,2015-12-31,H3260_v1_5
144658,222498,199266,2013-01-23,NA,17.2,0.026,NA,2012-01-01,2015-12-31,H3260_v1_5
255415,228750,210246,2013-01-29,0,3.2,0.039,NA,2012-01-01,2015-12-31,H3260_v1_5
238577,224323,213614,2013-01-29,0.59,5.9,0.096,NA,2012-01-01,2015-12-31,H3260_v1_5
224975,210560,206194,2013-01-23,0.39,1.26,0.109,NA,2012-01-01,2015-12-31,H3260_v1_5
206652,203131,209305,2013-01-23,0.4,1.62,0.076,NA,2012-01-01,2015-12-31,H3260_v1_5
218390,232321,177163,2013-02-05,0.19,1.72,0.028,NA,2012-01-01,2015-12-31,H3260_v1_5
218803,250356,161314,2013-02-11,0.22,9.4,0.104,NA,2012-01-01,2015-12-31,H3260_v1_5
5572,154668,226184,2012-11-28,0.14,0.2,0,NA,2012-01-01,2015-12-31,H3260_v1_5
40028,185079,234004,2008-02-06,0.241,4.26,0.259,NA,2008-01-01,2009-12-31,H3260_v1_3
123530,183551,208274,2008-02-07,0.522,2.07,0.101,NA,2008-01-01,2009-12-31,H3260_v1_3
123717,198919,214642,2008-02-07,0.312,1.32,0,NA,2008-01-01,2009-12-31,H3260_v1_3
219284,87245,207610,2008-02-20,1.7,9.1,0.06,NA,2008-01-01,2009-12-31,H3260_v1_3
238570,223718,213525,2008-02-13,0.352,7.44,0.095,NA,2008-01-01,2009-12-31,H3260_v1_3
111580,184931,233174,2008-02-13,0.639,4.88,0.121,NA,2008-01-01,2009-12-31,H3260_v1_3
45938,206821,205572,2008-02-14,0.512,0.667,0.112,NA,2008-01-01,2009-12-31,H3260_v1_3
40649,206487,204467,2008-02-14,0.479,0.857,0,NA,2008-01-01,2009-12-31,H3260_v1_3
206717,208591,210830,2008-02-14,0.146,2.01,0,NA,2008-01-01,2009-12-31,H3260_v1_3
45938,206821,205572,2008-02-11,0.53,0.71,0.07,NA,2008-01-01,2009-12-31,H3260_v1_3
33385,183472,213552,2008-02-18,1.54,2.78,0.071,NA,2008-01-01,2009-12-31,H3260_v1_3
104298,175740,237017,2008-03-04,1.09,8.85,0.215,NA,2008-01-01,2009-12-31,H3260_v1_3
40028,185079,234004,2008-03-05,0.282,5.97,0.07,NA,2008-01-01,2009-12-31,H3260_v1_3
123530,183551,208274,2008-03-06,0.683,1.52,0.108,NA,2008-01-01,2009-12-31,H3260_v1_3
123717,198919,214642,2008-03-06,0.152,1.36,0,NA,2008-01-01,2009-12-31,H3260_v1_3
111580,184931,233174,2008-03-12,1.06,4.79,0.392,NA,2008-01-01,2009-12-31,H3260_v1_3
45938,206821,205572,2008-03-12,0.46,0.714,0.102,NA,2008-01-01,2009-12-31,H3260_v1_3
40649,206487,204467,2008-03-12,0.578,0.873,0.105,NA,2008-01-01,2009-12-31,H3260_v1_3
206717,208591,210830,2008-03-12,0.192,1.79,0,NA,2008-01-01,2009-12-31,H3260_v1_3
219284,87245,207610,2008-03-18,0.19,9.6,0.09,NA,2008-01-01,2009-12-31,H3260_v1_3
33385,183472,213552,2008-03-17,0.544,1.64,0.17,NA,2008-01-01,2009-12-31,H3260_v1_3
238570,223718,213525,2008-03-26,0.493,6.28,0.135,NA,2008-01-01,2009-12-31,H3260_v1_3
45938,206821,205572,2008-03-18,0.52,0.58,0.08,NA,2008-01-01,2009-12-31,H3260_v1_3
104298,175740,237017,2008-04-02,0.475,9.26,0.112,NA,2008-01-01,2009-12-31,H3260_v1_3
238570,223718,213525,2008-04-22,0.231,6.53,0.131,NA,2008-01-01,2009-12-31,H3260_v1_3
40028,185079,234004,2008-04-08,0,7.24,0,NA,2008-01-01,2009-12-31,H3260_v1_3
45938,206821,205572,2008-04-10,0.294,0.785,0.092,NA,2008-01-01,2009-12-31,H3260_v1_3
40649,206487,204467,2008-04-10,0.551,0.42,0.074,NA,2008-01-01,2009-12-31,H3260_v1_3
206717,208591,210830,2008-04-10,0.128,1.4,0,NA,2008-01-01,2009-12-31,H3260_v1_3
111580,184931,233174,2008-04-10,0.543,3.86,0.136,NA,2008-01-01,2009-12-31,H3260_v1_3
33385,183472,213552,2008-04-14,0.801,2.41,0,NA,2008-01-01,2009-12-31,H3260_v1_3
123530,183551,208274,2008-04-17,0.491,1.53,0.079,NA,2008-01-01,2009-12-31,H3260_v1_3
123717,198919,214642,2008-04-17,0,1.98,0,NA,2008-01-01,2009-12-31,H3260_v1_3
238570,223718,213525,2008-05-14,0.237,5.75,0.106,NA,2008-01-01,2009-12-31,H3260_v1_3
219284,87245,207610,2008-05-08,0.26,3.6,0.15,NA,2008-01-01,2009-12-31,H3260_v1_3
219284,87245,207610,2008-04-23,0.37,3.5,0.13,NA,2008-01-01,2009-12-31,H3260_v1_3
123530,183551,208274,2008-05-05,0.152,0.849,0,NA,2008-01-01,2009-12-31,H3260_v1_3
123717,198919,214642,2008-05-05,0,0.893,0,NA,2008-01-01,2009-12-31,H3260_v1_3
104298,175740,237017,2008-05-08,4.08,2,0.232,NA,2008-01-01,2009-12-31,H3260_v1_3
40028,185079,234004,2008-05-13,0.184,3.16,0,NA,2008-01-01,2009-12-31,H3260_v1_3
111580,184931,233174,2008-05-14,0.396,1.81,0,NA,2008-01-01,2009-12-31,H3260_v1_3
45938,206821,205572,2008-05-14,0.178,0.679,0,NA,2008-01-01,2009-12-31,H3260_v1_3
40649,206487,204467,2008-05-14,0,1.34,0,NA,2008-01-01,2009-12-31,H3260_v1_3
206717,208591,210830,2008-05-14,0.125,1.48,0,NA,2008-01-01,2009-12-31,H3260_v1_3
33385,183472,213552,2008-05-19,0.5,1.66,0,NA,2008-01-01,2009-12-31,H3260_v1_3
219284,87245,207610,2008-06-11,0.31,6.6,0.26,NA,2008-01-01,2009-12-31,H3260_v1_3
104298,175740,237017,2008-06-03,1.86,1.86,0.506,NA,2008-01-01,2009-12-31,H3260_v1_3
33385,183472,213552,2008-06-09,0.312,1.12,0,NA,2008-01-01,2009-12-31,H3260_v1_3
40028,185079,234004,2008-06-10,0.148,3.36,0.086,NA,2008-01-01,2009-12-31,H3260_v1_3
111580,184931,233174,2008-06-11,0.71,1.93,0.12,NA,2008-01-01,2009-12-31,H3260_v1_3
45938,206821,205572,2008-06-12,0.402,0.672,0.073,NA,2008-01-01,2009-12-31,H3260_v1_3
40649,206487,204467,2008-06-12,0,1.44,0,NA,2008-01-01,2009-12-31,H3260_v1_3
206717,208591,210830,2008-06-12,0.19,1.55,0,NA,2008-01-01,2009-12-31,H3260_v1_3
123530,183551,208274,2008-06-17,0.295,2.05,0.124,NA,2008-01-01,2009-12-31,H3260_v1_3
123717,198919,214642,2008-06-17,0,1.06,0,NA,2008-01-01,2009-12-31,H3260_v1_3
238570,223718,213525,2008-06-24,0.207,5.62,0.127,NA,2008-01-01,2009-12-31,H3260_v1_3
104298,175740,237017,2008-07-02,0.543,1.46,0.083,NA,2008-01-01,2009-12-31,H3260_v1_3
219284,87245,207610,2008-07-16,0.22,2.8,0.18,NA,2008-01-01,2009-12-31,H3260_v1_3
238570,223718,213525,2008-07-15,0.169,4.67,0.17,NA,2008-01-01,2009-12-31,H3260_v1_3
40028,185079,234004,2008-07-08,0.121,0.832,0,NA,2008-01-01,2009-12-31,H3260_v1_3
111580,184931,233174,2008-07-09,0.183,1.13,0.084,NA,2008-01-01,2009-12-31,H3260_v1_3
45938,206821,205572,2008-07-09,0.142,0.545,0,NA,2008-01-01,2009-12-31,H3260_v1_3
40649,206487,204467,2008-07-09,0,1.61,0,NA,2008-01-01,2009-12-31,H3260_v1_3
206717,208591,210830,2008-07-09,0.159,1.45,0,NA,2008-01-01,2009-12-31,H3260_v1_3
33385,183472,213552,2008-07-14,0,1.84,0,NA,2008-01-01,2009-12-31,H3260_v1_3
123530,183551,208274,2008-07-16,0.134,1.01,0,NA,2008-01-01,2009-12-31,H3260_v1_3
123717,198919,214642,2008-07-16,0,0.843,0,NA,2008-01-01,2009-12-31,H3260_v1_3
123717,198919,214642,2007-06-14,0,0.829,0,NA,2007-01-01,2007-12-31,H3260_v1_2
238570,223718,213525,2007-07-02,2.9,3.83,0.283,NA,2007-01-01,2007-12-31,H3260_v1_2
104298,175740,237017,2008-08-06,0.313,2.87,0.116,NA,2008-01-01,2009-12-31,H3260_v1_3
111580,184931,233174,2008-08-11,0,1.38,0,NA,2008-01-01,2009-12-31,H3260_v1_3
40028,185079,234004,2008-08-12,0,1.67,0,NA,2008-01-01,2009-12-31,H3260_v1_3
33385,183472,213552,2008-08-13,0.115,3.29,0,NA,2008-01-01,2009-12-31,H3260_v1_3
123574,187346,210000,2012-12-12,0.56,1.9,0.041,NA,2012-01-01,2015-12-31,H3260_v1_5
