CODEPLAS	index_0m	index_50m	index_100m	index_150m	index_200m
ANTTUR0290	1	2.66954023	3.521158129	3.528150134	3.248878924
ANTTUR0291	1	2.402234637	3.526685393	3.318181818	3.657206871
ANTTUR0292	2.021865889	2.902654867	4.11011236	3.839449541	3.62012012
ANTTUR0293	3.037671233	3.042553191	3.517567568	3.823846909	3.643292683
ANTTUR0294	2	2	4.183673469	2.216284987	3.300933126
ANTTUR0295	2.034965035	3.701388889	4.246418338	3.586649551	3.679389313
ANTTUR0296	2.368644068	4.122340426	2.814252336	3.882596685	3.639057751
ANTTUR0297	2	3.677570093	2.216566866	3.863823934	3.726294553
ANTTUR0298	3.233333333	3.802521008	2.66841553	2.378241263	3.754249292
ANTTUR0299	2	3.943396226	2.586348684	2.304455446	2.526089626
ANTTUR0300	2.617647059	3.506666667	2.99829932	3.713669951	3.68498452
ANTTUR0301	2.542944785	2.98540146	3.230964467	2.704600484	3.665641814
ANTTUR0302	2.788519637	2.821052632	3.365625	2.85924933	3.752869166
ANTTUR0303	3.5	2.831578947	3.469135802	2.574233129	3.783141762
ANTTUR0304	2.587505742	2.732323232	2.337792642	3.299207398	3.575193798
ANTTUR0305	2.114783654	3.897058824	3.111827957	2.784216336	3.288432268
ANTTUR0306	2.532258065	4.27457265	2.333682008	3.628767123	2.875094056
ANTTUR0307	2.798076923	4.311403509	2.21393643	3.43832021	3.27607362
ANTTUR0308	2.822368421	3.683870968	3.432614555	2.506501951	3.193826274
ANTTUR0309	2	3.133093525	3.666226913	3.216358839	2.781512605
ANTTUR0310	2.58490566	3.478971963	2.437619962	3.878666667	2.815184049
ANTTUR0311	2.93697479	3.785714286	2.485714286	3.594921403	3.251141553
ANTTUR0312	2.549180328	2.459854015	3.5	3.646520147	2.754888268
ANTTUR0313	2.5	3.439490446	3.117391304	3.656596794	3.032137519
ANTTUR0314	2.373786408	4.156	3.196933962	3.667958656	2.362248015
ANTTUR0315	2.41745283	2.138297872	3.266197183	3.522929936	2.818735363
ANTTUR0316	3.359375	2.746411483	3.335494327	4.01962111	2.647416413
ANTTUR0317	3.181818182	3.442446043	3.327751196	4.049168975	3.129101284
ANTTUR0318	3.222222222	4.153669725	3.503640777	3.315333333	3.636546185
ANTTUR0319	2.50862069	3.760638298	2.578947368	3.382063882	2.300983607
ANTTUR0320	3.5	3.788990826	2.289548023	4.005890052	2.47487615
ANTTUR0321	3.398550725	3.588541667	2.73126615	3.854463131	3.166138237
ANTTUR0322	3.4	2.540740741	3.604815864	4.033870968	2.908249807
ANTTUR0323	4	3.782178218	2.709255533	3.320496084	3.24803431
ANTTUR0324	3.314655172	4.413043478	2.712903226	3.955613577	3.363370392
ANTTUR0325	3.173913043	3.358585859	3.576023392	3.88370565	2.745793269
ANTTUR0326	2.441558442	3.411290323	3.14244186	3.866666667	2.541415663
ANTTUR0327	2.179775281	3.393700787	3.747851003	3.68510929	2.955729167
ANTTUR0328	3.202970297	3.071106095	3.922857143	3.885847797	2.400724638
ANTTUR0329	2.648648649	2.3125	2.002739726	3.815824468	3.052307692
ANTTUR0330	3.067460317	2.953703704	3.379834254	4.167616876	2.234016139
ANTTUR0331	2.397959184	3.923076923	3.864329268	4.120584653	3.85625
ANTTUR0332	2.5	3.554794521	3.854294479	2.49188641	2.370212766
ANTTUR0333	2	3.19	2.243678161	3.97271487	3.139385275
ANTTUR0334	2	4.017482517	2.216883117	3.965540541	3.410579345
ANTTUR0338	3.842105263	3.830188679	3.765013055	4.101752022	3.150649351
ANTTUR0339	2.806818182	4.038461538	2.528132992	4.136546185	3.370084811
ANTTUR0340	2.536912752	4.266304348	2.761764706	3.81147541	2.416666667
ANTTUR0341	2.5	2.479381443	2.324675325	3.426196809	3.146359048
ANTTUR0342	2.357142857	2.25751073	3.066282421	3.278795812	3.03223594
ANTTUR0343	2.728882834	2.433417085	2.838963964	3.717828418	3.526752072
ANTTUR0344	2	2.247807018	3.765861027	3.464901478	2.596131968
ANTTUR0345	2.12633833	3.049429658	3.428571429	3.297715054	3.086486486
ANTTUR0346	1.153179191	3.371040724	2.379888268	3.165545087	3.909747292
ANTTUR0347	2.447154472	3.396875	3.134943182	3.68024032	2.495946942
ANTTUR0348	1.823809524	3.172131148	4.124277457	2.909963986	3.216235129
ANTTUR0349	1.237288136	2.109170306	3.516709512	3.377617801	3.429885057
ANTTUR0350	1.636986301	2.983766234	3.744303797	2.376262626	2.738827626
ANTTUR0351	2.52991453	2.410179641	3.61498708	3.021423384	2.391111111
ANTTUR0352	2	1.984496124	3.772222222	2.890957447	2.413134328
ANTTUR0353	2.5	2.95754717	3.468579235	3.398294762	3.432662539
ANTTUR0354	2.5	3.328947368	4.03313253	3.889897843	2.978537894
ANTTUR0355	2.19379845	2.193370166	4.052631579	2.306504961	3.368115942
ANTTUR0356	2.160194175	2.487730061	3.253644315	2.294794189	2.543365882
ANTTUR0357	2.177672956	3.5546875	3.454896907	3.430379747	3.517777778
ANTTUR0358	2.284974093	2.827702703	3.867231638	3.454668471	3.112367491
ANTTUR0359	2.262987013	2.892592593	3.776536313	3.594478528	3.274631497
ANTTUR0360	2.5	3.173469388	4.041036717	3.800575264	3.468908337
ANTTUR0361	3.5	3.261603376	3.128531073	2.837623762	3.41015625
ANTTUR0362	2	3.093023256	3.916901408	2.570673712	2.678861789
ANTTUR0363	2.671641791	3.065891473	4.011267606	3.158496732	3.766266582
ANTTUR0364	3.378787879	2.730392157	3.919117647	2.152309613	2.991867715
ANTTUR0365	3.5	2	3.799392097	3.445196211	2.514127424
ANTTUR0366	3.029411765	2.544247788	3.831395349	2.377445932	3.847728727
ANTTUR0367	3.566666667	3.469387755	3.780701754	4.166863905	2.466619817
ANTTUR0368	2.542207792	2.907185629	4.264568765	2.235735736	2.533287577
ANTTUR0369	2.188034188	2.980519481	4.034883721	3.466257669	2.912840985
ANTTUR0370	3.3875	3.360215054	2.185770751	3.582027168	2.62033195
ANTTUR0371	3.385714286	2.951086957	3.941087613	3.328648649	2.632884479
ANTTUR0372	3.023255814	3.576530612	4.025	3.79200542	2.457603364
ANTTUR0373	3.578947368	3.991803279	4.084821429	2.592680608	3.053076923
ANTTUR0374	2.725127551	2	4.126822157	3.676214197	3.316532258
ANTTUR0375	2.898550725	3.101941748	3.504518072	3.171328671	2.22801698
ANTTUR0376	3.450920245	3.879310345	3.431686047	3.895013123	2.980888139
ANTTUR0377	2.308333333	3.720930233	3.412857143	3.048521257	3.267690254
ANTTUR0378	2.264916468	2	3.719764012	3.497956403	2.635552505
ANTTUR0379	3.128205128	2.07079646	3.419736842	4.238154613	3.50200267
ANTTUR0380	2	3.638392857	3.397360704	2.475672215	3.199864956
ANTTUR0381	3.421383648	2.55785124	3.171130952	3.533492823	3.153072626
ANTTUR0382	2.968085106	2.774193548	3.631195335	3.855510753	2.666209733
ANTTUR0384	2	2.140350877	2.917929293	2.861922714	3.224137931
ANTTUR0385	2.357677903	2.631578947	3.491477273	2.395348837	2.586185439
ANTTUR0386	3.491869919	2.815972222	2.140438247	2.349951124	2.767132402
ANTTUR0387	4	3.637931034	3.09009009	3.893296854	3.13896648
ANTTUR0388	3.1	3.433673469	2.787790698	3.428977273	2.561403509
ANTTUR0389	2.666666667	2.165	3.483247423	3.659347553	2.356305996
ANTTUR0390	4	3.276041667	3.810623557	2.698412698	2.631330182
ANTTUR0392	2.5	4.447368421	2.061111111	3.681467181	2.620520028
ANTTUR0393	4.163461538	3.473684211	2.180769231	3.414268585	2.538212435
ANTTUR0394	3.278481013	3.456140351	3.361522199	3.811643836	2.875949367
ANTTUR0395	3.5	3.473451327	3.568656716	3.784090909	3.492592593
ANTTUR0396	2.5	3.834951456	3.472938144	3.581788441	2.897765097
ANTTUR0397	2.594059406	3.199029126	3.775925926	2.848236463	2.627972028
ANTTUR0398	2.954282964	3.829545455	2.81237911	4.099791014	3.242607527
ANTTUR0399	2	3.777108434	2.507122507	3.099724626	3.13122807
ANTTUR0400	3	3.102150538	3.091008772	2.617173524	3.241053342
ANTTUR0402	4	3.607142857	2.126005362	4.19989339	2.637130802
ANTTUR0403	3.947712418	3.425	3.549253731	2.676506024	2.917462483
ANTTUR0404	3.427083333	3.272727273	2.517311609	2.554259043	2.490859851
ANTTUR0405	3.127819549	4.016447368	4.152334152	3.014590348	2.924335378
ANTTUR0406	4	2.908163265	2.135108481	2.665294118	2.661691542
ANTTUR0407	3.404761905	3.712121212	3.303617571	2.707064555	3.262860728
ANTTUR0408	3.277777778	3.545918367	3.718295218	2.590036014	3.79864532
ANTTUR0409	2.070409982	3.668478261	3.434210526	3.546621622	2.964846202
ANTTUR0410	2	3.715909091	3.852238806	3.42015855	3.003401361
ANTTUR0411	2.104972376	3.768817204	2.472527473	2.383233533	2.581950896
ANTTUR0412	1.761299435	3.543478261	3.669291339	3.132634458	2.88
ANTTUR0413	2.462569316	3.871323529	3.217073171	3.300675676	2.647098976
ANTTUR0414	2.670289855	3.760683761	3.958806818	2.620467836	2.593792173
ANTTUR0415	2.582089552	1.963276836	3.026223776	3.804396843	2.996580027
ANTTUR0416	3.053097345	3.870786517	3.528528529	3.460661345	2.642149929
ANTTUR0417	2	3.880681818	4.126984127	3.064530686	3.027740189
ANTTUR0418	2.5	4.130681818	2.424242424	2.86627907	2.450966851
ANTTUR0419	2.406130268	4.080645161	3.482543641	3.212062257	2.714285714
ANTTUR0600	2	3.244318182	3.887096774	2.745087901	3.099123399
ANTTUR0601	2.436363636	3.510638298	2.680147059	2.802024747	3.05003127
ANTTUR0602	2.201388889	3.682291667	2.291666667	3.10727056	2.984357542
ANTTUR0603	2.074626866	3.769662921	2.270114943	2.712577963	2.529290145
ANTTUR0604	2.658959538	3.272321429	3.962349398	2.533411489	3.386928105
ANTTUR0605	2.677884615	3.472826087	3.37587007	2.816989738	2.543086172
ANTTUR0606	2.704861111	3.407608696	3.64516129	2.685406699	2.53187251
ANTTUR0607	2.504132231	3.606382979	2.736983842	2.731229597	2.657446809
ANTTUR0608	3.290697674	2.830578512	3.547222222	3.238421053	2.769640479
ANTTUR0609	2.72622108	3.654639175	3.227272727	3.526957638	3.21309371
ANTTUR0610	2.480582524	1.971098266	3.851681957	2.974035608	3.145305003
ANTTUR0611	2.495	3.068181818	3.796662546	2.588410992	3.090664876
ANTTUR0612	3.5	2.989473684	3.429515419	3.27324263	2.317161916
ANTTUR0613	2	3.409482759	2.784377543	3.405762305	2.376551724
ANTTUR0614	2	3.536231884	4.015625	3.228686636	2.7545676
ANTTUR0615	2.5	2.047945205	3.011935484	2.864620939	2.840540541
ANTTUR0616	2.705555556	2.361344538	2.598817568	2.927011494	2.425503356
ANTTUR0617	3.493670886	3.03164557	4.158510638	2.545977011	2.652827487
ANTTUR0618	2.59375	3.761363636	2.768939394	2.759792627	3.424814565
ANTTUR0619	3.35	3.090517241	2.612048193	3.060292326	3.00747198
ANTTUR0620	2.5	3.463541667	2.84059633	3.377338877	2.787548139
ANTTUR0621	4	2.765363128	2.763349515	3.889227642	2.081879195
ANTTUR0622	2	2.727272727	2.636132316	3.176963351	2.568888889
ANTTUR0623	2.816326531	2.993333333	2.778894472	3.287442396	3.268679245
ANTTUR0624	3.5	2.036697248	3.686011905	2.681514477	3.444527736
ANTTUR0625	3.5	3.408045977	3.381118881	2.690734055	2.461783439
ANTTUR0626	2	2.278106509	2.488235294	2.983758701	2.962112514
ANTTUR0627	2	4.087301587	3.099826389	2.542710706	2.8359375
ANTTUR0628	3.5	2.28	3.098623853	2.973193473	3.404627892
ANTTUR0629	2.5	2.75	2.58353222	2.873792271	2.612430168
ANTTUR0630	2	3.444444444	3.815366972	3.071264368	2.845637584
ANTTUR0631	2	3.134228188	3.488235294	2.570339977	3.170006911
ANTTUR0632	2	3.934065934	2.917948718	2.75360924	2.683991684
ANTTUR0633	2.107142857	2.338461538	2.798561151	3.177676538	3.493924666
ANTTUR0634	3.184210526	3.810810811	3.185849057	3.083941606	2.43722116
ANTTUR0635	2.5	3.133858268	2.802874743	3.004516712	2.487127371
ANTTUR0636	2.795918367	3.836734694	2.643835616	2.633215962	2.501140251
ANTTUR0637	3.243589744	2.821596244	2.993811881	3.519715225	2.901851852
ANTTUR0638	3.324324324	3.613636364	2.787190083	2.60325477	3.641252553
ANTTUR0639	2.842696629	3.977477477	2.47094431	2.474186308	3.445121951
ANTTUR0640	3.223529412	2.529126214	2.705882353	2.847406514	3.440221147
ANTTUR0641	2.676829268	3.012295082	2.652119701	2.772573363	3.900920028
ANTTUR0642	3.5	3.946236559	2.844713656	3.345405405	3.046460177
ANTTUR0643	3.154545455	2.461139896	3.256302521	3.23255814	3.399575672
ANTTUR0644	3.913793103	2.32038835	3.33839779	3.115340909	3.57591902
ANTTUR0645	3.5	2.236413043	2.946737683	2.473026973	3.426618416
ANTTUR0646	3	3.879310345	2.503703704	2.535798122	2.686889819
ANTTUR0647	3.070588235	3.482014388	3.153132251	2.917835671	3.454078722
ANTTUR0648	3.5	3.438679245	3.4425	3.003436426	3.911825017
ANTTUR0649	4.608695652	2.697044335	3.0657277	2.5456621	3.917337235
ANTTUR0650	3.396226415	3.217821782	3.068527919	2.823312883	3.393222162
ANTTUR0651	3	2.768595041	2.890995261	3.715182648	3.281509434
ANTTUR0652	3.197674419	3.898876404	2.621176471	3.049484536	3.351918899
ANTTUR0653	3.397727273	3.697771588	2.467933492	2.953426124	3.054364472
ANTTUR0654	3	2.810810811	3.21483376	2.018665158	3.247486466
ANTTUR0655	3.325	2.693929174	3.109278351	2.734290147	3.315336463
ANTTUR0656	4.032258065	3.875757576	3.798387097	3.638044914	3.44207723
ANTTUR0657	3	3.026056338	3.238541667	3.568537859	3.407521105
ANTTUR0658	3.376984127	2.699541284	3.328605201	2.58492569	3.429545455
ANTTUR0659	2.202531646	4.047770701	2.712837838	2.826310861	3.421093149
ANTTUR0660	2	2.783333333	2.537593985	2.807645631	3.438210766
ANTTUR0661	3.434782609	2.66015625	3.163095238	3.475051975	3.362811791
ANTTUR0662	3.239130435	2.723021583	2.469339623	2.520310633	2.757803468
ANTTUR0663	3.5	2.751968504	2.546004843	2.935079727	3.331967213
ANTTUR0664	3.551724138	2.82173913	3.048346056	3.252051583	2.967886482
ANTTUR0665	3	2.805785124	3.008196721	2.940898345	3.301020408
ANTTUR0666	3.0625	3.638888889	2.63373494	3.838838839	2.229712859
ANTVOR0001	2.725	3.319852941	2.602777778	2.638207044	2.341696535
ANTVOR0002	3.222222222	2.640449438	3.002325581	2.580831409	2.373978202
ANTVOR0003	2.544776119	2.797619048	2.881930185	2.492585728	2.347528145
ANTVOR0004	3.321428571	2.875886525	2.835616438	3.025862069	2.269392034
ANTVOR0005	3.211538462	2.707692308	2.679268293	3.902312139	3.148597422
ANTVOR0006	3.65	3.741007194	3.44789357	3.819946452	3.174136664
ANTVOR0007	2	3.308270677	2.677345538	3.83451119	3.568366593
ANTVOR0008	2.756097561	2.951834862	2.186788155	4.107533414	3.34028777
ANTVOR0009	2.06122449	2.734848485	2.983544304	3.41954023	2.243406593
ANTVOR0010	2.707207207	3.120320856	2.546082949	3.665659008	2.380116959
ANTVOR0011	2.40625	2.829268293	3.306277056	3.788708298	2.385604113
ANTVOR0012	2.808219178	2.408450704	3.311594203	3.752147239	2.709917972
ANTVOR0013	2.899193548	2.705645161	3.092941176	3.045942721	2.816958277
ANTVOR0014	2	2.815151515	2.516732283	3.729779412	3.044966443
ANTVOR0015	2	2.434615385	2.480440098	4.193063584	3.012781955
ANTVOR0016	2.270186335	2.548148148	2.871062992	4.273417722	3.619306594
ANTVOR0017	3.108695652	2.714876033	2.866197183	3.733476395	3.000685871
ANTVOR0018	2.671232877	3.01	2.490697674	3.62911726	2.844268205
ANTVOR0019	2.892241379	3.144654088	2.819587629	3.561881188	2.923407301
ANTVOR0020	2.63902439	2.574257426	3.685747664	3.452412869	2.873966942
ANTVOR0021	2.725	2.775409836	2.963414634	3.769594595	2.083795014
ANTVOR0022	2.680851064	2.577868852	3.082441113	3.839088398	3.409436834
ANTVOR0023	2	3.165441176	2	3.584831461	2.416604338
ANTVOR0024	3.166666667	3.52892562	2.791784703	3.820564516	3.823917828
ANTVOR0025	2	2.944852941	3.668571429	3.730921053	2
ANTVOR0026	3.1875	3.033057851	3.604519774	3.719891746	3.406727829
ANTVOR0027	2.757575758	2.840909091	2.61695279	3.672823219	2.627557981
ANTVOR0028	2.486842105	2.740740741	2.784684685	3.718708827	2.305072967
ANTVOR0029	2.137142857	2.622137405	2.707379135	2.758049242	2.756277696
ANTVOR0030	2.103448276	3.205882353	3.337113402	3.396051103	2.714082504
ANTVOR0031	3.051724138	2.7	2.32125	3.353515625	2.794559771
ANTVOR0033	2.241525424	3.5	2.777906977	3.306144068	2.676238335
ANTVOR0034	3.342105263	3.200617284	3.175182482	2.535196687	2.702327885
ANTVOR0035	2.339805825	3.255725191	2.984146341	2.41136141	2.333333333
ANTVOR0036	2.886363636	2.774647887	3.706692913	2.634371396	2.35015015
ANTVOR0037	2.323420074	2.602459016	2.705944798	2.738425926	2.420096852
ANTVOR0038	2.481481481	3.093283582	2.630331754	2.608695652	2.377962085
ANTVOR0039	2.594202899	2.630434783	2.255731922	3.589285714	2.350845411
ANTVOR0040	2.549019608	2.441860465	2.994023904	3.490433673	2.173455979
ANTVOR0041	2.630434783	3.175213675	3.8	3.878361076	2.18
ANTVOR0042	3.34375	3.169117647	3.637829912	3.811960543	2.204707561
ANTVOR0043	2.233050847	2.803149606	3.682926829	2.30513729	2.181064271
ANTVOR0045	2.58	2.615979381	4.001282051	2.419389978	2.764204545
ANTVOR0046	2.607476636	2.744525547	3.475274725	2.358359957	3.005003574
ANTVOR0047	3.19047619	2.808383234	3.817010309	2.795188557	2.927133935
ANTVOR0048	2.52991453	2.71627907	3.549114332	2.899769585	2.711318052
ANTVOR0049	2.925	2.8203125	3.509574468	3.26241535	2.755355909
ANTVOR0050	2.494023904	3.402027027	2.940298507	3.285340314	2.279454023
ANTVOR0051	2	2.76618705	3.469911504	4.047235023	2.589361702
ANTVOR0052	2.517857143	2.043165468	4.151913876	3.108391608	2.334534968
ANTVOR0053	4.333333333	3.076271186	4.255405405	2.95471464	2.307520477
ANTVOR0054	2.867307692	2.492907801	3.53030303	3.167281673	2.535346097
ANTVOR0055	2.261589404	3.388157895	3.644285714	2.976744186	2.795257374
ANTVOR0056	2.706978588	3.318181818	3.534391534	2.542991755	2.906596614
ANTVOR0057	3.014705882	2.929104478	3.494047619	3.858189081	2.956480153
ANTVOR0058	2.563765941	2.522857143	3.663204748	2.567057292	3.330137807
ANTVOR0059	2.714285714	2.508064516	3.9	4.017088608	3.071108264
ANTVOR0060	2.962264151	2.831428571	3.576834862	2.212195122	3.342541436
ANTVOR0061	2.897590361	2.759259259	3.744837758	3.711305518	2.615535248
ANTVOR0062	2.790909091	2.452205882	3.844729345	2.899425287	2.462740385
ANTVOR0063	2.415966387	2.791304348	3.738872404	2.666666667	2.762507535
ANTVOR0064	2.686868687	3.540441176	3.586956522	3.116025641	2.468200271
ANTVOR0065	2.311688312	2.708823529	3.723988439	2.700488998	2.414504325
ANTVOR0066	2.471910112	3.060509554	2.443533698	2.947466007	3.238285714
ANTVOR0067	3.185185185	2	3.213270142	2.794081381	2.933065596
ANTVOR0068	2.815789474	2.870242215	3.30027933	2.824766355	3.132236842
ANTVOR0069	2.601941748	3.505263158	3.481953291	2.375699888	3.365355522
ANTVOR0070	2.682330827	3.479381443	2.531893004	2.476892822	3.250788644
ANTVOR0071	2.676923077	2.733766234	2.228323699	2.570858283	3.193759071
ANTVOR0072	2.481481481	2.859693878	2.519002375	2.544046467	3.398822664
ANTVOR0073	2.830645161	2.631355932	2.735211268	2.494	3.247569185
ANTVOR0074	2.732758621	3.426829268	2.559782609	2.279801325	3.113589426
ANTVOR0075	2.522193211	2.427419355	3.587896254	2.284180791	2.573456352
ANTVOR0076	2.924528302	2.681818182	3.443989071	2.279212792	3.384447674
ANTVOR0077	2.527777778	2.968	3.922651934	2.283511269	2.507358094
ANTVOR0078	2.782967033	3	3.781984334	2.888820639	3.372356495
ANTVOR0079	2.288	3.272988506	2.429752066	3.495073892	2.815405046
ANTVOR0080	2.5	2.872611465	2.49339207	2.975595238	3.51744186
ANTVOR0081	2.627840909	2.861940299	2.123110151	2.78009828	3.31495098
ANTVOR0082	2.527777778	2.064593301	2.651129944	3.080985915	3.438722295
ANTVOR0083	2.666666667	3.234104046	2.78286385	2.637824475	3.385844749
ANTVOR0084	2.587912088	3.476377953	3.240184758	2.722826087	3.157303371
ANTVOR0085	2.688356164	3.181318681	3.126420455	2.418952618	2.21846554
ANTVOR0086	2.726993865	3.1328125	4.102625298	2.432816537	3.448480845
ANTVOR0087	2.112244898	3.777777778	2.785714286	2.753512133	2.902545003
ANTVOR0088	2.590648855	3.360576923	2.873333333	2.840075259	3.296803653
ANTVOR0089	2.586956522	3.513043478	3.016971279	2.904852521	3.431633407
ANTVOR0090	2.406504065	2.822649573	3.057177616	3.214072971	3.344175492
ANTVOR0091	2.977011494	3.25	2.513349515	3.525565388	3.489071038
ANTVOR0092	2.328125	2.540322581	3.905797101	3.175241158	3.322509225
ANTVOR0093	2.803370787	3.080952381	2.601123596	3.53760282	2.747030879
ANTVOR0094	2.703703704	3.996240602	4.021621622	2.910989011	2.527572484
ANTVOR0095	2.663793103	4.204761905	2.203084833	2.666996047	3.439683586
ANTVOR0096	2.5	3.178423237	3.779761905	2.907333994	3.371761658
ANTVOR0097	2.603658537	3.582474227	2.688679245	2.479381443	3.299847793
ANTVOR0098	2.06043956	3.177272727	2.732009926	2.879910213	3.445643793
ANTVOR0099	2.673684211	3.415730337	3.191780822	3.536245353	3.348571429
ANTVOR0101	2.647058824	3.642857143	2.574550129	3.016365688	3.661741835
ANTVOR0102	2.328947368	3.674698795	2.84828496	3.198561947	3.096491228
ANTVOR0103	2.753731343	3.161870504	2.704427083	3.708994709	2.759245283
ANTVOR0104	2.58045977	3.657303371	2.683834049	3.635180521	2.782688766
ANTVOR0105	2.272321429	3.963917526	2.533564815	3.352756892	2.76183432
ANTVOR0106	2.685950413	3.816666667	2.526819923	3.825864277	3.475894246
ANTVOR0107	2.638095238	3.276041667	2.581372549	3.712598425	3.490151515
ANTVOR0108	2.375	3.563829787	2.518939394	3.347179169	3.552099533
ANTVOR0109	2.421052632	2.14507772	2.45703125	2.882783883	3.381099923
ANTVOR0110	2.682291667	2.740458015	2.242152466	3.699498118	3.498511905
ANTVOR0111	2.625	3.18556701	2.217889908	2.678271309	3.54853621
ANTVOR0112	2.728070175	3.780254777	2.221794872	3.813403417	2.91716329
ANTVOR0113	2.527777778	2.5	2.20320197	2.767597765	2.953580902
ANTVOR0114	2.547619048	2.22311828	2.664524422	3.849874372	2.68787515
ANTVOR0115	2.575757576	2.545454545	3.597911227	3.458502024	2.866804693
ANTVOR0116	2.357638889	2.819642857	2.895577396	3.784388646	2.160224877
ANTVOR0117	2.637096774	2.512295082	2.65625	3.800268097	2.159348442
ANTVOR0118	2	3.9	3.132926829	3.431353457	3.481868132
ANTVOR0119	2.65	3.509615385	2.535340314	2.299238303	3.446116797
ANTVOR0120	2.896825397	3.93627451	2.527918782	3.833333333	3.161180477
ANTVOR0121	2.969594595	3.665178571	2.453947368	3.001026694	3.549053356
ANTVOR0122	2.794392523	2.631914894	2.462078652	3.5	3.404486744
ANTVOR0123	2.34375	2.723333333	2.806849315	3.817307692	2.92512599
ANTVOR0124	2.48	2.126582278	2.730978261	3.645225464	2.726096334
ANTVOR0125	2.479591837	2.376237624	2.682234432	3.505208333	2.897530864
ANTVOR0126	2.593137255	2.874074074	3.025198939	3.430395913	2.844036697
ANTVOR0127	2.526785714	2.878571429	3.680188679	2.744208494	3.333076923
ANTVOR0128	2.347826087	3.25	2.957173448	2.723041475	3.322166785
ANTVOR0129	2.675324675	3.909090909	3.593446602	3.604767184	3.200141945
ANTVOR0130	2.642857143	2.5234375	2.837028825	3.606681034	2.933231005
ANTVOR0131	2.604368932	2.553571429	2.80984556	3.537234043	3.389230769
ANTVOR0132	2.58125	2.694690265	2.696498054	3.591711957	3.271006813
ANTVOR0133	2	2.887596899	2.156908665	3.710784314	3.367362146
ANTVOR0134	2.883196721	2.5	2.989726027	3.752739726	2.562282533
ANTVOR0135	3	3.627777778	3.530411449	3.363231552	2.405073021
ANTVOR0136	2.863636364	2.52020202	2.648148148	3.245394737	3.55925639
ANTVOR0137	2.691823899	3.91509434	3.042410714	3.302845528	2.700659341
ANTVOR0138	2.722891566	2.163793103	3.655172414	2.869871795	2.768858801
ANTVOR0139	3.117283951	3.219101124	3.591263651	3.897119342	2.9170698
ANTVOR0140	2.794285714	2.701492537	3.441798942	3.766887417	3.292421194
ANTVOR0141	2.363636364	2.81300813	3.785907859	3.887517147	3.223880597
ANTVOR0142	2.482608696	2.955882353	3.707977208	3.664842681	2.958304853
ANTVOR0143	2.6875	2.618421053	3.12006237	3.842412451	2.685256764
ANTVOR0144	2.930693069	2.651785714	2.882124352	3.907432432	2.707616708
ANTVOR0145	2.617948718	2.714912281	3.727272727	3.04337232	3.045743329
ANTVOR0146	2.64375	2.567518248	2.632169576	3.080067189	3.383257031
ANTVOR0147	2.691964286	2.921985816	3.827635328	2.714005877	2.460231135
ANTVOR0148	2	2.655737705	2.832957111	2.959554513	3.222896133
ANTVOR0149	2.549479167	2.681818182	4.018766756	2.403245192	2.97498213
ANTVOR0150	2.339622642	2.581521739	3.375	2.337181045	2.963357761
ANTVOR0151	3.633333333	2.592696629	3.899558499	3.650528169	3.141319943
ANTVOR0152	2.903669725	2.201388889	3.970501475	3.486673248	2.697050938
ANTVOR0153	2.696428571	2.111510791	3.288679245	3.272518382	3.303687636
ANTVOR0154	2.227272727	2.100877193	2.225982533	3.726212687	2.882195448
ANTVOR0155	2.591463415	2.113821138	3.83972912	3.75	3.373690338
ANTVOR0156	2.517515924	2.805084746	2.784552846	3.10723192	3.20758483
ANTVOR0157	3.038184438	3.553097345	3.485380117	3.097273854	2.903950954
ANTVOR0158	2.252808989	2.812	3.763157895	3.035641548	3.076487252
ANTVOR0159	2.541366906	2.738938053	3.49132948	3.169891173	3.36641791
ANTVOR0160	2.91588785	3.132	3.244630072	3.758480326	3.075370121
ANTVOR0161	2.315789474	2.5	3.430136986	3.667279412	3.07466973
ANTVOR0162	2.858858859	2.06779661	2.742085661	3.570110701	3.178498986
ANTVOR0163	3.5	2.554545455	2.70877193	3.334231806	3.193510324
ANTVOR0164	2.757352941	2.396907216	3.531674208	3.748985115	3.092644979
ANTVOR0165	2.375	3.12745098	3.643167028	3.573607427	3.203776042
ANTVOR0166	3.384615385	2.509852217	3.62034384	3.737354086	3.157093426
ANTVOR0167	3.5	2.846938776	3.764179104	2.924494649	3.22797579
ANTVOR0168	2.608	2.7921875	3.836340206	2.396761134	3.164565362
ANTVOR0169	3.5	3.628787879	3.806990881	3.713215259	3.163661581
ANTVOR0170	3	2.48427673	3.437669377	2.912837838	3.395820139
ANTVOR0171	3.5	3.337209302	3.332857143	3.085931559	3.585120643
ANTVOR0172	3.5	2.614864865	3.633200795	3.098004695	3.255374593
ANTVOR0173	4.7375	3.411111111	2.553867403	3.521517554	2.526542324
ANTVOR0174	2.024390244	2.715083799	3.932024169	3.390117035	3.285331547
ANTVOR0175	2.118181818	2.01119403	3.658430233	3.332946636	2.903621854
ANTVOR0176	2.5	3.003571429	3.818181818	2.945284698	2.926812104
ANTVOR0177	3.254658385	3.363861386	3.767371601	2.786220871	2.388739946
ANTVOR0178	2.36440678	2.424460432	3.884401114	3.494720169	2.85787172
ANTVOR0179	2	3.157342657	3.851796407	3.693107221	3.242770167
ANTVOR0180	2.5	3.369791667	3.03030303	2.512110727	3.323756132
