loc_code	codeplas	index_0m	index_50m	index_100m	index_150m	index_200m
WV_BBV_002	WVLBRN0422	2.400651466	3.068807339	3.825513196	3.252453167	3.360930736
WV_ZEB_004	WVLBRU0368	2.284267913	3.087155963	4	3.195995785	3.707241911
WV_ZEB_003	WVLBRU0369	1.84120983	4.172413793	3.533557047	4.119372442	3.503448276
WV_ZEB_007	WVLBRU0374	1.710930443	3.701834862	3.861878453	2.126566416	3.71640625
WV_ASS_001	WVLBRU1212	2.523364486	3.523923445	1.885010267	4.000609013	3.644067797
WV_DAM_001	WVLDAM0090	2.458206687	3.868794326	4.081896552	4.098984772	3.848351648
WV_BDH_006	WVLDEH0011	1.232142857	3.747787611	3.918732782	3.305719921	3.34965035
WV_BDH_002	WVLDEH0012	1.445945946	3.301948052	3.911242604	4.190821256	3.316111489
WV_BDH_008	WVLDEH0220	1.735849057	4.494505495	3.786666667	4.244808743	3.891172914
WV_BRE_009	WVLDEH0242	2	3.482608696	3.851203501	3.954770756	3.739005047
NA	WVLDEP0007	3.534883721	3.75	3.914634146	3.878277154	3.822510823
WV_CAB_009	WVLDEP0008	2.323899371	4	4.310576923	3.879873551	3.567785235
WV_CAB_010	WVLDEP0012	2.023550725	3.944852941	4.224874372	4.33682266	4
WV_WES_031	WVLDEP0047	1.287671233	3.761061947	4.054846939	4.153482881	3.928571429
WV_WES_009	WVLDEP0051	1	3.931623932	4.044973545	4.35791757	2.961486486
WV_WES_014	WVLDEP0057	1	4.327586207	3.940184049	4.114893617	3.856946355
WV_WES_003	WVLDEP0058	1.296296296	3.945833333	4.033149171	3.520915033	3.945205479
WV_WES_012	WVLDEP0061	1.342105263	4.274336283	4.04005168	4.234752589	3.911994322
WV_WES_007	WVLDEP0065	1.261904762	3.688034188	4.150914634	4.275429326	3.753063725
WV_WES_006	WVLDEP0067	1.553191489	4.018115942	3.383206107	3.900595238	3.878474467
WV_WES_038	WVLDEP0070	1.468562874	4.063451777	3.965	4.142064373	3.485141159
WV_WES_018	WVLDEP0073	1.261904762	4.351351351	3.950268817	4.208284714	3.761515602
WV_HOS_001	WVLDEP0075	3.22826087	3.675	3.912820513	4.060287611	3.66939332
WV_CAB_023	WVLDEP0097	4	3.270833333	3.921052632	4.258663366	3.991260015
WV_CAB_031	WVLDEP0119	4	2.760683761	3.863309353	4.303675048	3.849056604
WV_WES_044	WVLDEP0167	1.211538462	3.891959799	3.966666667	3.844315245	3.795408508
WV_BLA_001	WVLDIK0136	2.67699115	3.134020619	4.011235955	4.157894737	3.50348567
WV_VIC_001	WVLDIK0187	3.035528596	4.131756757	3.887426901	4.24934555	3.835798817
WV_BLA_002	WVLDIK1027	2.083870968	4.158163265	3.937046005	3.994282084	4.064269319
WV_GAV_002	WVLHAR0110	2.5	3.640804598	4.116	4.316167665	4.032444124
WV_GAV_001	WVLHAR0329	2.123024605	4.102803738	4.294871795	3.531941032	3.940828402
NA	WVLHOU0087	2.274358974	3.921052632	4.136476427	3.729781772	3.945730825
WV_HOU_001	WVLHOU0087	2.274358974	3.921052632	4.136476427	3.729781772	3.945730825
WV_IJZ_001	WVLHOU0157	2.046082949	3.950980392	4.093055556	2.870094723	3.688921497
WV_MDH_003	WVLHOU0552	2	4.22195122	3.746987952	3.901217862	3.642264151
WV_MDH_001	WVLHOU0561	1.536231884	3.985	4.07010582	3.792413793	3.856934307
WV_MDH_002	WVLHOU0568	2	3.613636364	4.128603104	4.115540541	4.008817046
WV_MDH_004	WVLHOU686	NA	NA	NA	NA	NA
WV_VLO_003	WVLJAB0140	1.533807829	3.157894737	2.090789474	3.225452196	3.092976589
WV_VLO_002	WVLJAB0174	2.037735849	3.960227273	4.134285714	3.925391095	2.750748503
WV_VLO_001	WVLJAB0206	2.065868263	3.564705882	2.032163743	4.090742438	3.644394952
WV_ZWI_042	WVLKNO0002	1.6	3.810344828	2.24742268	4.003726708	3.975428146
WV_ZWI_129	WVLKNO0003	1.603773585	3.514450867	2.285714286	4.073825503	3.861303745
WV_ZWI_116	WVLKNO0014	1.948717949	3.833333333	3.493069307	4.292418773	3.966958867
WV_ZWI_062	WVLKNO0016	3.043478261	3.834586466	3.348773842	4.253937008	3.818917237
WV_ZWI_012	WVLKNO0019	2.797297297	3.432806324	2.00877193	4.155086849	3.93639576
WV_ZWI_119	WVLKNO0020	1.872727273	3.700934579	2.00872093	4.363057325	3.923132705
WV_ZWI_006	WVLKNO0022	3.511111111	3.610576923	1.664627364	3.836045056	3.951652387
WV_ZWI_045	WVLKNO0025	1.43373494	3.792792793	2.61031746	4.081225033	3.959397511
WV_ZWI_043	WVLKNO0028	1.2	4.290598291	1.457746479	3.928484848	3.964649898
WV_ZWI_011	WVLKNO0039	1.486956522	3.794871795	3.9539801	4.259416768	3.795081967
WV_ZWI_040	WVLKNO0058	1.571428571	3.466666667	3.808659218	4.334398977	3.897649735
WV_ZWI_133	WVLKNO0061	4	3.716037736	3.949152542	4.02734375	3.647328244
WV_ZWI_008	WVLKNO0065	2.993506494	3.614583333	3.151351351	4.028915663	3.784413693
WV_HEI_002	WVLKNO0106	2	3.572854291	4.034965035	4.019165727	3.990262172
WV_ZWI_060	WVLKNO0205	3.122807018	3.724576271	3.967329545	3.800511509	3.802325581
WV_ZWI_013	WVLKNO0265	1.452991453	4.20890411	4.118231047	4.372030238	3.672439759
WV_DIE_001	WVLKNO0266	1.693181818	4.24122807	4.238292011	4.073351279	3.672699849
WV_DIE_001_zuid	WVLKNO0266	1.693181818	4.24122807	4.238292011	4.073351279	3.672699849
WV_ZWI_121	WVLKNO0271	2.3	4.46835443	4.335877863	3.974008208	3.992559524
WV_ZWI_158	WVLKNO0275	4	3.340659341	3.937357631	4.146938776	3.84996133
WV_ZWI_162	WVLKNO0280	3.3125	3.510638298	4.269138756	4.228494624	3.494720965
WV_ZWI_124	WVLKNO0283	2	3.904166667	4.370229008	4.017904509	3.049710278
WV_ZWI_165	WVLKNO0284	1.806722689	3.765625	4.074380165	2.668152866	2.727526132
WV_ZWI_191	WVLKNO0288	1.634146341	3.968468468	3.119955157	4.070151307	3.658256881
WV_ZWI_149	WVLKNO0365	2.175115207	4.417322835	3.929216867	4.33162612	3.457309942
WV_ZWI_120	WVLKNO0380	1	4.11	4.305722892	3.936069987	3.152654867
WV_ZWI_157	WVLKNO0388	2.980645161	3.87012987	3.78422619	3.910290237	3.821584529
WV_TYD_007	WVLKOK0001	2	3.5	4.067750678	4.359976663	3.478380233
WV_TYD_009	WVLKOK0010	2.733870968	3.836842105	4.049418605	4.171568627	3.815891473
WV_NOD_016	WVLKOK0017	1.154929577	3.777777778	4.210182768	4.274230331	3.759715026
WV_NOD_010	WVLKOK0028	1.381642512	3.698924731	4.026041667	4.071428571	3.814786585
WV_DUI_001	WVLKOK0041	2.3	4.411564626	3.961842105	4.16862955	3.755707763
WV_NOD_013	WVLKOK0065	1.34	4.082524272	4.46875	4.374255066	3.899230769
WV_TYD_031	WVLKOK0114	3.9	3.920353982	4.21182266	4.034421889	3.437354086
WV_TYD_017	WVLKOK0125	1.314285714	3.961832061	4.403061224	4.136200717	3.826530612
NA	WVLKOK0133	1	3.831858407	4.168326693	4.035276074	3.331613854
WV_MID_001	WVLMID0075	3.015	4.236263736	3.973389356	4.190694626	3.922668688
WV_SBE_004	WVLMID0089	3.315789474	2.870967742	4.207286432	3.974226804	3.930038023
WV_SBE_001	WVLMID0135	1.670542636	3.844444444	4.159438776	3.934670116	3.909442724
WV_WAD_004	WVLMID0136	1.618421053	3.822580645	4.125348189	4.32374541	3.932657495
WV_WAD_002	WVLMID0204	1	4.240196078	4.202898551	4.121026895	3.592534992
WV_SBE_002	WVLMID0220	4	4	4.430703625	4.018392371	3.941754917
WV_LEP_003	WVLNWP0009	2.314685315	3.689795918	4.528225806	4.112811791	3.701991008
WV_IJZ_002	WVLNWP0026	3.407407407	4.274509804	3.620058565	3.699447514	3.65876052
WV_LEP_007	WVLNWP0032	2.7125	3.41025641	3.646437995	3.525504152	2.560786651
WV_KPV_001	WVLOSK0053	2.935185185	3.776470588	3.738872404	2.130328867	4.046734955
WV_ZGV_001	WVLOSK0059	2.137316562	3.924369748	3.46735905	3.925233645	3.563991323
WV_WAP_001	WVLOSK0186	2.460755814	4	3.3	3.614457831	3.965901183
WV_BBV_003	WVLOSK0273	2	3.235576923	2.093373494	4.064181399	3.859259259
WV_LEI_001	WVLOSK0526	2	3.81512605	4.176870748	4.225707257	3.681632653
WV_LEI_003	WVLOSK0526	2	3.81512605	4.176870748	4.225707257	3.681632653
WV_LEI_002	WVLOSK0528	2.25	3.928082192	3.988130564	4.120599739	3.925448029
WV_GUP_001	WVLRUI0009	1.813432836	4.142857143	4.359188544	3.958005249	3.408885542
WV_VEU_001	WVLVEU0343	2.634090909	3.763392857	4.029494382	3.941469489	3.049131216
WV_GUP_002	WVLWIN0255	3.446601942	4.011111111	3.836336336	3.642947103	3.834586466
WV_VLO_004	WVLZED0171	2.379844961	3.630434783	4.384715026	4.419052863	4.018779343
WV_POB_001	WVLZNB0856	2	3.87826087	3.822714681	4.350063532	3.824124514
Onbekend	NA	NA	NA	NA	NA	NA
Ontbrekend	NA	NA	NA	NA	NA	NA
