Typeklasse	Hoofdtype	Vegcode	HoofdLogical	Druk	Milieudruk	EffIndActie	Categorie_voorstel	Rang_voorstel	Rang	Categorie
7	46	74	1	35	35	1	NA	NA	NA	4
7	47	75	1	4	4	1	1	3	3	1
7	47	75	1	5	5	1	NA	NA	NA	4
7	47	75	1	6	6	1	NA	NA	NA	4
7	47	75	1	7	7	1	NA	NA	NA	4
7	47	75	1	8	8	1	2	4	4	2
7	47	75	1	10	10	1	3	5	6	3
7	47	75	1	11	11	1	1	1	1	1
7	47	75	1	12	12	1	1	3	3	1
7	47	75	1	14	14	1	NA	NA	NA	4
7	47	75	1	15	15	1	NA	NA	NA	4
7	47	75	1	16	16	1	1	2	2	1
7	47	75	1	17	17	1	3	7	7	3
7	47	75	1	18	18	1	1	2	2	1
7	47	75	1	19	19	1	NA	NA	NA	4
7	47	75	1	28	28	1	NA	NA	NA	4
7	47	75	1	29	29	NA	NA	NA	5	3
7	47	75	1	30	30	1	NA	NA	NA	4
7	47	75	1	31	31	1	NA	NA	NA	4
7	47	75	1	32	32	1	NA	NA	NA	5
7	47	75	1	33	33	1	NA	NA	NA	5
7	47	75	1	34	34	1	NA	NA	NA	5
7	47	75	1	35	35	1	NA	NA	NA	4
7	61	89	1	4	4	NA	NA	NA	1	1
7	61	89	1	5	5	1	NA	NA	NA	4
7	61	89	1	6	6	1	NA	NA	NA	4
7	61	89	1	7	7	1	NA	NA	NA	4
7	61	89	1	8	8	NA	NA	NA	2	2
7	61	89	1	10	10	1	NA	NA	NA	4
7	61	89	1	11	11	NA	NA	NA	1	1
7	61	89	1	12	12	NA	NA	NA	2	2
7	61	89	1	16	16	NA	NA	NA	1	1
7	61	89	1	17	17	NA	NA	NA	3	3
7	61	89	1	18	18	NA	NA	NA	2	2
7	61	89	1	19	19	1	NA	NA	NA	4
7	61	89	1	26	26	1	NA	NA	NA	4
7	61	89	1	27	27	1	NA	NA	NA	4
7	61	89	1	28	28	1	NA	NA	NA	4
7	61	89	1	29	29	1	NA	NA	NA	4
7	61	89	1	30	30	1	NA	NA	NA	4
7	61	89	1	31	31	1	NA	NA	NA	4
7	61	89	1	32	32	1	NA	NA	NA	5
7	61	89	1	33	33	1	NA	NA	NA	5
7	61	89	1	34	34	1	NA	NA	NA	5
7	61	89	1	35	35	1	NA	NA	NA	4
7	48	76	1	4	4	1	1	2	2	1
7	48	76	1	5	5	1	NA	NA	NA	4
7	48	76	1	6	6	1	NA	NA	NA	4
7	48	76	1	7	7	1	NA	NA	NA	4
7	48	76	1	8	8	1	2	4	4	2
7	48	76	1	9	9	1	3	6	7	3
7	48	76	1	10	10	1	1	1	1	1
7	48	76	1	11	11	1	3	7	8	3
7	48	76	1	12	12	1	2	5	5	2
7	48	76	1	13	13	1	3	8	9	3
7	48	76	1	14	14	1	NA	NA	NA	5
7	48	76	1	15	15	1	NA	NA	NA	5
7	48	76	1	16	16	1	NA	NA	NA	5
7	48	76	1	18	18	1	2	5	5	2
7	48	76	1	26	26	1	NA	NA	NA	4
7	48	76	1	27	27	1	NA	NA	NA	4
7	48	76	1	28	28	1	NA	NA	NA	4
7	48	76	1	29	29	1	2	3	3	2
7	48	76	1	30	30	NA	NA	NA	6	3
7	48	76	1	31	31	2	2	5	5	2
7	48	76	1	32	32	1	NA	NA	NA	5
7	48	76	1	33	33	1	NA	NA	NA	5
7	48	76	1	34	34	1	NA	NA	NA	5
7	48	76	1	35	35	1	NA	NA	NA	4
8	49	77	1	1	1	1	3	9	8	3
8	49	77	1	4	4	1	2	6	4	2
8	49	77	1	5	5	1	NA	NA	NA	4
8	49	77	1	6	6	1	NA	NA	NA	4
8	49	77	1	7	7	1	3	8	7	3
8	49	77	1	8	8	1	2	3	5	3
8	49	77	1	9	9	1	3	9	8	3
8	49	77	1	10	10	1	3	8	7	3
8	49	77	1	11	11	1	3	7	6	3
8	49	77	1	12	12	1	NA	NA	NA	4
8	49	77	1	13	13	1	NA	NA	NA	5
8	49	77	1	14	14	1	NA	NA	NA	4
8	49	77	1	15	15	1	NA	NA	NA	4
8	49	77	1	16	16	1	1	1	1	1
8	49	77	1	17	17	1	2	5	2	1
8	49	77	1	18	18	1	3	9	8	3
8	49	77	1	19	19	1	2	4	3	2
8	49	77	1	26	26	1	NA	NA	NA	4
8	49	77	1	27	27	1	NA	NA	NA	4
8	49	77	1	28	28	1	3	8	7	3
8	49	77	1	29	29	1	NA	NA	NA	4
8	49	77	1	30	30	1	3	8	7	3
8	49	77	1	31	31	1	3	8	7	3
8	49	77	1	32	32	1	NA	NA	NA	5
8	49	77	1	33	33	1	NA	NA	NA	5
8	49	77	1	34	34	1	NA	NA	NA	5
8	49	77	1	35	35	1	NA	NA	NA	4
8	50	78	1	1	1	1	3	7	7	3
8	50	78	1	4	4	1	2	3	3	2
8	50	78	1	5	5	1	NA	NA	NA	4
8	50	78	1	6	6	1	NA	NA	NA	4
8	50	78	1	7	7	1	3	6	6	3
8	50	78	1	8	8	1	2	2	2	2
8	50	78	1	9	9	1	3	7	7	3
8	50	78	1	10	10	1	3	6	6	3
8	50	78	1	11	11	1	2	4	4	2
8	50	78	1	12	12	1	3	5	5	3
8	50	78	1	14	14	1	NA	NA	NA	4
8	50	78	1	15	15	1	NA	NA	NA	4
8	50	78	1	16	16	1	1	1	1	1
8	50	78	1	18	18	1	3	7	7	3
8	50	78	1	19	19	1	NA	NA	NA	4
8	50	78	1	28	28	1	3	6	6	3
8	50	78	1	29	29	1	NA	NA	NA	4
8	50	78	1	30	30	1	3	6	6	3
8	50	78	1	31	31	1	3	6	6	3
8	50	78	1	32	32	1	NA	NA	NA	5
8	50	78	1	33	33	1	NA	NA	NA	5
8	50	78	1	34	34	1	NA	NA	NA	5
8	50	78	1	35	35	1	NA	NA	NA	4
8	51	79	1	1	1	1	3	10	10	3
8	51	79	1	4	4	1	2	6	6	2
8	51	79	1	5	5	1	NA	NA	NA	4
8	51	79	1	6	6	1	NA	NA	NA	4
8	51	79	1	7	7	1	3	10	10	3
8	51	79	1	8	8	1	1	3	4	2
8	51	79	1	9	9	1	2	8	7	2
8	51	79	1	10	10	1	2	7	8	3
8	51	79	1	11	11	1	1	2	2	1
8	51	79	1	12	12	1	2	4	5	2
8	51	79	1	13	13	1	3	9	9	3
8	51	79	1	14	14	1	3	9	9	3
8	51	79	1	15	15	1	NA	NA	NA	5
8	51	79	1	16	16	1	1	1	1	1
8	51	79	1	17	17	1	3	9	9	3
8	51	79	1	18	18	1	2	5	3	1
8	51	79	1	26	26	1	NA	NA	NA	4
8	51	79	1	27	27	1	NA	NA	NA	4
8	51	79	1	28	28	1	3	9	9	3
8	51	79	1	29	29	1	3	10	10	3
8	51	79	1	30	30	1	3	9	9	3
8	51	79	1	32	32	1	NA	NA	NA	5
8	51	79	1	33	33	1	NA	NA	NA	5
8	51	79	1	34	34	1	NA	NA	NA	5
8	51	79	1	35	35	1	NA	NA	NA	4
10	52	80	1	1	1	1	3	5	7	3
10	52	80	1	4	4	1	2	4	4	2
10	52	80	1	5	5	1	3	5	7	3
10	52	80	1	6	6	1	NA	NA	NA	4
10	52	80	1	7	7	1	NA	NA	NA	4
10	52	80	1	8	8	1	1	3	3	1
10	52	80	1	9	9	1	1	1	1	1
10	52	80	1	10	10	1	NA	NA	NA	4
10	52	80	1	11	11	1	NA	NA	NA	4
10	52	80	1	12	12	1	NA	NA	NA	4
10	52	80	1	13	13	1	1	2	2	1
10	52	80	1	14	14	1	NA	NA	NA	4
10	52	80	1	15	15	1	NA	NA	NA	4
10	52	80	1	16	16	1	NA	NA	5	2
10	52	80	1	17	17	1	NA	NA	6	3
10	52	80	1	18	18	1	NA	NA	NA	4
10	52	80	1	26	26	1	NA	NA	NA	4
10	52	80	1	27	27	1	NA	NA	NA	4
10	52	80	1	28	28	1	NA	NA	NA	4
10	52	80	1	29	29	1	NA	NA	NA	4
10	52	80	1	30	30	1	NA	NA	NA	4
10	52	80	1	31	31	1	NA	NA	NA	4
10	52	80	1	32	32	1	NA	NA	NA	5
10	52	80	1	35	35	1	NA	NA	NA	4
10	53	81	1	4	4	1	2	6	6	2
10	53	81	1	5	5	1	NA	NA	NA	4
10	53	81	1	6	6	1	NA	NA	NA	4
10	53	81	1	7	7	1	1	4	4	1
10	53	81	1	8	8	1	1	5	5	1
10	53	81	1	9	9	2	2	6	6	2
10	53	81	1	10	10	NA	NA	NA	6	2
10	53	81	1	11	11	1	1	2	2	1
10	53	81	1	12	12	1	1	3	3	1
10	53	81	1	15	15	1	NA	NA	NA	4
10	53	81	1	16	16	1	1	1	1	1
10	53	81	1	18	18	1	3	7	7	3
10	53	81	1	19	19	1	NA	NA	NA	4
10	53	81	1	26	26	1	NA	NA	NA	4
10	53	81	1	27	27	1	NA	NA	NA	4
10	53	81	1	28	28	1	NA	NA	NA	4
10	53	81	1	29	29	1	3	7	7	3
10	53	81	1	30	30	1	NA	NA	NA	4
10	53	81	1	31	31	1	NA	NA	NA	4
10	53	81	1	32	32	1	NA	NA	NA	5
10	53	81	1	33	33	1	NA	NA	NA	5
10	53	81	1	34	34	1	NA	NA	NA	5
10	53	81	1	35	35	1	NA	NA	NA	4
5	54	82	1	1	1	1	3	2	2	3
5	54	82	1	4	4	1	3	2	2	3
5	54	82	1	5	5	1	NA	NA	NA	4
5	54	82	1	6	6	1	NA	NA	NA	4
5	54	82	1	7	7	1	NA	NA	NA	4
5	54	82	1	8	8	1	2	1	1	2
5	54	82	1	9	9	1	3	2	2	3
5	54	82	1	10	10	1	NA	NA	NA	4
5	54	82	1	12	12	1	NA	NA	NA	4
5	54	82	1	13	13	1	NA	NA	NA	4
5	54	82	1	17	17	1	NA	NA	NA	4
5	54	82	1	18	18	1	NA	NA	NA	4
5	54	82	1	27	27	1	NA	NA	NA	4
5	54	82	1	28	28	1	NA	NA	NA	4
5	54	82	1	29	29	1	NA	NA	NA	4
5	54	82	1	31	31	1	NA	NA	NA	4
5	54	82	1	32	32	1	NA	NA	NA	5
5	54	82	1	33	33	1	NA	NA	NA	4
5	54	82	1	35	35	1	NA	NA	NA	4
5	55	83	1	4	4	1	2	4	4	2
5	55	83	1	5	5	1	NA	NA	NA	4
5	55	83	1	6	6	1	NA	NA	NA	4
5	55	83	1	7	7	1	NA	NA	NA	4
5	55	83	1	8	8	1	3	5	6	3
5	55	83	1	9	9	1	3	5	6	3
5	55	83	1	10	10	1	3	5	6	3
5	55	83	1	11	11	1	1	2	2	1
5	55	83	1	12	12	1	2	3	3	2
5	55	83	1	13	13	1	NA	NA	NA	5
5	55	83	1	16	16	1	1	1	1	1
5	55	83	1	17	17	1	NA	NA	5	2
5	55	83	1	18	18	1	NA	NA	NA	4
5	55	83	1	26	26	1	NA	NA	NA	4
5	55	83	1	27	27	1	NA	NA	NA	4
5	55	83	1	28	28	1	NA	NA	NA	4
5	55	83	1	29	29	1	NA	NA	NA	4
5	55	83	1	30	30	1	NA	NA	NA	4
5	55	83	1	32	32	1	NA	NA	NA	5
5	55	83	1	33	33	1	NA	NA	NA	5
5	55	83	1	34	34	1	NA	NA	NA	5
5	55	83	1	35	35	1	NA	NA	NA	4
10	56	84	1	4	4	1	2	5	5	2
10	56	84	1	5	5	1	NA	NA	NA	4
10	56	84	1	6	6	1	NA	NA	NA	4
10	56	84	1	7	7	1	2	5	5	2
10	56	84	1	8	8	1	1	4	4	1
10	56	84	1	9	9	1	1	4	4	1
10	56	84	1	10	10	NA	NA	NA	6	2
10	56	84	1	11	11	1	1	1	1	1
10	56	84	1	12	12	1	1	3	3	1
10	56	84	1	13	13	1	2	5	5	2
10	56	84	1	16	16	1	1	2	2	1
10	56	84	1	18	18	1	3	6	7	3
10	56	84	1	26	26	1	NA	NA	NA	4
10	56	84	1	27	27	1	NA	NA	NA	4
10	56	84	1	28	28	1	NA	NA	NA	4
10	56	84	1	29	29	1	NA	NA	NA	4
10	56	84	1	30	30	1	NA	NA	NA	4
10	56	84	1	32	32	1	NA	NA	NA	5
10	56	84	1	33	33	1	NA	NA	NA	5
10	56	84	1	34	34	1	NA	NA	NA	5
10	56	84	1	35	35	1	NA	NA	NA	4
10	57	85	1	4	4	1	3	4	4	3
10	57	85	1	5	5	1	NA	NA	NA	4
10	57	85	1	6	6	1	NA	NA	NA	4
10	57	85	1	7	7	1	NA	NA	NA	4
10	57	85	1	8	8	1	1	2	2	1
10	57	85	1	9	9	1	1	1	1	1
10	57	85	1	10	10	1	2	3	3	2
10	57	85	1	11	11	1	NA	NA	NA	4
10	57	85	1	12	12	1	NA	NA	NA	4
10	57	85	1	13	13	1	3	4	4	3
10	57	85	1	16	16	1	NA	NA	NA	4
10	57	85	1	17	17	1	NA	NA	NA	4
10	57	85	1	18	18	1	NA	NA	NA	4
10	57	85	1	26	26	1	NA	NA	NA	4
10	57	85	1	27	27	1	NA	NA	NA	4
10	57	85	1	28	28	1	NA	NA	NA	4
10	57	85	1	29	29	1	NA	NA	NA	4
10	57	85	1	30	30	1	NA	NA	NA	4
10	57	85	1	31	31	1	NA	NA	NA	4
10	57	85	1	32	32	1	NA	NA	NA	5
10	57	85	1	33	33	1	NA	NA	NA	5
10	57	85	1	34	34	1	NA	NA	NA	5
10	57	85	1	35	35	1	NA	NA	NA	4
7	58	86	1	4	4	1	2	5	5	2
7	58	86	1	5	5	1	NA	NA	NA	4
7	58	86	1	6	6	1	NA	NA	NA	4
7	58	86	1	7	7	1	NA	NA	NA	4
7	58	86	1	8	8	1	1	4	4	1
7	58	86	1	9	9	1	3	8	8	3
7	58	86	1	10	10	1	1	2	2	1
7	58	86	1	11	11	1	3	7	7	3
7	58	86	1	12	12	1	1	3	3	1
7	58	86	1	13	13	1	3	9	9	3
7	58	86	1	14	14	1	3	9	9	3
7	58	86	1	15	15	1	NA	NA	NA	4
7	58	86	1	16	16	1	1	1	1	1
7	58	86	1	17	17	1	3	9	9	3
7	58	86	1	18	18	1	3	9	9	3
7	58	86	1	19	19	1	3	8	8	3
7	58	86	1	26	26	1	NA	NA	NA	4
7	58	86	1	27	27	1	NA	NA	NA	4
7	58	86	1	28	28	1	3	9	9	3
7	58	86	1	29	29	1	3	6	6	2
7	58	86	1	30	30	1	3	9	9	3
7	58	86	1	31	31	1	3	8	8	3
7	58	86	1	32	32	1	NA	NA	NA	5
7	58	86	1	35	35	1	NA	NA	NA	4
7	59	87	1	1	1	1	3	11	12	3
7	59	87	1	2	2	1	3	11	12	3
7	59	87	1	4	4	1	1	4	4	1
7	59	87	1	5	5	1	NA	NA	NA	4
7	59	87	1	6	6	1	NA	NA	NA	4
7	59	87	1	7	7	1	NA	NA	NA	4
7	59	87	1	8	8	1	1	5	5	1
7	59	87	1	9	9	1	3	8	9	3
7	59	87	1	10	10	1	1	3	3	1
7	59	87	1	11	11	1	2	6	6	2
7	59	87	1	12	12	1	1	1	1	1
7	59	87	1	15	15	1	NA	NA	NA	4
7	59	87	1	16	16	1	1	2	2	1
7	59	87	1	17	17	1	3	9	10	3
7	59	87	1	18	18	1	3	10	11	3
7	59	87	1	19	19	1	2	7	7	2
7	59	87	1	28	28	1	NA	NA	NA	5
7	59	87	1	29	29	1	3	11	8	2
7	59	87	1	30	30	1	3	11	12	3
7	59	87	1	31	31	1	3	11	12	3
7	59	87	1	32	32	1	NA	NA	NA	5
7	59	87	1	33	33	1	NA	NA	NA	5
7	59	87	1	34	34	1	NA	NA	NA	5
7	59	87	1	35	35	1	NA	NA	NA	4
