Typeklasse,Hoofdtype,Vegcode,HoofdLogical,Druk,Milieudruk,EffIndActie,Categorie_voorstel,Rang_voorstel,Rang,Categorie
Moerassen,7210,7210,TRUE,Druk63,"63 Toename van stroomsnelheid, waterpeil en/of de fluctuatie ervan",0nvt,NA,NA,NA,S
Moerassen,7210,7210,TRUE,Druk64,"64 Afname van stroomsnelheid, waterpeil en/of de fluctuatie ervan",0nvt,L,5,5,M
Moerassen,7210,7210,TRUE,Druk65,65  Toename golfslagwerking,0nvt,NA,NA,NA,S
Moerassen,7210,7210,TRUE,Druk66,66  Afname golfslagwerking,0nvt,NA,NA,NA,S
Moerassen,7210,7210,TRUE,Druk7.3,7.3 Verzilting via het grondwater,0nvt,NA,NA,NA,S
Moerassen,7210,7210,TRUE,Druk7.4,7.4 Verzilting via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Moerassen,7210,7210,TRUE,Druk8.1,8.1 Verontreiniging via de lucht,0nvt,L,6,8,L
Moerassen,7210,7210,TRUE,Druk8.2,8.2 Verontreiniging via de bodem,0nvt,NA,NA,NA,S
Moerassen,7210,7210,TRUE,Druk8.3,8.3 Verontreiniging via het grondwater,0nvt,L,6,8,L
Moerassen,7210,7210,TRUE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),0nvt,M,4,4,M
Moerassen,7210,7210,TRUE,Druk8.5,8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater,0nvt,NA,NA,NA,P
Moerassen,7210,7210,TRUE,Druk9.3,9.3 Beweging en andere visuele verstoring,0nvt,NA,NA,NA,S
Moerassen,7220,7220,TRUE,Druk11,"11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)",0nvt,M,4,4,M
Moerassen,7220,7220,TRUE,Druk12,"12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,L,5,7,L
Moerassen,7220,7220,TRUE,Druk13,"13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
Moerassen,7220,7220,TRUE,Druk14,14 Verlies van aquatische connectiviteit,0nvt,M,4,4,M
Moerassen,7220,7220,TRUE,Druk15,15 Verlies van terrestrische connectiviteit,0nvt,NA,NA,NA,S
Moerassen,7220,7220,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,0nvt,L,5,7,L
Moerassen,7220,7220,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,0nvt,NA,NA,NA,S
Moerassen,7220,7220,TRUE,Druk3.3,3.3 Eutrofiëring via het grondwater,0nvt,H,2,2,H
Moerassen,7220,7220,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),0nvt,M,4,6,L
Moerassen,7220,7220,TRUE,Druk4.2,4.2 Verzuring via het grondwater,0nvt,NA,NA,NA,S
Moerassen,7220,7220,TRUE,Druk4.3,4.3 Verzuring via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Moerassen,7220,7220,TRUE,Druk5.1,5.1 Verdroging via het grondwater,0nvt,H,1,1,H
Moerassen,7220,7220,TRUE,Druk5.2,5.2 Vernatting via het grondwater,0nvt,NA,NA,NA,S
Moerassen,7220,7220,TRUE,Druk63,"63 Toename van stroomsnelheid, waterpeil en/of de fluctuatie ervan",0nvt,L,5,7,L
Moerassen,7220,7220,TRUE,Druk64,"64 Afname van stroomsnelheid, waterpeil en/of de fluctuatie ervan",0nvt,H,3,3,H
Moerassen,7220,7220,TRUE,Druk65,65  Toename golfslagwerking,0nvt,NA,NA,NA,S
Moerassen,7220,7220,TRUE,Druk66,66  Afname golfslagwerking,0nvt,NA,NA,NA,S
Moerassen,7220,7220,TRUE,Druk7.3,7.3 Verzilting via het grondwater,0nvt,NA,NA,NA,S
Moerassen,7220,7220,TRUE,Druk7.4,7.4 Verzilting via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Moerassen,7220,7220,TRUE,Druk8.1,8.1 Verontreiniging via de lucht,0nvt,NA,NA,NA,S
Moerassen,7220,7220,TRUE,Druk8.2,8.2 Verontreiniging via de bodem,0nvt,NA,NA,NA,S
Moerassen,7220,7220,TRUE,Druk8.3,8.3 Verontreiniging via het grondwater,NA,NA,NA,5,L
Moerassen,7220,7220,TRUE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Moerassen,7220,7220,TRUE,Druk8.5,8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater,0nvt,NA,NA,NA,P
Moerassen,7220,7220,TRUE,Druk9.3,9.3 Beweging en andere visuele verstoring,0nvt,NA,NA,NA,S
Moerassen,7230,7230,TRUE,Druk101,101 Klimaatverandering in droge perioden,0nvt,L,6,5,L
Moerassen,7230,7230,TRUE,Druk102,102 Klimaatverandering in natte perioden,0nvt,L,7,6,L
Moerassen,7230,7230,TRUE,Druk11,"11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)",0nvt,NA,NA,NA,S
Moerassen,7230,7230,TRUE,Druk12,"12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,L,7,6,L
Moerassen,7230,7230,TRUE,Druk13,"13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
Moerassen,7230,7230,TRUE,Druk14,14 Verlies van aquatische connectiviteit,0nvt,NA,NA,NA,S
Moerassen,7230,7230,TRUE,Druk15,15 Verlies van terrestrische connectiviteit,0nvt,H,3,3,M
Moerassen,7230,7230,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,0nvt,M,4,4,M
Moerassen,7230,7230,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,0nvt,L,6,5,L
Moerassen,7230,7230,TRUE,Druk3.3,3.3 Eutrofiëring via het grondwater,0nvt,H,1,1,H
Moerassen,7230,7230,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),0nvt,L,6,5,L
Moerassen,7230,7230,TRUE,Druk4.1,4.1 Verzuring via de lucht,0nvt,L,7,7,L
Moerassen,7230,7230,TRUE,Druk4.2,4.2 Verzuring via het grondwater,0nvt,L,7,6,L
Moerassen,7230,7230,TRUE,Druk4.3,4.3 Verzuring via het oppervlaktewater (incl. overstromingswater),0nvt,L,7,6,L
Moerassen,7230,7230,TRUE,Druk5.1,5.1 Verdroging via het grondwater,0nvt,H,2,2,M
Moerassen,7230,7230,TRUE,Druk5.2,5.2 Vernatting via het grondwater,0nvt,L,6,5,L
Moerassen,7230,7230,TRUE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),0nvt,L,7,6,L
Moerassen,7230,7230,TRUE,Druk7.3,7.3 Verzilting via het grondwater,0nvt,NA,NA,NA,S
Moerassen,7230,7230,TRUE,Druk7.4,7.4 Verzilting via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Moerassen,7230,7230,TRUE,Druk8.1,8.1 Verontreiniging via de lucht,0nvt,M,4,4,M
Moerassen,7230,7230,TRUE,Druk8.2,8.2 Verontreiniging via de bodem,0nvt,L,7,6,L
Moerassen,7230,7230,TRUE,Druk8.3,8.3 Verontreiniging via het grondwater,0nvt,L,6,5,L
Moerassen,7230,7230,TRUE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),0nvt,L,6,5,L
Moerassen,7230,7230,TRUE,Druk8.5,8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater,0nvt,NA,NA,NA,P
Moerassen,7230,7230,TRUE,Druk9.3,9.3 Beweging en andere visuele verstoring,0nvt,NA,NA,NA,S
Rotsachtige habitats en grotten,8310,8310,TRUE,Druk101,101 Klimaatverandering in droge perioden,0nvt,M,5,5,M
Rotsachtige habitats en grotten,8310,8310,TRUE,Druk102,102 Klimaatverandering in natte perioden,0nvt,M,5,5,M
Rotsachtige habitats en grotten,8310,8310,TRUE,Druk11,"11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)",0nvt,H,1,1,H
Rotsachtige habitats en grotten,8310,8310,TRUE,Druk12,"12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,L,9,8,L
Rotsachtige habitats en grotten,8310,8310,TRUE,Druk13,"13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
Rotsachtige habitats en grotten,8310,8310,TRUE,Druk14,14 Verlies van aquatische connectiviteit,0nvt,L,9,8,L
Rotsachtige habitats en grotten,8310,8310,TRUE,Druk15,15 Verlies van terrestrische connectiviteit,0nvt,H,3,3,H
Rotsachtige habitats en grotten,8310,8310,TRUE,Druk5.1,5.1 Verdroging via het grondwater,0nvt,M,6,6,M
Rotsachtige habitats en grotten,8310,8310,TRUE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),0nvt,NA,NA,NA,S
Rotsachtige habitats en grotten,8310,8310,TRUE,Druk8.1,8.1 Verontreiniging via de lucht,0nvt,L,9,8,L
Rotsachtige habitats en grotten,8310,8310,TRUE,Druk8.2,8.2 Verontreiniging via de bodem,0nvt,L,7,7,L
Rotsachtige habitats en grotten,8310,8310,TRUE,Druk8.3,8.3 Verontreiniging via het grondwater,0nvt,L,7,7,L
Rotsachtige habitats en grotten,8310,8310,TRUE,Druk9.1,9.1 Geluid en trillingen,0nvt,H,3,3,H
Rotsachtige habitats en grotten,8310,8310,TRUE,Druk9.2,9.2 Licht en straling,0nvt,H,2,2,H
Rotsachtige habitats en grotten,8310,8310,TRUE,Druk9.3,9.3 Beweging en andere visuele verstoring,0nvt,M,4,4,M
Bossen en struwelen,9110,9110,TRUE,Druk101,101 Klimaatverandering in droge perioden,0nvt,M,4,4,M
Bossen en struwelen,9110,9110,TRUE,Druk102,102 Klimaatverandering in natte perioden,0nvt,L,5,5,L
Bossen en struwelen,9110,9110,TRUE,Druk11,"11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)",0nvt,M,4,4,M
Bossen en struwelen,9110,9110,TRUE,Druk12,"12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
Bossen en struwelen,9110,9110,TRUE,Druk13,"13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
Bossen en struwelen,9110,9110,TRUE,Druk14,14 Verlies van aquatische connectiviteit,0nvt,NA,NA,NA,S
Bossen en struwelen,9110,9110,TRUE,Druk15,15 Verlies van terrestrische connectiviteit,0nvt,H,3,3,H
Bossen en struwelen,9110,9110,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,0nvt,H,2,2,H
Bossen en struwelen,9110,9110,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,0nvt,NA,NA,NA,S
Bossen en struwelen,9110,9110,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),0nvt,NA,NA,NA,S
Bossen en struwelen,9110,9110,TRUE,Druk4.1,4.1 Verzuring via de lucht,BEHOUD,H,1,1,H
Bossen en struwelen,9110,9110,TRUE,Druk4.3,4.3 Verzuring via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Bossen en struwelen,9110,9110,TRUE,Druk5.2,5.2 Vernatting via het grondwater,0nvt,L,5,5,L
Bossen en struwelen,9110,9110,TRUE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),0nvt,NA,NA,NA,S
Bossen en struwelen,9110,9110,TRUE,Druk7.4,7.4 Verzilting via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Bossen en struwelen,9110,9110,TRUE,Druk8.1,8.1 Verontreiniging via de lucht,0nvt,NA,NA,NA,S
Bossen en struwelen,9110,9110,TRUE,Druk8.2,8.2 Verontreiniging via de bodem,0nvt,NA,NA,NA,S
Bossen en struwelen,9110,9110,TRUE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Bossen en struwelen,9110,9110,TRUE,Druk8.5,8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater,0nvt,NA,NA,NA,P
Bossen en struwelen,9110,9110,TRUE,Druk9.3,9.3 Beweging en andere visuele verstoring,0nvt,NA,NA,NA,S
Bossen en struwelen,9120,9120,TRUE,Druk101,101 Klimaatverandering in droge perioden,0nvt,M,4,4,M
Bossen en struwelen,9120,9120,TRUE,Druk102,102 Klimaatverandering in natte perioden,0nvt,L,5,6,L
Bossen en struwelen,9120,9120,TRUE,Druk11,"11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)",0nvt,M,4,4,M
Bossen en struwelen,9120,9120,TRUE,Druk12,"12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
Bossen en struwelen,9120,9120,TRUE,Druk13,"13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
Bossen en struwelen,9120,9120,TRUE,Druk14,14 Verlies van aquatische connectiviteit,0nvt,NA,NA,NA,S
Bossen en struwelen,9120,9120,TRUE,Druk15,15 Verlies van terrestrische connectiviteit,0nvt,H,3,3,H
Bossen en struwelen,9120,9120,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,0nvt,H,2,2,H
Bossen en struwelen,9120,9120,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,0nvt,NA,NA,NA,S
Bossen en struwelen,9120,9120,TRUE,Druk3.3,3.3 Eutrofiëring via het grondwater,0nvt,NA,NA,NA,S
Bossen en struwelen,9120,9120,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),0nvt,NA,NA,NA,S
Bossen en struwelen,9120,9120,TRUE,Druk4.1,4.1 Verzuring via de lucht,0nvt,H,1,1,H
Bossen en struwelen,9120,9120,TRUE,Druk4.2,4.2 Verzuring via het grondwater,0nvt,NA,NA,NA,S
Bossen en struwelen,9120,9120,TRUE,Druk4.3,4.3 Verzuring via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Bossen en struwelen,9120,9120,TRUE,Druk5.2,5.2 Vernatting via het grondwater,0nvt,L,5,5,M
Bossen en struwelen,9120,9120,TRUE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),0nvt,NA,NA,NA,S
Bossen en struwelen,9120,9120,TRUE,Druk7.3,7.3 Verzilting via het grondwater,0nvt,NA,NA,NA,S
Bossen en struwelen,9120,9120,TRUE,Druk7.4,7.4 Verzilting via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Bossen en struwelen,9120,9120,TRUE,Druk8.1,8.1 Verontreiniging via de lucht,0nvt,NA,NA,NA,S
Bossen en struwelen,9120,9120,TRUE,Druk8.2,8.2 Verontreiniging via de bodem,0nvt,NA,NA,NA,S
Bossen en struwelen,9120,9120,TRUE,Druk8.3,8.3 Verontreiniging via het grondwater,0nvt,NA,NA,NA,S
Bossen en struwelen,9120,9120,TRUE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Bossen en struwelen,9120,9120,TRUE,Druk8.5,8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater,0nvt,NA,NA,NA,P
Bossen en struwelen,9120,9120,TRUE,Druk9.3,9.3 Beweging en andere visuele verstoring,0nvt,NA,NA,NA,S
Bossen en struwelen,9130,9130_end,TRUE,Druk101,101 Klimaatverandering in droge perioden,0nvt,M,4,4,M
Bossen en struwelen,9130,9130_end,TRUE,Druk102,102 Klimaatverandering in natte perioden,0nvt,L,5,5,L
Bossen en struwelen,9130,9130_end,TRUE,Druk11,"11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)",0nvt,M,4,4,M
Bossen en struwelen,9130,9130_end,TRUE,Druk12,"12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
Bossen en struwelen,9130,9130_end,TRUE,Druk13,"13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
Bossen en struwelen,9130,9130_end,TRUE,Druk14,14 Verlies van aquatische connectiviteit,0nvt,NA,NA,NA,S
Bossen en struwelen,9130,9130_end,TRUE,Druk15,15 Verlies van terrestrische connectiviteit,0nvt,H,3,3,H
Bossen en struwelen,9130,9130_end,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,0nvt,H,2,2,H
Bossen en struwelen,9130,9130_end,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,0nvt,NA,NA,NA,S
Bossen en struwelen,9130,9130_end,TRUE,Druk3.3,3.3 Eutrofiëring via het grondwater,0nvt,M,4,4,M
Bossen en struwelen,9130,9130_end,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),0nvt,L,5,5,L
Bossen en struwelen,9130,9130_end,TRUE,Druk4.1,4.1 Verzuring via de lucht,0nvt,H,1,1,H
Bossen en struwelen,9130,9130_end,TRUE,Druk4.2,4.2 Verzuring via het grondwater,0nvt,NA,NA,NA,S
Bossen en struwelen,9130,9130_end,TRUE,Druk5.1,5.1 Verdroging via het grondwater,0nvt,L,5,5,L
Bossen en struwelen,9130,9130_end,TRUE,Druk5.2,5.2 Vernatting via het grondwater,0nvt,NA,NA,NA,S
Bossen en struwelen,9130,9130_end,TRUE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),0nvt,NA,NA,NA,S
Bossen en struwelen,9130,9130_end,TRUE,Druk7.3,7.3 Verzilting via het grondwater,0nvt,NA,NA,NA,S
Bossen en struwelen,9130,9130_end,TRUE,Druk7.4,7.4 Verzilting via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Bossen en struwelen,9130,9130_end,TRUE,Druk8.1,8.1 Verontreiniging via de lucht,0nvt,NA,NA,NA,S
Bossen en struwelen,9130,9130_end,TRUE,Druk8.2,8.2 Verontreiniging via de bodem,0nvt,NA,NA,NA,S
Bossen en struwelen,9130,9130_end,TRUE,Druk8.3,8.3 Verontreiniging via het grondwater,0nvt,NA,NA,NA,S
Bossen en struwelen,9130,9130_end,TRUE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Bossen en struwelen,9130,9130_end,TRUE,Druk8.5,8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater,0nvt,NA,NA,NA,P
Bossen en struwelen,9130,9130_end,TRUE,Druk9.1,9.1 Geluid en trillingen,0nvt,NA,NA,NA,P
Bossen en struwelen,9130,9130_end,TRUE,Druk9.2,9.2 Licht en straling,0nvt,NA,NA,NA,P
Bossen en struwelen,9130,9130_end,TRUE,Druk9.3,9.3 Beweging en andere visuele verstoring,0nvt,NA,NA,NA,S
Bossen en struwelen,9130,9130_fm,TRUE,Druk101,101 Klimaatverandering in droge perioden,0nvt,M,4,4,M
Bossen en struwelen,9130,9130_fm,TRUE,Druk102,102 Klimaatverandering in natte perioden,0nvt,L,5,5,L
Bossen en struwelen,9130,9130_fm,TRUE,Druk11,"11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)",0nvt,M,4,4,M
Bossen en struwelen,9130,9130_fm,TRUE,Druk12,"12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
Bossen en struwelen,9130,9130_fm,TRUE,Druk13,"13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
Bossen en struwelen,9130,9130_fm,TRUE,Druk14,14 Verlies van aquatische connectiviteit,0nvt,NA,NA,NA,S
Bossen en struwelen,9130,9130_fm,TRUE,Druk15,15 Verlies van terrestrische connectiviteit,0nvt,H,3,3,H
Bossen en struwelen,9130,9130_fm,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,0nvt,H,2,2,H
Bossen en struwelen,9130,9130_fm,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,0nvt,NA,NA,NA,S
Bossen en struwelen,9130,9130_fm,TRUE,Druk3.3,3.3 Eutrofiëring via het grondwater,0nvt,M,4,4,M
Bossen en struwelen,9130,9130_fm,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),0nvt,L,5,5,L
Bossen en struwelen,9130,9130_fm,TRUE,Druk4.1,4.1 Verzuring via de lucht,0nvt,H,1,1,H
Bossen en struwelen,9130,9130_fm,TRUE,Druk4.2,4.2 Verzuring via het grondwater,0nvt,NA,NA,NA,S
Bossen en struwelen,9130,9130_fm,TRUE,Druk5.1,5.1 Verdroging via het grondwater,0nvt,L,5,5,L
Bossen en struwelen,9130,9130_fm,TRUE,Druk5.2,5.2 Vernatting via het grondwater,0nvt,NA,NA,NA,S
Bossen en struwelen,9130,9130_fm,TRUE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),0nvt,NA,NA,NA,S
Bossen en struwelen,9130,9130_fm,TRUE,Druk7.3,7.3 Verzilting via het grondwater,0nvt,NA,NA,NA,S
Bossen en struwelen,9130,9130_fm,TRUE,Druk7.4,7.4 Verzilting via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Bossen en struwelen,9130,9130_fm,TRUE,Druk8.1,8.1 Verontreiniging via de lucht,0nvt,NA,NA,NA,S
Bossen en struwelen,9130,9130_fm,TRUE,Druk8.2,8.2 Verontreiniging via de bodem,0nvt,NA,NA,NA,S
Bossen en struwelen,9130,9130_fm,TRUE,Druk8.3,8.3 Verontreiniging via het grondwater,0nvt,NA,NA,NA,S
Bossen en struwelen,9130,9130_fm,TRUE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Bossen en struwelen,9130,9130_fm,TRUE,Druk8.5,8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater,0nvt,NA,NA,NA,P
Bossen en struwelen,9130,9130_fm,TRUE,Druk9.1,9.1 Geluid en trillingen,0nvt,NA,NA,NA,P
Bossen en struwelen,9130,9130_fm,TRUE,Druk9.2,9.2 Licht en straling,0nvt,NA,NA,NA,P
Bossen en struwelen,9130,9130_fm,TRUE,Druk9.3,9.3 Beweging en andere visuele verstoring,0nvt,NA,NA,NA,S
Bossen en struwelen,9150,9150,TRUE,Druk101,101 Klimaatverandering in droge perioden,0nvt,L,4,4,L
Bossen en struwelen,9150,9150,TRUE,Druk11,"11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)",0nvt,M,3,3,M
Bossen en struwelen,9150,9150,TRUE,Druk12,"12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
Bossen en struwelen,9150,9150,TRUE,Druk13,"13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,M,3,3,M
Bossen en struwelen,9150,9150,TRUE,Druk14,14 Verlies van aquatische connectiviteit,0nvt,NA,NA,NA,S
Bossen en struwelen,9150,9150,TRUE,Druk15,15 Verlies van terrestrische connectiviteit,0nvt,H,2,2,H
Bossen en struwelen,9150,9150,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,0nvt,H,1,1,H
Bossen en struwelen,9150,9150,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,0nvt,NA,NA,NA,S
Bossen en struwelen,9150,9150,TRUE,Druk4.1,4.1 Verzuring via de lucht,0nvt,M,3,3,M
Bossen en struwelen,9150,9150,TRUE,Druk5.2,5.2 Vernatting via het grondwater,0nvt,NA,NA,NA,S
Bossen en struwelen,9150,9150,TRUE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),0nvt,NA,NA,NA,S
Bossen en struwelen,9150,9150,TRUE,Druk8.1,8.1 Verontreiniging via de lucht,0nvt,NA,NA,NA,S
Bossen en struwelen,9150,9150,TRUE,Druk8.2,8.2 Verontreiniging via de bodem,0nvt,NA,NA,NA,S
Bossen en struwelen,9150,9150,TRUE,Druk8.5,8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater,0nvt,NA,NA,NA,P
Bossen en struwelen,9150,9150,TRUE,Druk9.1,9.1 Geluid en trillingen,0nvt,NA,NA,NA,P
Bossen en struwelen,9150,9150,TRUE,Druk9.2,9.2 Licht en straling,0nvt,NA,NA,NA,P
Bossen en struwelen,9150,9150,TRUE,Druk9.3,9.3 Beweging en andere visuele verstoring,0nvt,NA,NA,NA,S
Bossen en struwelen,9160,9160,TRUE,Druk101,101 Klimaatverandering in droge perioden,0nvt,L,5,6,L
Bossen en struwelen,9160,9160,TRUE,Druk11,"11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)",0nvt,M,4,4,M
Bossen en struwelen,9160,9160,TRUE,Druk12,"12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
Bossen en struwelen,9160,9160,TRUE,Druk13,"13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)",0nvt,NA,NA,NA,S
Bossen en struwelen,9160,9160,TRUE,Druk14,14 Verlies van aquatische connectiviteit,0nvt,NA,NA,NA,S
Bossen en struwelen,9160,9160,TRUE,Druk15,15 Verlies van terrestrische connectiviteit,0nvt,H,3,3,H
Bossen en struwelen,9160,9160,TRUE,Druk3.1,3.1 Eutrofiëring via de lucht,0nvt,H,2,2,H
Bossen en struwelen,9160,9160,TRUE,Druk3.2,3.2 Eutrofiëring via de bodem,0nvt,NA,NA,NA,S
Bossen en struwelen,9160,9160,TRUE,Druk3.3,3.3 Eutrofiëring via het grondwater,0nvt,M,4,4,M
Bossen en struwelen,9160,9160,TRUE,Druk3.4,3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling),0nvt,L,5,6,L
Bossen en struwelen,9160,9160,TRUE,Druk4.1,4.1 Verzuring via de lucht,0nvt,H,1,1,H
Bossen en struwelen,9160,9160,TRUE,Druk4.2,4.2 Verzuring via het grondwater,0nvt,NA,NA,NA,S
Bossen en struwelen,9160,9160,TRUE,Druk5.1,5.1 Verdroging via het grondwater,0nvt,L,5,6,L
Bossen en struwelen,9160,9160,TRUE,Druk5.2,5.2 Vernatting via het grondwater,0nvt,NA,NA,5,M
Bossen en struwelen,9160,9160,TRUE,Druk61,61 Toename overstromingsduur of -frequentie (incl. getijden),0nvt,NA,NA,NA,S
Bossen en struwelen,9160,9160,TRUE,Druk7.3,7.3 Verzilting via het grondwater,0nvt,NA,NA,NA,S
Bossen en struwelen,9160,9160,TRUE,Druk7.4,7.4 Verzilting via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
Bossen en struwelen,9160,9160,TRUE,Druk8.1,8.1 Verontreiniging via de lucht,0nvt,NA,NA,NA,S
Bossen en struwelen,9160,9160,TRUE,Druk8.2,8.2 Verontreiniging via de bodem,0nvt,NA,NA,NA,S
Bossen en struwelen,9160,9160,TRUE,Druk8.3,8.3 Verontreiniging via het grondwater,0nvt,NA,NA,NA,S
Bossen en struwelen,9160,9160,TRUE,Druk8.4,8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater),0nvt,NA,NA,NA,S
