loc_code	date_sampling	variable	value	below_loq	loq
33	17316	1	0.16	0	NA
33	17316	2	0.67	0	NA
33	17316	3	NA	1	0.02
34	16973	1	0.41	0	NA
34	16973	2	0.4	0	NA
34	16973	3	0.0251	0	NA
34	17014	1	0.26	0	NA
34	17014	2	NA	1	0.1
34	17014	3	NA	1	0.02
34	17036	1	NA	1	0.05
34	17036	2	0.12	0	NA
34	17036	3	NA	1	0.02
34	17063	1	0.05	0	NA
34	17063	2	NA	1	0.1
34	17063	3	0.0423	0	NA
34	17098	1	0.1	0	NA
34	17098	2	0.18	0	NA
34	17098	3	NA	1	0.02
34	17127	1	0.12	0	NA
34	17127	2	0.44	0	NA
34	17127	3	NA	1	0.02
34	17141	1	0.12	0	NA
34	17141	2	0.35	0	NA
34	17141	3	0.0388	0	NA
34	17183	1	0.09	0	NA
34	17183	2	0.59	0	NA
34	17183	3	NA	1	0.02
34	17217	1	0.05	0	NA
34	17217	2	0.19	0	NA
34	17217	3	0.0238	0	NA
34	17253	1	0.23	0	NA
34	17253	2	0.53	0	NA
34	17253	3	NA	1	0.02
34	17275	1	0.13	0	NA
34	17275	2	0.44	0	NA
34	17275	3	NA	1	0.02
34	17315	1	0.13	0	NA
34	17315	2	0.29	0	NA
34	17315	3	0.025	0	NA
35	16973	1	NA	1	0.05
35	16973	2	0.42	0	NA
35	16973	3	0.0251	0	NA
35	17014	1	0.07	0	NA
35	17014	2	NA	1	0.1
35	17014	3	0.0201	0	NA
35	17036	1	NA	1	0.05
35	17036	2	NA	1	0.1
35	17036	3	NA	1	0.02
35	17063	1	NA	1	0.05
35	17063	2	0.16	0	NA
35	17063	3	0.0278	0	NA
35	17098	1	0.09	0	NA
35	17098	2	0.13	0	NA
35	17098	3	0.0286	0	NA
35	17127	1	0.18	0	NA
35	17127	2	0.41	0	NA
35	17127	3	NA	1	0.02
35	17141	1	0.2	0	NA
35	17141	2	0.36	0	NA
35	17141	3	0.0241	0	NA
35	17183	1	0.24	0	NA
35	17183	2	0.61	0	NA
35	17183	3	NA	1	0.02
35	17217	1	0.15	0	NA
35	17217	2	0.5	0	NA
35	17217	3	NA	1	0.02
35	17253	1	0.33	0	NA
35	17253	2	0.62	0	NA
35	17253	3	NA	1	0.02
35	17275	1	0.18	0	NA
35	17275	2	0.51	0	NA
35	17275	3	NA	1	0.02
35	17315	1	0.13	0	NA
35	17315	2	0.42	0	NA
35	17315	3	0.025	0	NA
36	16196	1	NA	1	0.1
36	16196	2	0.96	0	NA
36	16223	1	NA	1	0.1
36	16223	2	0.24	0	NA
36	16251	1	NA	1	0.1
36	16251	2	0.1	0	NA
36	16287	1	NA	1	0.1
36	16287	2	0.1	0	NA
36	16322	1	NA	1	0.1
36	16322	2	NA	1	0.1
36	16364	1	NA	1	0.1
36	16364	2	0.19	0	NA
37	16566	1	0.06	0	NA
37	16566	2	0.87	0	NA
37	16566	3	NA	1	0.02
37	16595	1	NA	1	0.05
37	16595	2	0.64	0	NA
37	16595	3	NA	1	0.02
37	16636	1	NA	1	0.05
37	16636	2	NA	1	0.1
37	16636	3	NA	1	0.02
37	16657	1	NA	1	0.05
37	16657	2	0.13	0	NA
37	16657	3	NA	1	0.02
37	16692	1	NA	1	0.05
37	16692	2	0.1	0	NA
37	16692	3	NA	1	0.02
37	16727	1	0.07	0	NA
37	16727	2	0.15	0	NA
37	16727	3	NA	1	0.02
37	16755	1	0.1	0	NA
37	16755	2	0.15	0	NA
37	16755	3	NA	1	0.02
37	16783	1	0.2	0	NA
37	16783	2	0.43	0	NA
37	16783	3	NA	1	0.02
37	16825	1	NA	1	0.05
37	16825	2	4.55	0	NA
37	16825	3	NA	1	0.02
37	16853	1	NA	1	0.05
37	16853	2	1.09	0	NA
37	16853	3	NA	1	0.02
37	16896	1	0.07	0	NA
37	16896	2	1.11	0	NA
37	16896	3	NA	1	0.02
37	16916	1	0.07	0	NA
37	16916	2	0.99	0	NA
37	16916	3	0.0206	0	NA
37	16944	1	0.1	0	NA
37	16944	2	0.83	0	NA
37	16944	3	0.0229	0	NA
38	17693	1	NA	1	0.05
38	17693	2	0.26	0	NA
38	17693	3	0.104	0	NA
38	17735	1	1.33	0	NA
38	17735	2	0.19	0	NA
38	17735	3	0.0258	0	NA
38	17883	1	0.53	0	NA
38	17883	2	1.59	0	NA
38	17883	3	NA	1	0.02
39	17693	1	NA	1	0.05
39	17693	2	0.18	0	NA
39	17693	3	0.0339	0	NA
39	17735	1	NA	1	0.05
39	17735	2	0.12	0	NA
39	17735	3	0.041	0	NA
39	17855	1	0.24	0	NA
39	17855	2	NA	1	0.1
39	17855	3	NA	1	0.02
39	17883	1	NA	1	0.05
39	17883	2	NA	1	0.1
39	17883	3	NA	1	0.02
40	17344	1	0.14	0	NA
40	17344	2	0.6	0	NA
40	17344	3	0.094	0	NA
40	17378	1	0.25	0	NA
40	17378	2	1.15	0	NA
40	17378	3	0.1227	0	NA
40	17399	1	0.26	0	NA
40	17399	2	1.26	0	NA
40	17399	3	0.133	0	NA
40	17435	1	0.38	0	NA
40	17435	2	1.94	0	NA
40	17435	3	0.099	0	NA
40	17455	1	0.39	0	NA
40	17455	2	1.8	0	NA
40	17455	3	0.0633	0	NA
40	17497	1	0.13	0	NA
40	17497	2	1	0	NA
40	17497	3	0.107	0	NA
40	17546	1	0.13	0	NA
40	17546	2	0.51	0	NA
40	17546	3	0.029	0	NA
40	17581	1	NA	1	0.05
40	17581	2	0.37	0	NA
40	17581	3	NA	1	0.02
40	17609	1	NA	1	0.05
40	17609	2	0.24	0	NA
40	17609	3	NA	1	0.02
40	17644	1	0.06	0	NA
40	17644	2	0.37	0	NA
40	17644	3	NA	1	0.02
40	17680	1	0.09	0	NA
40	17680	2	0.36	0	NA
40	17680	3	0.0329	0	NA
41	17344	1	0.18	0	NA
41	17344	2	0.8	0	NA
41	17344	3	0.132	0	NA
41	17378	1	0.29	0	NA
41	17378	2	1.35	0	NA
41	17378	3	0.2258	0	NA
41	17399	1	0.26	0	NA
41	17399	2	1.25	0	NA
41	17399	3	0.285	0	NA
41	17435	1	0.34	0	NA
41	17435	2	1.86	0	NA
41	17435	3	0.178	0	NA
41	17455	1	0.3	0	NA
41	17455	2	1.46	0	NA
41	17455	3	0.0841	0	NA
41	17497	1	0.07	0	NA
41	17497	2	0.67	0	NA
41	17497	3	0.167	0	NA
41	17546	1	0.07	0	NA
41	17546	2	0.4	0	NA
41	17546	3	0.058	0	NA
41	17581	1	NA	1	0.05
41	17581	2	0.48	0	NA
41	17581	3	0.02	0	NA
41	17609	1	0.12	0	NA
41	17609	2	0.75	0	NA
41	17609	3	NA	1	0.02
41	17644	1	0.18	0	NA
41	17644	2	0.9	0	NA
41	17644	3	0.0598	0	NA
41	17680	1	0.08	0	NA
41	17680	2	1	0	NA
41	17680	3	0.0404	0	NA
42	17693	1	NA	1	0.05
42	17693	2	0.14	0	NA
42	17693	3	NA	1	0.02
42	17735	1	0.07	0	NA
42	17735	2	0.13	0	NA
42	17735	3	NA	1	0.02
42	17763	1	NA	1	0.05
42	17763	2	0.12	0	NA
42	17763	3	NA	1	0.02
42	17785	1	0.05	0	NA
42	17785	2	0.12	0	NA
42	17785	3	0.0651	0	NA
42	17819	1	0.18	0	NA
42	17819	2	0.2	0	NA
42	17819	3	NA	1	0.02
42	17855	1	0.42	0	NA
42	17855	2	NA	1	0.1
42	17855	3	NA	1	0.02
42	17869	1	0.27	0	NA
42	17869	2	0.65	0	NA
42	17869	3	0.0503	0	NA
43	16958	1	NA	1	0.05
43	16958	2	0.54	0	NA
43	16958	3	NA	1	0.02
43	16986	1	0.05	0	NA
43	16986	2	NA	1	0.1
43	16986	3	NA	1	0.02
43	17029	1	NA	1	0.05
43	17029	2	0.12	0	NA
43	17029	3	NA	1	0.02
43	17057	1	NA	1	0.05
43	17057	2	NA	1	0.1
43	17057	3	NA	1	0.02
43	17091	1	NA	1	0.05
43	17091	2	0.18	0	NA
43	17091	3	NA	1	0.02
43	17112	1	0.11	0	NA
43	17112	2	0.11	0	NA
43	17112	3	NA	1	0.02
43	17134	1	0.14	0	NA
43	17134	2	0.38	0	NA
43	17134	3	NA	1	0.02
43	17182	1	0.2	0	NA
43	17182	2	0.82	0	NA
43	17182	3	NA	1	0.02
43	17203	1	0.09	0	NA
43	17203	2	0.78	0	NA
43	17203	3	NA	1	0.02
43	17231	1	0.08	0	NA
43	17231	2	1.01	0	NA
43	17231	3	NA	1	0.02
43	17281	1	0.05	0	NA
43	17281	2	0.65	0	NA
43	17281	3	NA	1	0.02
43	17301	1	0.09	0	NA
43	17301	2	0.42	0	NA
43	17301	3	NA	1	0.02
44	16608	1	NA	1	0.05
44	16608	2	NA	1	0.1
44	16608	3	NA	1	0.02
44	16629	1	NA	1	0.05
44	16629	2	0.16	0	NA
44	16629	3	NA	1	0.02
44	16664	1	NA	1	0.05
44	16664	2	0.18	0	NA
44	16664	3	NA	1	0.02
44	16685	1	NA	1	0.05
44	16685	2	0.16	0	NA
44	16685	3	0.021	0	NA
44	16720	1	0	0	NA
44	16720	2	0.1	0	NA
44	16720	3	NA	1	0.02
44	16748	1	NA	1	0.05
44	16748	2	0.1	0	NA
44	16748	3	NA	1	0.02
44	16777	1	NA	1	0.05
44	16777	2	0.56	0	NA
44	16777	3	NA	1	0.02
44	16819	1	NA	1	0.05
44	16819	2	2.02	0	NA
44	16819	3	0.0344	0	NA
44	16846	1	NA	1	0.05
44	16846	2	2.13	0	NA
44	16846	3	0.0295	0	NA
44	16874	1	NA	1	0.05
44	16874	2	2.52	0	NA
44	16874	3	0.0215	0	NA
44	16909	1	0.06	0	NA
44	16909	2	1.64	0	NA
44	16909	3	0.0235	0	NA
44	16938	1	NA	1	0.05
44	16938	2	1	0	NA
44	16938	3	0.0269	0	NA
45	16188	1	NA	1	0.1
45	16188	2	0.14	0	NA
45	16232	1	NA	1	0.1
45	16232	2	0.19	0	NA
45	16265	1	NA	1	0.1
45	16265	2	0.17	0	NA
45	16294	1	NA	1	0.1
45	16294	2	0.16	0	NA
45	16329	1	NA	1	0.1
45	16329	2	0.15	0	NA
45	16371	1	NA	1	0.1
45	16371	2	NA	1	0.1
46	16188	1	NA	1	0.1
46	16188	2	0.46	0	NA
46	16232	1	NA	1	0.1
46	16232	2	0.11	0	NA
46	16265	1	NA	1	0.1
46	16265	2	NA	1	0.1
46	16294	1	NA	1	0.1
46	16294	2	NA	1	0.1
46	16329	1	NA	1	0.1
46	16329	2	0.11	0	NA
46	16371	1	0.18	0	NA
46	16371	2	0.15	0	NA
47	17343	1	0.05	0	NA
47	17343	2	0.17	0	NA
47	17343	3	0.089	0	NA
47	17371	1	0.1	0	NA
47	17371	2	0.16	0	NA
47	17371	3	0.058	0	NA
47	17400	1	0.06	0	NA
47	17400	2	0.22	0	NA
47	17400	3	0.046	0	NA
47	17435	1	0.09	0	NA
47	17435	2	0.28	0	NA
47	17435	3	0.069	0	NA
47	17455	1	NA	1	0.05
47	17455	2	0.18	0	NA
47	17455	3	0.0584	0	NA
47	17491	1	0.09	0	NA
47	17491	2	0.24	0	NA
47	17491	3	0.0439	0	NA
47	17518	1	0.22	0	NA
47	17518	2	0.44	0	NA
47	17518	3	0.2431	0	NA
47	17546	1	0.13	0	NA
47	17546	2	0.79	0	NA
47	17546	3	0.166	0	NA
47	17574	1	0.11	0	NA
47	17574	2	0.34	0	NA
47	17574	3	0.1469	0	NA
47	17616	1	0.06	0	NA
47	17616	2	0.28	0	NA
47	17616	3	0.09	0	NA
47	17644	1	0.05	0	NA
47	17644	2	0.34	0	NA
47	17644	3	0.1848	0	NA
47	17666	1	NA	1	0.05
47	17666	2	0.19	0	NA
47	17666	3	0.119	0	NA
48	16581	1	0.07	0	NA
48	16581	2	0.27	0	NA
48	16581	3	0.1539	0	NA
48	16636	1	0.07	0	NA
48	16636	2	0.2	0	NA
48	16636	3	0.231	0	NA
48	16657	1	0.13	0	NA
48	16657	2	0.44	0	NA
48	16657	3	0.2292	0	NA
48	16692	1	1.3	0	NA
48	16692	2	0.4	0	NA
48	16692	3	0.1234	0	NA
48	16727	1	1.98	0	NA
48	16727	2	0.56	0	NA
48	16727	3	0.09	0	NA
48	16755	1	2.24	0	NA
48	16755	2	0.53	0	NA
48	16755	3	0.113	0	NA
48	16783	1	0.25	0	NA
48	16783	2	0.48	0	NA
48	16783	3	0.0741	0	NA
48	16825	1	0.16	0	NA
48	16825	2	2.25	0	NA
48	16825	3	0.0268	0	NA
48	16853	1	NA	1	0.05
48	16853	2	0.29	0	NA
48	16853	3	0.0218	0	NA
48	16896	1	NA	1	0.05
48	16896	2	0.65	0	NA
48	16896	3	0.034	0	NA
48	16916	1	NA	1	0.05
48	16916	2	NA	1	0.1
48	16916	3	0.0381	0	NA
48	16944	1	0.31	0	NA
48	16944	2	0.14	0	NA
48	16944	3	0.0833	0	NA
49	16636	1	0.79	0	NA
49	16636	2	NA	1	0.1
49	16636	3	0.119	0	NA
49	16657	1	1.73	0	NA
49	16657	2	0.29	0	NA
49	16657	3	0.1389	0	NA
49	16692	1	2.58	0	NA
49	16692	2	0.3	0	NA
49	16692	3	0.0862	0	NA
49	16727	1	0.95	0	NA
49	16727	2	0.44	0	NA
49	16727	3	0.07	0	NA
49	16755	1	0.5	0	NA
49	16755	2	0.27	0	NA
49	16755	3	0.225	0	NA
49	16783	1	0.11	0	NA
49	16783	2	0.42	0	NA
49	16783	3	0.102	0	NA
49	16825	1	0.05	0	NA
49	16825	2	4.94	0	NA
49	16825	3	0.0807	0	NA
49	16853	1	0.12	0	NA
49	16853	2	0.29	0	NA
49	16853	3	0.0502	0	NA
49	16896	1	0.05	0	NA
49	16896	2	0.44	0	NA
49	16896	3	0.0416	0	NA
49	16916	1	NA	1	0.05
49	16916	2	0.11	0	NA
49	16916	3	0.0622	0	NA
49	16944	1	0.13	0	NA
49	16944	2	0.24	0	NA
49	16944	3	0.0795	0	NA
50	16636	1	0.06	0	NA
50	16636	2	0.16	0	NA
50	16636	3	0.041	0	NA
50	16657	1	0.05	0	NA
50	16657	2	0.17	0	NA
50	16657	3	0.0267	0	NA
50	16692	1	0.06	0	NA
50	16692	2	0.17	0	NA
50	16692	3	0.0252	0	NA
50	16727	1	0.08	0	NA
50	16727	2	0.31	0	NA
50	16727	3	0.02	0	NA
50	16755	1	NA	1	0.05
50	16755	2	0.16	0	NA
50	16755	3	NA	1	0.02
50	16783	1	0.05	0	NA
50	16783	2	0.19	0	NA
50	16783	3	0.022	0	NA
50	16825	1	0.06	0	NA
50	16825	2	2.79	0	NA
50	16825	3	0.0205	0	NA
50	16853	1	0.05	0	NA
50	16853	2	0.15	0	NA
50	16853	3	0.0349	0	NA
50	16896	1	NA	1	0.05
50	16896	2	1.1	0	NA
50	16896	3	0.0286	0	NA
50	16916	1	NA	1	0.05
50	16916	2	NA	1	0.1
50	16916	3	0.0471	0	NA
50	16944	1	0.16	0	NA
50	16944	2	0.31	0	NA
50	16944	3	0.0436	0	NA
51	16959	1	0.15	0	NA
51	16959	2	0.44	0	NA
51	16959	3	NA	1	0.02
51	16987	1	NA	1	0.05
51	16987	2	NA	1	0.1
51	16987	3	0.0332	0	NA
51	17035	1	NA	1	0.05
51	17035	2	NA	1	0.1
51	17035	3	0.0237	0	NA
51	17056	1	NA	1	0.05
51	17056	2	NA	1	0.1
51	17056	3	0.0461	0	NA
51	17098	1	0.14	0	NA
51	17098	2	0.27	0	NA
51	17098	3	NA	1	0.02
51	17126	1	0.73	0	NA
51	17126	2	0.78	0	NA
51	17126	3	0.0231	0	NA
51	17141	1	0.74	0	NA
51	17141	2	0.84	0	NA
51	17141	3	0.0349	0	NA
51	17175	1	0.91	0	NA
51	17175	2	1.67	0	NA
51	17175	3	0.023	0	NA
51	17224	1	0.37	0	NA
51	17224	2	1.77	0	NA
51	17224	3	NA	1	0.02
51	17253	1	0.13	0	NA
51	17253	2	1.37	0	NA
51	17253	3	NA	1	0.02
51	17281	1	0.05	0	NA
51	17281	2	0.6	0	NA
51	17281	3	0.022	0	NA
51	17315	1	0.13	0	NA
51	17315	2	0.75	0	NA
51	17315	3	NA	1	0.02
52	16959	1	NA	1	0.05
52	16959	2	0.22	0	NA
52	16959	3	NA	1	0.02
52	16987	1	NA	1	0.05
52	16987	2	NA	1	0.1
52	16987	3	NA	1	0.02
52	17035	1	NA	1	0.05
52	17035	2	NA	1	0.1
52	17035	3	NA	1	0.02
52	17056	1	0.05	0	NA
52	17056	2	NA	1	0.1
52	17056	3	NA	1	0.02
52	17126	1	0.32	0	NA
52	17126	2	0.8	0	NA
52	17126	3	NA	1	0.02
52	17141	1	0.19	0	NA
52	17141	2	0.37	0	NA
52	17141	3	0.0272	0	NA
52	17175	1	0.1	0	NA
52	17175	2	0.58	0	NA
52	17175	3	NA	1	0.02
52	17224	1	0.47	0	NA
52	17224	2	0.84	0	NA
52	17224	3	NA	1	0.02
52	17253	1	0.1	0	NA
52	17253	2	0.62	0	NA
52	17253	3	NA	1	0.02
52	17281	1	NA	1	0.05
52	17281	2	0.16	0	NA
52	17281	3	NA	1	0.02
52	17315	1	0.08	0	NA
52	17315	2	0.25	0	NA
52	17315	3	NA	1	0.02
53	16959	1	0.08	0	NA
53	16959	2	0.24	0	NA
53	16959	3	NA	1	0.02
53	16987	1	NA	1	0.05
53	16987	2	NA	1	0.1
53	16987	3	NA	1	0.02
53	17035	1	NA	1	0.05
53	17035	2	NA	1	0.1
53	17035	3	NA	1	0.02
53	17056	1	0.05	0	NA
53	17056	2	NA	1	0.1
53	17056	3	NA	1	0.02
53	17098	1	0.36	0	NA
53	17098	2	0.16	0	NA
53	17098	3	NA	1	0.02
53	17126	1	0.61	0	NA
53	17126	2	0.58	0	NA
53	17126	3	NA	1	0.02
53	17141	1	0.65	0	NA
53	17141	2	0.45	0	NA
53	17141	3	NA	1	0.02
53	17175	1	0.91	0	NA
53	17175	2	1.03	0	NA
53	17175	3	NA	1	0.02
53	17224	1	0.44	0	NA
53	17224	2	0.71	0	NA
53	17224	3	NA	1	0.02
53	17253	1	0.21	0	NA
53	17253	2	0.44	0	NA
53	17253	3	NA	1	0.02
53	17281	1	0.06	0	NA
53	17281	2	0.35	0	NA
53	17281	3	NA	1	0.02
53	17315	1	NA	1	0.05
53	17315	2	0.14	0	NA
53	17315	3	NA	1	0.02
54	17337	1	0.06	0	NA
54	17337	2	0.25	0	NA
54	17337	3	NA	1	0.02
54	17359	1	0.25	0	NA
54	17359	2	0.31	0	NA
54	17359	3	NA	1	0.02
54	17379	1	0.1	0	NA
54	17379	2	0.14	0	NA
54	17379	3	NA	1	0.02
54	17421	1	0.07	0	NA
54	17421	2	0.3	0	NA
54	17421	3	NA	1	0.02
54	17449	1	0.07	0	NA
54	17449	2	0.22	0	NA
54	17449	3	NA	1	0.02
54	17477	1	0.1	0	NA
54	17477	2	0.19	0	NA
54	17477	3	NA	1	0.02
54	17505	1	0.09	0	NA
54	17505	2	0.24	0	NA
54	17505	3	NA	1	0.02
54	17534	1	NA	1	0.05
54	17534	2	0.26	0	NA
54	17534	3	NA	1	0.02
54	17567	1	0.07	0	NA
54	17567	2	0.17	0	NA
54	17567	3	NA	1	0.02
54	17610	1	NA	1	0.05
54	17610	2	0.24	0	NA
54	17610	3	NA	1	0.02
54	17631	1	NA	1	0.05
54	17631	2	0.13	0	NA
54	17631	3	0.02	0	NA
54	17674	1	0.05	0	NA
54	17674	2	0.2	0	NA
54	17674	3	NA	1	0.02
55	16959	1	NA	1	0.05
55	16959	2	0.7	0	NA
55	16959	3	NA	1	0.02
55	16980	1	NA	1	0.05
55	16980	2	NA	1	0.1
55	16980	3	NA	1	0.02
55	17021	1	NA	1	0.05
55	17021	2	NA	1	0.1
55	17021	3	NA	1	0.02
55	17056	1	0.09	0	NA
55	17056	2	NA	1	0.1
55	17056	3	NA	1	0.02
55	17084	1	NA	1	0.05
55	17084	2	0.18	0	NA
55	17084	3	NA	1	0.02
55	17112	1	0.07	0	NA
55	17112	2	0.21	0	NA
55	17112	3	NA	1	0.02
55	17133	1	0.27	0	NA
55	17133	2	0.33	0	NA
55	17133	3	0.0266	0	NA
55	17168	1	0.24	0	NA
55	17168	2	0.63	0	NA
55	17168	3	0.0303	0	NA
55	17197	1	NA	1	0.05
55	17197	2	1.56	0	NA
55	17197	3	0.0201	0	NA
55	17225	1	NA	1	0.05
55	17225	2	1.54	0	NA
55	17225	3	NA	1	0.02
55	17275	1	NA	1	0.05
55	17275	2	1.01	0	NA
55	17275	3	NA	1	0.02
55	17295	1	0.05	0	NA
55	17295	2	0.87	0	NA
55	17295	3	NA	1	0.02
56	16959	1	NA	1	0.05
56	16959	2	1.81	0	NA
56	16959	3	NA	1	0.02
56	16980	1	NA	1	0.05
56	16980	2	0.29	0	NA
56	16980	3	NA	1	0.02
56	17021	1	NA	1	0.05
56	17021	2	NA	1	0.1
56	17021	3	0.0372	0	NA
56	17056	1	NA	1	0.05
56	17056	2	NA	1	0.1
56	17056	3	NA	1	0.02
56	17084	1	NA	1	0.05
56	17084	2	NA	1	0.1
56	17084	3	NA	1	0.02
56	17112	1	NA	1	0.05
56	17112	2	0.12	0	NA
56	17112	3	NA	1	0.02
56	17133	1	0.25	0	NA
56	17133	2	0.32	0	NA
56	17133	3	0.0277	0	NA
56	17168	1	0.25	0	NA
56	17168	2	1.08	0	NA
56	17168	3	0.0299	0	NA
56	17197	1	0.15	0	NA
56	17197	2	2.54	0	NA
56	17197	3	0.045	0	NA
56	17225	1	NA	1	0.05
56	17225	2	2.57	0	NA
56	17225	3	0.022	0	NA
56	17275	1	0.05	0	NA
56	17275	2	1.26	0	NA
56	17275	3	NA	1	0.02
56	17295	1	0.07	0	NA
56	17295	2	0.99	0	NA
56	17295	3	NA	1	0.02
57	16182	1	NA	1	0.1
57	16182	2	0.2	0	NA
57	16238	1	NA	1	0.1
57	16238	2	0.29	0	NA
57	16273	1	NA	1	0.1
57	16273	2	0.18	0	NA
57	16293	1	NA	1	0.1
57	16293	2	0.19	0	NA
57	16342	1	NA	1	0.1
57	16342	2	0.21	0	NA
57	16371	1	NA	1	0.1
57	16371	2	0.1	0	NA
58	17344	1	0.79	0	NA
58	17344	2	0.59	0	NA
58	17344	3	0.7665	0	NA
58	17372	1	0.23	0	NA
58	17372	2	0.16	0	NA
58	17372	3	0.104	0	NA
58	17399	1	2.57	0	NA
58	17399	2	0.25	0	NA
58	17399	3	0.048	0	NA
58	17420	1	3.11	0	NA
58	17420	2	0.36	0	NA
58	17420	3	0.0606	0	NA
58	17462	1	NA	1	0.05
58	17462	2	0.15	0	NA
58	17462	3	NA	1	0.02
58	17490	1	NA	1	0.05
58	17490	2	0.14	0	NA
58	17490	3	NA	1	0.02
58	17519	1	0.05	0	NA
58	17519	2	0.29	0	NA
58	17519	3	0.0533	0	NA
58	17553	1	0.07	0	NA
58	17553	2	0.27	0	NA
58	17553	3	0.104	0	NA
58	17581	1	0.05	0	NA
58	17581	2	0.28	0	NA
58	17581	3	0.0982	0	NA
58	17602	1	NA	1	0.05
58	17602	2	3.57	0	NA
58	17602	3	0.089	0	NA
58	17625	1	NA	1	0.05
58	17625	2	0.17	0	NA
58	17625	3	0.061	0	NA
58	17680	1	0.1	0	NA
58	17680	2	0.23	0	NA
58	17680	3	0.0598	0	NA
59	17700	1	0.1	0	NA
59	17700	2	3.02	0	NA
59	17700	3	0.0418	0	NA
59	17743	1	0.14	0	NA
59	17743	2	0.17	0	NA
59	17743	3	0.1225	0	NA
59	17770	1	1.14	0	NA
59	17770	2	0.31	0	NA
59	17770	3	0.1237	0	NA
59	17854	1	2.83	0	NA
59	17854	2	0.15	0	NA
59	17854	3	0.0487	0	NA
59	17876	1	0.71	0	NA
59	17876	2	0.29	0	NA
59	17876	3	0.0578	0	NA
60	16973	1	NA	1	0.05
60	16973	2	0.33	0	NA
60	16973	3	0.1977	0	NA
60	17015	1	0.92	0	NA
60	17015	2	0.1	0	NA
60	17015	3	0.305	0	NA
60	17030	1	0.09	0	NA
60	17030	2	NA	1	0.1
60	17030	3	0.1709	0	NA
60	17071	1	0.22	0	NA
60	17071	2	NA	1	0.1
60	17071	3	0.2411	0	NA
60	17084	1	0.75	0	NA
60	17084	2	NA	1	0.1
60	17084	3	0.3472	0	NA
60	17112	1	0.12	0	NA
60	17112	2	NA	1	0.1
60	17112	3	0.0911	0	NA
60	17133	1	NA	1	0.05
60	17133	2	0.21	0	NA
60	17133	3	0.2772	0	NA
60	17168	1	0.05	0	NA
60	17168	2	0.25	0	NA
60	17168	3	0.2653	0	NA
60	17197	1	NA	1	0.05
60	17197	2	0.18	0	NA
60	17197	3	0.0999	0	NA
60	17225	1	NA	1	0.05
60	17225	2	0.13	0	NA
60	17225	3	0.1484	0	NA
60	17275	1	NA	1	0.05
60	17275	2	0.15	0	NA
60	17275	3	0.143	0	NA
60	17295	1	0.05	0	NA
60	17295	2	0.21	0	NA
60	17295	3	0.161	0	NA
61	16196	1	0.18	0	NA
61	16196	2	8.4	0	NA
61	16223	1	0.35	0	NA
61	16223	2	5.28	0	NA
61	16251	1	NA	1	0.1
61	16251	2	NA	1	0.1
61	16287	1	NA	1	0.1
61	16287	2	0.13	0	NA
61	16321	1	0.44	0	NA
61	16321	2	6.53	0	NA
61	16364	1	0.31	0	NA
61	16364	2	2.06	0	NA
62	16581	1	0.73	0	NA
62	16581	2	0.27	0	NA
62	16581	3	0.056	0	NA
62	16601	1	0.07	0	NA
62	16601	2	0.21	0	NA
62	16601	3	0.038	0	NA
62	16616	1	0.06	0	NA
62	16616	2	0.23	0	NA
62	16616	3	NA	1	0.02
62	16643	1	1.43	0	NA
62	16643	2	0.33	0	NA
62	16643	3	0.051	0	NA
62	16671	1	2.18	0	NA
62	16671	2	0.22	0	NA
62	16671	3	0.0469	0	NA
62	16699	1	0.05	0	NA
62	16699	2	NA	1	0.1
62	16699	3	0.067	0	NA
62	16734	1	NA	1	0.05
62	16734	2	0.0128	0	NA
62	16734	3	0.02	0	NA
62	16762	1	0.23	0	NA
62	16762	2	0.27	0	NA
62	16762	3	NA	1	0.02
62	16805	1	0.06	0	NA
62	16805	2	0.28	0	NA
62	16805	3	NA	1	0.02
62	16832	1	NA	1	0.05
62	16832	2	0.18	0	NA
62	16832	3	NA	1	0.02
62	16860	1	NA	1	0.05
62	16860	2	NA	1	0.1
62	16860	3	NA	1	0.02
62	16896	1	NA	1	0.05
62	16896	2	0.33	0	NA
62	16896	3	0.0222	0	NA
62	16924	1	NA	1	0.05
62	16924	2	NA	1	0.1
62	16924	3	NA	1	0.02
63	16601	1	NA	1	0.05
63	16601	2	0.12	0	NA
63	16601	3	0.029	0	NA
63	16616	1	NA	1	0.05
63	16616	2	0.13	0	NA
63	16616	3	0.038	0	NA
63	16643	1	0.32	0	NA
63	16643	2	3.52	0	NA
63	16643	3	0.069	0	NA
63	16671	1	1.59	0	NA
63	16671	2	0.23	0	NA
63	16671	3	0.0455	0	NA
63	16699	1	3.19	0	NA
63	16699	2	0.24	0	NA
63	16699	3	0.0878	0	NA
63	16734	1	3.15	0	NA
63	16734	2	0.66	0	NA
63	16734	3	0.11	0	NA
63	16762	1	3.59	0	NA
63	16762	2	1.54	0	NA
63	16762	3	0.095	0	NA
63	16805	1	3.03	0	NA
63	16805	2	1.58	0	NA
63	16805	3	0.04	0	NA
63	16832	1	0.37	0	NA
63	16832	2	0.77	0	NA
63	16832	3	0.0472	0	NA
63	16860	1	0.09	0	NA
63	16860	2	0.52	0	NA
63	16860	3	0.0365	0	NA
63	16896	1	0.24	0	NA
63	16896	2	1.02	0	NA
63	16896	3	0.0475	0	NA
63	16924	1	NA	1	0.05
63	16924	2	0.33	0	NA
63	16924	3	0.0523	0	NA
64	16951	1	NA	1	0.05
